league,season,match_id,date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home,odds_draw,odds_away,odds_over_2_5,odds_under_2_5
championship,2023,championship_2023_0_sheffield_weds_southampton,04/08/2023,Sheffield Weds,Southampton,1,2,0,1,8,23,1,7,3,6,12,10,4,4,0,0,3.14,3.38,2.28,1.99,1.82
championship,2023,championship_2023_1_blackburn_west_brom,05/08/2023,Blackburn,West Brom,2,1,2,0,12,14,3,4,6,5,11,11,4,3,0,0,2.78,3.21,2.62,2.17,1.68
championship,2023,championship_2023_2_bristol_city_preston,05/08/2023,Bristol City,Preston,1,1,0,0,5,11,2,3,2,4,10,11,0,1,0,0,2.08,3.39,3.63,2.13,1.71
championship,2023,championship_2023_3_middlesbrough_millwall,05/08/2023,Middlesbrough,Millwall,0,1,0,0,16,12,2,2,12,6,3,8,1,3,0,0,1.95,3.47,3.97,2.02,1.79
championship,2023,championship_2023_4_norwich_hull,05/08/2023,Norwich,Hull,2,1,1,1,28,8,5,3,9,4,14,12,2,5,0,0,1.77,3.65,4.65,1.98,1.82
championship,2023,championship_2023_5_plymouth_huddersfield,05/08/2023,Plymouth,Huddersfield,3,1,1,1,14,15,7,3,2,9,9,15,1,0,0,0,2.18,3.39,3.36,2.02,1.79
championship,2023,championship_2023_6_stoke_rotherham,05/08/2023,Stoke,Rotherham,4,1,3,0,15,6,6,3,10,2,12,10,5,3,0,1,1.64,3.86,5.45,1.97,1.83
championship,2023,championship_2023_7_swansea_birmingham,05/08/2023,Swansea,Birmingham,1,1,0,1,11,11,6,5,5,5,9,12,1,4,0,0,1.87,3.58,4.18,1.9,1.89
championship,2023,championship_2023_8_watford_qpr,05/08/2023,Watford,QPR,4,0,4,0,23,4,12,1,8,2,8,15,1,2,0,0,1.89,3.58,4.09,1.96,1.84
championship,2023,championship_2023_9_leicester_coventry,06/08/2023,Leicester,Coventry,2,1,0,0,20,20,7,6,6,8,11,13,3,2,0,0,1.55,4.19,5.87,1.79,2.02
championship,2023,championship_2023_10_leeds_cardiff,06/08/2023,Leeds,Cardiff,2,2,0,2,25,7,6,2,10,0,8,10,2,1,0,0,1.42,4.71,7.25,1.69,2.15
