league,season,match_id,date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home,odds_draw,odds_away,odds_over_2_5,odds_under_2_5
championship,2024,championship_2024_0_blackburn_derby,09/08/2024,Blackburn,Derby,4,2,1,0,11,12,7,4,1,9,9,10,1,3,0,0,2.28,3.36,3.17,1.99,1.82
championship,2024,championship_2024_1_preston_sheffield_united,09/08/2024,Preston,Sheffield United,0,2,0,1,12,11,2,3,3,6,11,14,1,0,0,0,3.16,3.35,2.3,1.98,1.83
championship,2024,championship_2024_2_cardiff_sunderland,10/08/2024,Cardiff,Sunderland,0,2,0,1,12,11,4,4,4,4,10,8,0,2,0,0,2.9,3.18,2.54,2.25,1.63
championship,2024,championship_2024_3_hull_bristol_city,10/08/2024,Hull,Bristol City,1,1,0,0,11,15,5,3,2,8,10,13,0,2,0,0,2.63,3.27,2.73,2.08,1.74
championship,2024,championship_2024_4_leeds_portsmouth,10/08/2024,Leeds,Portsmouth,3,3,1,2,22,5,10,4,12,0,19,21,2,4,0,0,1.37,5.01,7.81,1.59,2.32
championship,2024,championship_2024_5_middlesbrough_swansea,10/08/2024,Middlesbrough,Swansea,1,0,1,0,18,5,4,0,6,9,14,12,1,4,0,0,1.83,3.77,4.16,1.74,2.09
championship,2024,championship_2024_6_millwall_watford,10/08/2024,Millwall,Watford,2,3,0,1,16,10,4,5,5,5,11,15,2,3,0,0,2.34,3.2,3.19,2.3,1.61
championship,2024,championship_2024_7_oxford_norwich,10/08/2024,Oxford,Norwich,2,0,1,0,12,10,4,2,5,5,4,14,1,3,0,0,3.04,3.49,2.28,1.86,1.94
championship,2024,championship_2024_8_qpr_west_brom,10/08/2024,QPR,West Brom,1,3,1,1,11,7,6,4,12,3,7,7,1,0,0,0,2.55,3.18,2.88,2.24,1.64
championship,2024,championship_2024_9_stoke_coventry,10/08/2024,Stoke,Coventry,1,0,0,0,11,8,2,1,9,7,7,9,2,1,0,0,2.47,3.51,2.75,1.8,2.01
championship,2024,championship_2024_10_sheffield_weds_plymouth,11/08/2024,Sheffield Weds,Plymouth,4,0,1,0,31,5,11,1,15,1,15,14,1,1,0,0,1.84,3.58,4.27,1.96,1.84
championship,2024,championship_2024_11_luton_burnley,12/08/2024,Luton,Burnley,1,4,0,2,10,11,3,6,5,4,11,17,2,3,0,0,2.4,3.39,2.9,1.85,1.94
championship,2024,championship_2024_12_coventry_oxford,16/08/2024,Coventry,Oxford,3,2,2,1,26,7,10,2,14,1,9,7,0,2,0,0,1.69,3.98,4.72,1.71,2.13
championship,2024,championship_2024_13_derby_middlesbrough,17/08/2024,Derby,Middlesbrough,1,0,1,0,3,20,2,4,3,8,13,5,3,1,0,0,3.45,3.55,2.07,1.83,1.98
championship,2024,championship_2024_14_portsmouth_luton,17/08/2024,Portsmouth,Luton,0,0,0,0,15,9,6,4,5,4,11,12,3,2,0,1,3.0,3.55,2.28,1.76,2.06
championship,2024,championship_2024_15_west_brom_leeds,17/08/2024,West Brom,Leeds,0,0,0,0,8,8,1,1,5,4,14,11,2,2,0,0,3.39,3.45,2.13,2.0,1.81
championship,2024,championship_2024_16_bristol_city_millwall,17/08/2024,Bristol City,Millwall,4,3,2,0,11,15,6,4,5,4,11,12,1,2,0,0,2.02,3.26,3.96,2.36,1.58
championship,2024,championship_2024_17_burnley_cardiff,17/08/2024,Burnley,Cardiff,5,0,2,0,9,11,4,4,2,5,19,6,2,1,0,0,1.47,4.44,6.69,1.75,2.08
