league,season,match_id,date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home,odds_draw,odds_away,odds_over_2_5,odds_under_2_5
serie_a,2023,serie_a_2023_0_empoli_verona,19/08/2023,Empoli,Verona,0,1,0,0,10,10,4,4,2,4,17,18,2,2,0,0,2.3,3.28,3.27,2.11,1.74
serie_a,2023,serie_a_2023_1_frosinone_napoli,19/08/2023,Frosinone,Napoli,1,3,1,2,4,19,1,8,4,6,14,17,3,3,0,0,8.79,5.12,1.36,1.68,2.2
serie_a,2023,serie_a_2023_2_genoa_fiorentina,19/08/2023,Genoa,Fiorentina,1,4,0,3,4,9,2,5,3,4,14,13,2,3,0,0,3.41,3.34,2.21,2.06,1.77
serie_a,2023,serie_a_2023_3_inter_monza,19/08/2023,Inter,Monza,2,0,1,0,22,12,3,2,8,3,8,13,1,1,0,0,1.38,5.08,7.92,1.58,2.41
serie_a,2023,serie_a_2023_4_roma_salernitana,20/08/2023,Roma,Salernitana,2,2,1,1,13,3,3,2,9,1,12,9,0,4,0,0,1.53,4.07,6.83,2.1,1.75
serie_a,2023,serie_a_2023_5_sassuolo_atalanta,20/08/2023,Sassuolo,Atalanta,0,2,0,0,11,16,3,6,7,7,9,13,0,0,0,0,3.35,3.62,2.12,1.62,2.33
serie_a,2023,serie_a_2023_6_lecce_lazio,20/08/2023,Lecce,Lazio,2,1,0,1,23,10,7,4,5,2,12,16,3,2,0,0,3.74,3.33,2.09,2.21,1.68
serie_a,2023,serie_a_2023_7_udinese_juventus,20/08/2023,Udinese,Juventus,0,3,0,3,18,9,5,4,7,3,12,10,1,3,0,0,4.46,3.54,1.86,2.1,1.75
serie_a,2023,serie_a_2023_8_torino_cagliari,21/08/2023,Torino,Cagliari,0,0,0,0,11,8,2,2,8,3,8,12,1,1,0,0,1.68,3.73,5.47,2.16,1.7
serie_a,2023,serie_a_2023_9_bologna_milan,21/08/2023,Bologna,Milan,0,2,0,2,17,10,5,6,3,6,10,4,2,2,0,0,3.9,3.49,1.99,2.05,1.78
serie_a,2023,serie_a_2023_10_frosinone_atalanta,26/08/2023,Frosinone,Atalanta,2,1,2,0,13,18,5,6,3,7,10,10,1,2,0,0,4.92,4.09,1.68,1.7,2.19
serie_a,2023,serie_a_2023_11_monza_empoli,26/08/2023,Monza,Empoli,2,0,1,0,20,18,5,6,6,5,14,7,1,2,0,0,1.95,3.54,4.05,2.03,1.81
