league,season,match_id,date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home,odds_draw,odds_away,odds_over_2_5,odds_under_2_5
serie_a,2025,serie_a_2025_0_genoa_lecce,23/08/2025,Genoa,Lecce,0,0,0,0,5,7,2,0,3,7,16,13,2,3,0,0,1.91,3.28,4.29,2.36,1.55
serie_a,2025,serie_a_2025_1_sassuolo_napoli,23/08/2025,Sassuolo,Napoli,0,2,0,1,7,13,2,4,1,2,17,17,3,1,1,0,6.08,4.02,1.54,1.92,1.83
serie_a,2025,serie_a_2025_2_milan_cremonese,23/08/2025,Milan,Cremonese,1,2,1,1,24,4,6,3,9,2,10,14,1,4,0,0,1.34,5.09,8.57,1.61,2.25
serie_a,2025,serie_a_2025_3_roma_bologna,23/08/2025,Roma,Bologna,1,0,0,0,14,10,4,2,2,4,15,13,1,1,0,0,2.1,3.28,3.56,2.11,1.69
serie_a,2025,serie_a_2025_4_cagliari_fiorentina,24/08/2025,Cagliari,Fiorentina,1,1,0,0,14,4,6,1,3,2,18,14,4,2,0,0,3.17,3.27,2.25,2.03,1.74
serie_a,2025,serie_a_2025_5_como_lazio,24/08/2025,Como,Lazio,2,0,0,0,19,5,6,1,6,0,15,12,2,3,0,0,2.44,3.29,2.86,1.98,1.78
serie_a,2025,serie_a_2025_6_atalanta_pisa,24/08/2025,Atalanta,Pisa,1,1,0,1,21,11,6,2,10,4,9,10,2,0,0,0,1.38,4.86,7.63,1.61,2.24
serie_a,2025,serie_a_2025_7_juventus_parma,24/08/2025,Juventus,Parma,2,0,0,0,25,8,8,2,6,6,9,13,1,2,1,0,1.42,4.58,7.26,1.72,2.06
serie_a,2025,serie_a_2025_8_udinese_verona,25/08/2025,Udinese,Verona,1,1,0,0,14,9,4,3,5,1,14,14,3,2,0,0,1.95,3.33,3.95,2.14,1.67
serie_a,2025,serie_a_2025_9_inter_torino,25/08/2025,Inter,Torino,5,0,2,0,20,12,9,4,6,5,14,6,0,0,0,0,1.41,4.67,7.28,1.68,2.12
serie_a,2025,serie_a_2025_10_cremonese_sassuolo,29/08/2025,Cremonese,Sassuolo,3,2,2,0,11,9,6,6,5,4,12,17,2,2,0,0,2.55,3.2,2.82,2.04,1.74
serie_a,2025,serie_a_2025_11_lecce_milan,29/08/2025,Lecce,Milan,0,2,0,0,7,14,2,6,4,5,10,8,1,0,0,0,6.03,3.94,1.57,1.96,1.81
serie_a,2025,serie_a_2025_12_bologna_como,30/08/2025,Bologna,Como,1,0,0,0,15,13,2,2,7,4,13,19,4,3,0,0,2.42,3.14,3.04,2.23,1.61
serie_a,2025,serie_a_2025_13_parma_atalanta,30/08/2025,Parma,Atalanta,1,1,0,0,7,11,3,3,1,2,8,15,2,2,0,0,3.82,3.49,1.96,1.86,1.89
serie_a,2025,serie_a_2025_14_napoli_cagliari,30/08/2025,Napoli,Cagliari,1,0,0,0,20,10,6,1,13,0,16,12,2,1,0,0,1.3,5.23,10.34,1.78,1.98
serie_a,2025,serie_a_2025_15_pisa_roma,30/08/2025,Pisa,Roma,0,1,0,0,7,10,3,5,1,7,14,10,2,1,0,0,4.96,3.69,1.7,1.97,1.79
serie_a,2025,serie_a_2025_16_genoa_juventus,31/08/2025,Genoa,Juventus,0,1,0,0,10,13,1,3,3,4,14,15,1,2,0,0,4.38,3.36,1.86,2.28,1.59
serie_a,2025,serie_a_2025_17_torino_fiorentina,31/08/2025,Torino,Fiorentina,0,0,0,0,7,16,4,4,7,3,21,13,2,2,0,0,3.13,3.15,2.36,2.24,1.6
serie_a,2025,serie_a_2025_18_inter_udinese,31/08/2025,Inter,Udinese,1,2,1,2,16,10,4,5,13,2,17,5,1,3,0,0,1.31,5.31,9.22,1.61,2.24
serie_a,2025,serie_a_2025_19_lazio_verona,31/08/2025,Lazio,Verona,4,0,3,0,22,12,6,4,8,1,8,19,0,0,0,0,1.45,4.41,6.9,1.84,1.91
serie_a,2025,serie_a_2025_20_cagliari_parma,13/09/2025,Cagliari,Parma,2,0,1,0,12,17,5,5,4,5,15,18,3,1,0,0,2.17,3.21,3.49,2.21,1.63
