league,season,team,match_index,date,home_away,xg_for,xg_against,npxg_for,npxg_against,ppda,ppda_allowed,deep_entries,deep_entries_allowed,goals_for,goals_against,expected_points,points,result
serie_a,2025,Lazio,7,2025-10-26 18:45:00,h,0.9053,1.2461,0.9053,1.2461,27.0909,7.2143,2.0,7.0,1.0,0.0,1.0644,3.0,w
serie_a,2025,Lazio,8,2025-10-30 18:45:00,a,0.6579,0.7802,0.6579,0.7802,11.25,12.3667,3.0,3.0,0.0,0.0,1.1953,1.0,d
serie_a,2025,Lazio,9,2025-11-03 19:45:00,h,0.5877,1.4846,0.5877,1.4846,20.2857,12.0455,0.0,5.0,2.0,0.0,0.6181,3.0,w
serie_a,2025,Lazio,10,2025-11-09 19:45:00,a,0.5493,1.7396,0.5493,1.7396,18.6842,7.25,3.0,9.0,0.0,2.0,0.4219,0.0,l
serie_a,2025,Lazio,11,2025-11-23 17:00:00,h,1.4949,0.5447,1.4949,0.5447,10.35,23.8,10.0,2.0,2.0,0.0,2.1414,3.0,w
serie_a,2025,Lazio,12,2025-11-29 19:45:00,a,0.8996,1.4811,0.8996,1.4811,17.0,15.0909,5.0,6.0,0.0,1.0,0.8753,0.0,l
serie_a,2025,Lazio,13,2025-12-07 17:00:00,h,1.2415,1.2311,1.2415,1.2311,11.8846,9.4074,6.0,2.0,1.0,1.0,1.3313,1.0,d
serie_a,2025,Lazio,14,2025-12-13 17:00:00,a,1.7657,1.0817,1.7657,1.0817,16.5,15.2353,3.0,6.0,1.0,0.0,1.9426,3.0,w
serie_a,2025,Lazio,15,2025-12-20 17:00:00,h,0.4328,0.7097,0.4328,0.7097,11.68,15.7727,3.0,1.0,0.0,0.0,0.9535,1.0,d
serie_a,2025,Lazio,16,2025-12-27 17:00:00,a,0.848,0.8066,0.848,0.8066,12.625,11.7826,4.0,5.0,1.0,1.0,1.3859,1.0,d
serie_a,2025,Lazio,17,2026-01-04 11:30:00,h,0.4058,2.425,0.4058,2.425,30.7333,9.9048,3.0,4.0,0.0,2.0,0.1881,0.0,l
serie_a,2025,Lazio,18,2026-01-07 19:45:00,h,2.7081,1.5194,1.9468,0.7581,21.0667,14.8235,11.0,5.0,2.0,2.0,2.2705,1.0,d
serie_a,2025,Lazio,19,2026-01-11 17:00:00,a,0.6445,0.5849,0.6445,0.5849,12.5294,19.2609,5.0,6.0,1.0,0.0,1.3789,3.0,w
serie_a,2025,Lazio,20,2026-01-19 19:45:00,h,0.4653,2.2839,0.4653,1.5226,23.9167,12.5238,2.0,5.0,0.0,3.0,0.1886,0.0,l
serie_a,2025,Lazio,21,2026-01-24 19:45:00,a,0.717,0.601,0.717,0.601,13.0,10.8529,3.0,4.0,0.0,0.0,1.4601,1.0,d
serie_a,2025,Lazio,22,2026-01-30 19:45:00,h,2.0665,1.8331,0.5439,1.0718,19.25,15.4118,7.0,1.0,3.0,2.0,1.5539,3.0,w
serie_a,2025,Lazio,23,2026-02-08 19:45:00,a,0.8088,2.8561,0.8088,2.8561,22.625,12.9474,6.0,17.0,2.0,2.0,0.3034,1.0,d
serie_a,2025,Lazio,24,2026-02-14 17:00:00,h,1.5437,1.8212,1.5437,1.0599,16.7619,14.35,6.0,7.0,0.0,2.0,1.1123,0.0,l
serie_a,2025,Lazio,25,2026-02-21 19:45:00,a,0.5207,0.7711,0.5207,0.7711,11.6552,25.5333,7.0,5.0,0.0,0.0,1.0457,1.0,d
serie_a,2025,Lazio,26,2026-03-01 17:00:00,a,1.0587,1.0609,1.0587,1.0609,16.1,15.6957,7.0,4.0,0.0,2.0,1.3388,0.0,l
serie_a,2025,Lazio,27,2026-03-09 19:45:00,h,2.4868,0.4532,2.4868,0.4532,41.75,22.5714,6.0,5.0,2.0,1.0,2.7679,3.0,w
serie_a,2025,Lazio,28,2026-03-15 19:45:00,h,0.5384,1.1618,0.5384,1.1618,23.4667,9.8077,5.0,12.0,1.0,0.0,0.7947,3.0,w
serie_a,2025,Lazio,29,2026-03-22 14:00:00,a,2.144,1.3292,2.144,0.5679,22.8889,12.0,5.0,8.0,2.0,0.0,2.0142,3.0,w
serie_a,2025,Lazio,30,2026-04-04 18:45:00,h,0.2691,0.3606,0.2691,0.3606,10.04,25.8889,5.0,1.0,1.0,1.0,1.0896,1.0,d
serie_a,2025,Lazio,31,2026-04-13 18:45:00,a,1.2935,0.422,1.2935,0.422,11.8421,31.0769,2.0,2.0,0.0,1.0,2.1027,0.0,l
serie_a,2025,Lazio,32,2026-04-18 16:00:00,a,3.1646,0.517,2.278,0.517,31.9231,11.6875,6.0,8.0,2.0,0.0,2.886,3.0,w
serie_a,2025,Lazio,33,2026-04-27 18:45:00,h,1.7748,2.3071,1.7748,2.3071,14.9167,14.85,2.0,7.0,3.0,3.0,0.9625,1.0,d
serie_a,2025,Lazio,34,2026-05-04 16:30:00,a,0.9875,0.5505,0.9875,0.5505,19.8667,18.0455,4.0,1.0,2.0,1.0,1.7963,3.0,w
serie_a,2025,Lazio,35,2026-05-09 16:00:00,h,0.5021,2.1824,0.5021,2.1824,29.2941,12.0,4.0,10.0,0.0,3.0,0.284,0.0,l
serie_a,2025,Lazio,36,2026-05-17 10:30:00,a,0.7666,1.318,0.7666,1.318,12.5,10.4583,3.0,4.0,0.0,2.0,0.9095,0.0,l
serie_a,2025,Lazio,37,2026-05-23 18:45:00,h,1.0209,1.1676,1.0209,1.1676,26.25,15.4545,4.0,2.0,2.0,1.0,1.185,3.0,w
serie_a,2025,Bologna,0,2025-08-23 18:45:00,a,0.4435,1.4769,0.4435,1.4769,12.2,7.9688,0.0,5.0,0.0,1.0,0.5099,0.0,l
serie_a,2025,Bologna,1,2025-08-30 16:30:00,h,1.5158,0.5216,1.5158,0.5216,13.1739,4.6429,3.0,7.0,1.0,0.0,2.2273,3.0,w
serie_a,2025,Bologna,2,2025-09-14 18:45:00,a,0.1986,1.1554,0.1986,1.1554,10.3158,16.381,2.0,7.0,0.0,1.0,0.4512,0.0,l
serie_a,2025,Bologna,3,2025-09-20 13:00:00,h,1.7879,0.7947,1.0266,0.7947,7.0,10.5,4.0,2.0,2.0,1.0,2.2069,3.0,w
serie_a,2025,Bologna,4,2025-09-28 16:00:00,a,1.5908,2.0902,0.8295,2.0902,4.9167,13.6957,8.0,6.0,2.0,2.0,0.9777,1.0,d
serie_a,2025,Bologna,5,2025-10-05 13:00:00,h,3.6993,0.0265,3.6993,0.0265,4.6667,13.0455,14.0,1.0,4.0,0.0,2.9799,3.0,w
serie_a,2025,Bologna,6,2025-10-19 13:00:00,a,1.1584,0.3678,1.1584,0.3678,5.9375,14.7895,3.0,3.0,2.0,0.0,2.1498,3.0,w
serie_a,2025,Bologna,7,2025-10-26 16:00:00,a,0.8833,3.879,0.8833,2.3565,9.05,10.1111,6.0,3.0,2.0,2.0,0.0538,1.0,d
serie_a,2025,Bologna,8,2025-10-29 18:45:00,h,0.3322,0.7975,0.3322,0.7975,7.5294,20.4211,6.0,4.0,0.0,0.0,0.7806,1.0,d
serie_a,2025,Bologna,9,2025-11-02 17:00:00,a,3.5175,0.6223,3.5175,0.6223,7.2,8.7727,8.0,3.0,3.0,1.0,2.8677,3.0,w
serie_a,2025,Bologna,10,2025-11-09 14:00:00,h,1.6449,0.195,1.6449,0.195,16.0,10.2222,2.0,5.0,2.0,0.0,2.5907,3.0,w
serie_a,2025,Bologna,11,2025-11-22 14:00:00,a,2.8829,1.8876,2.1216,1.8876,6.04,5.6875,3.0,9.0,3.0,0.0,2.0889,3.0,w
serie_a,2025,Bologna,12,2025-12-01 19:45:00,h,2.1171,2.3353,1.3558,2.3353,4.1034,18.1429,9.0,2.0,1.0,3.0,1.189,0.0,l
serie_a,2025,Bologna,13,2025-12-07 17:00:00,a,1.2311,1.2415,1.2311,1.2415,9.4074,11.8846,2.0,6.0,1.0,1.0,1.3421,1.0,d
serie_a,2025,Bologna,14,2025-12-14 19:45:00,h,0.9739,2.0715,0.9739,2.0715,13.6842,18.25,3.0,14.0,0.0,1.0,0.6037,0.0,l
serie_a,2025,Bologna,15,2025-12-28 17:00:00,h,0.937,1.5231,0.937,1.5231,5.9429,10.5909,5.0,4.0,1.0,1.0,0.8495,1.0,d
serie_a,2025,Bologna,16,2026-01-04 19:45:00,a,0.7829,4.2672,0.7829,4.2672,7.5,7.1379,3.0,7.0,1.0,3.0,0.0437,0.0,l
serie_a,2025,Bologna,17,2026-01-07 17:30:00,h,1.1153,1.3334,1.1153,1.3334,12.2667,11.381,2.0,9.0,0.0,2.0,1.1543,0.0,l
serie_a,2025,Bologna,18,2026-01-10 14:00:00,a,1.5489,1.1392,1.5489,1.1392,18.4,8.2857,4.0,4.0,1.0,1.0,1.7502,1.0,d
serie_a,2025,Bologna,19,2026-01-15 17:30:00,a,0.6907,1.6881,0.6907,1.6881,9.6,16.0952,6.0,5.0,3.0,2.0,0.5509,3.0,w
serie_a,2025,Bologna,20,2026-01-18 14:00:00,h,1.344,1.6456,1.344,1.6456,8.6667,18.5,8.0,4.0,1.0,2.0,1.0905,0.0,l
serie_a,2025,Bologna,21,2026-01-25 14:00:00,a,0.592,0.7069,0.592,0.7069,9.25,11.3125,11.0,4.0,2.0,3.0,1.1679,0.0,l
serie_a,2025,Bologna,22,2026-02-03 19:45:00,h,0.4405,3.3577,0.4405,2.5964,11.0,20.5833,10.0,4.0,0.0,3.0,0.0551,0.0,l
serie_a,2025,Bologna,23,2026-02-08 11:30:00,h,1.6466,0.193,1.6466,0.193,19.3333,12.7692,4.0,3.0,0.0,1.0,2.5825,0.0,l
serie_a,2025,Bologna,24,2026-02-15 17:00:00,a,1.7123,0.3944,1.7123,0.3944,22.3636,11.4583,9.0,2.0,2.0,1.0,2.3852,3.0,w
serie_a,2025,Bologna,25,2026-02-23 19:45:00,h,1.4471,0.5306,0.6858,0.5306,7.1471,6.8846,4.0,7.0,1.0,0.0,2.2276,3.0,w
serie_a,2025,Bologna,26,2026-03-02 17:30:00,a,0.8716,0.7431,0.8716,0.7431,12.2857,12.6818,2.0,4.0,1.0,0.0,1.4331,3.0,w
serie_a,2025,Bologna,27,2026-03-08 14:00:00,h,0.9037,2.0286,0.9037,2.0286,5.0,6.8462,7.0,4.0,1.0,2.0,0.5821,0.0,l
serie_a,2025,Bologna,28,2026-03-15 14:00:00,a,0.731,0.4271,0.731,0.4271,14.0588,9.1111,6.0,4.0,1.0,0.0,1.6017,3.0,w
serie_a,2025,Bologna,29,2026-03-22 14:00:00,h,1.3292,2.144,0.5679,2.144,12.0,22.8889,8.0,5.0,0.0,2.0,0.7419,0.0,l
serie_a,2025,Bologna,30,2026-04-05 13:00:00,a,1.5897,1.3964,1.5897,0.6351,9.8095,20.0,6.0,0.0,2.0,1.0,1.4953,3.0,w
serie_a,2025,Bologna,31,2026-04-12 16:00:00,h,2.5824,0.5364,2.5824,0.5364,6.6957,11.72,8.0,3.0,2.0,0.0,2.8054,3.0,w
serie_a,2025,Bologna,32,2026-04-19 18:45:00,a,0.8524,1.5765,0.8524,1.5765,18.2143,10.75,3.0,7.0,0.0,2.0,0.7851,0.0,l
serie_a,2025,Bologna,33,2026-04-25 16:00:00,h,0.4791,1.6563,0.4791,1.6563,10.3333,14.5652,6.0,1.0,0.0,2.0,0.4212,0.0,l
serie_a,2025,Bologna,34,2026-05-03 10:30:00,h,0.6845,0.8719,0.6845,0.8719,6.3182,15.8235,6.0,2.0,0.0,0.0,1.1175,1.0,d
serie_a,2025,Bologna,35,2026-05-11 18:45:00,a,1.1234,1.2274,0.3621,1.2274,17.4444,20.2143,2.0,7.0,3.0,2.0,1.2801,3.0,w
serie_a,2025,Bologna,36,2026-05-17 16:00:00,a,1.0656,0.8714,1.0656,0.8714,12.45,6.9744,4.0,2.0,1.0,0.0,1.5334,3.0,w
serie_a,2025,Bologna,37,2026-05-23 16:00:00,h,1.5968,1.1865,1.5968,1.1865,16.5238,19.1429,3.0,11.0,3.0,3.0,1.7171,1.0,d
serie_a,2025,Juventus,0,2025-08-24 18:45:00,h,2.742,0.8156,2.742,0.8156,7.381,11.0,11.0,3.0,2.0,0.0,2.6381,3.0,w
serie_a,2025,Juventus,1,2025-08-31 16:30:00,a,1.5513,0.593,1.5513,0.593,5.7353,9.963,2.0,2.0,1.0,0.0,2.2238,3.0,w
serie_a,2025,Juventus,2,2025-09-13 16:00:00,h,0.7689,1.0163,0.7689,1.0163,11.3684,10.7,4.0,10.0,4.0,3.0,1.0951,3.0,w
serie_a,2025,Juventus,3,2025-09-20 16:00:00,a,0.4704,1.6588,0.4704,0.8976,5.4667,15.55,7.0,4.0,1.0,1.0,0.3851,1.0,d
serie_a,2025,Juventus,4,2025-09-27 16:00:00,h,1.8424,0.8853,1.8424,0.8853,9.0,31.2727,10.0,1.0,1.0,1.0,2.1081,1.0,d
serie_a,2025,Juventus,5,2025-10-05 18:45:00,h,0.5706,1.5571,0.5706,0.7958,21.4286,22.0769,6.0,3.0,0.0,0.0,0.5392,1.0,d
serie_a,2025,Juventus,6,2025-10-19 10:30:00,a,0.9647,1.6879,0.9647,1.6879,6.7,8.5294,7.0,5.0,0.0,2.0,0.7819,0.0,l
serie_a,2025,Juventus,7,2025-10-26 18:45:00,a,1.2461,0.9053,1.2461,0.9053,7.2143,27.0909,7.0,2.0,0.0,1.0,1.6278,0.0,l
serie_a,2025,Juventus,8,2025-10-29 16:30:00,h,3.3064,0.6041,1.7838,0.6041,9.4091,20.3077,7.0,1.0,3.0,1.0,2.8508,3.0,w
