league,season,team,match_index,date,home_away,xg_for,xg_against,npxg_for,npxg_against,ppda,ppda_allowed,deep_entries,deep_entries_allowed,goals_for,goals_against,expected_points,points,result
serie_a,2024,Verona,0,2024-08-18 16:30:00,h,1.8054,0.9752,1.8054,0.9752,15.3333,6.2273,4.0,6.0,3.0,0.0,2.0865,3.0,w
serie_a,2024,Verona,1,2024-08-26 18:45:00,h,0.8786,1.3615,0.8786,0.6002,19.375,12.2353,3.0,4.0,0.0,3.0,0.8731,0.0,l
serie_a,2024,Verona,2,2024-09-01 16:30:00,a,2.0965,1.3474,1.3352,1.3474,13.619,12.3571,3.0,4.0,2.0,0.0,1.9607,3.0,w
serie_a,2024,Verona,3,2024-09-16 18:45:00,a,0.5333,1.7924,0.5333,1.7924,18.7647,10.8846,0.0,3.0,1.0,2.0,0.3699,0.0,l
serie_a,2024,Verona,4,2024-09-20 18:45:00,h,0.7778,1.9668,0.7778,1.2055,33.4615,7.7391,2.0,7.0,2.0,3.0,0.477,0.0,l
serie_a,2024,Verona,5,2024-09-29 13:00:00,a,1.5544,2.4749,0.7931,2.4749,11.0938,6.2381,3.0,11.0,2.0,3.0,0.7374,0.0,l
serie_a,2024,Verona,6,2024-10-04 18:45:00,h,2.1074,1.4376,2.1074,1.4376,8.8696,15.2727,9.0,6.0,2.0,1.0,1.827,3.0,w
serie_a,2024,Verona,7,2024-10-21 18:45:00,h,0.8145,1.5638,0.8145,1.5638,10.0909,11.2857,5.0,3.0,0.0,3.0,0.7497,0.0,l
serie_a,2024,Verona,8,2024-10-26 18:45:00,a,0.2245,3.8412,0.2245,3.8412,18.3636,10.05,1.0,14.0,1.0,6.0,0.0158,0.0,l
serie_a,2024,Verona,9,2024-10-29 17:30:00,a,0.2115,1.3527,0.2115,1.3527,12.9583,9.55,0.0,3.0,0.0,1.0,0.3719,0.0,l
serie_a,2024,Verona,10,2024-11-03 17:00:00,h,1.517,2.3841,1.517,2.3841,13.7826,5.7407,3.0,14.0,3.0,2.0,0.7363,3.0,w
serie_a,2024,Verona,11,2024-11-10 14:00:00,a,0.5354,2.7703,0.5354,2.7703,10.6364,11.4286,2.0,8.0,1.0,3.0,0.162,0.0,l
serie_a,2024,Verona,12,2024-11-23 14:00:00,h,0.5546,2.7977,0.5546,2.7977,32.8235,14.6,2.0,10.0,0.0,5.0,0.148,0.0,l
serie_a,2024,Verona,13,2024-11-29 19:45:00,a,0.6062,2.6482,0.6062,2.6482,13.0909,8.6,9.0,6.0,0.0,1.0,0.2058,0.0,l
serie_a,2024,Verona,14,2024-12-08 14:00:00,h,0.8951,1.2903,0.8951,1.2903,12.4,11.5,7.0,2.0,1.0,4.0,0.9952,0.0,l
serie_a,2024,Verona,15,2024-12-15 14:00:00,a,3.7041,2.3053,3.7041,2.3053,10.7391,17.2727,8.0,8.0,3.0,2.0,2.2185,3.0,w
serie_a,2024,Verona,16,2024-12-20 19:45:00,h,0.6495,1.3751,0.6495,1.3751,10.2222,9.6667,5.0,5.0,0.0,1.0,0.7162,0.0,l
serie_a,2024,Verona,17,2024-12-30 19:45:00,a,0.799,2.8648,0.799,2.8648,8.9231,6.3529,4.0,5.0,3.0,2.0,0.2411,3.0,w
serie_a,2024,Verona,18,2025-01-04 19:45:00,h,0.7453,0.656,0.7453,0.656,9.8077,5.8846,5.0,6.0,0.0,0.0,1.3942,1.0,d
serie_a,2024,Verona,19,2025-01-12 19:45:00,a,0.2321,1.5903,0.2321,1.5903,50.375,8.0455,3.0,13.0,0.0,2.0,0.2734,0.0,l
