league,season,match_id,date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home,odds_draw,odds_away,odds_over_2_5,odds_under_2_5
eredivisie,2024,eredivisie_2024_0_groningen_nac_breda,09/08/2024,Groningen,NAC Breda,4,1,3,0,17,7,9,3,8,1,7,7,1,3,0,1,1.61,4.06,5.33,1.62,2.27
eredivisie,2024,eredivisie_2024_1_feyenoord_willem_ii,10/08/2024,Feyenoord,Willem II,1,1,1,0,21,2,7,1,14,3,8,21,1,4,0,0,1.12,9.35,18.53,1.37,2.98
eredivisie,2024,eredivisie_2024_2_nijmegen_twente,10/08/2024,Nijmegen,Twente,1,2,1,1,12,15,2,5,7,5,5,6,0,0,0,0,3.63,3.66,1.97,1.68,2.15
eredivisie,2024,eredivisie_2024_3_almere_city_az_alkmaar,10/08/2024,Almere City,AZ Alkmaar,0,1,0,1,7,6,2,3,2,8,13,9,1,2,2,1,5.37,4.18,1.58,1.69,2.13
eredivisie,2024,eredivisie_2024_4_psv_eindhoven_waalwijk,10/08/2024,PSV Eindhoven,Waalwijk,5,1,3,0,19,8,12,4,7,3,4,8,0,0,0,0,1.09,10.89,21.72,1.26,3.68
eredivisie,2024,eredivisie_2024_5_sparta_rotterdam_heracles,11/08/2024,Sparta Rotterdam,Heracles,0,0,0,0,9,10,1,2,3,4,12,14,1,1,0,0,1.5,4.58,5.88,1.52,2.48
eredivisie,2024,eredivisie_2024_6_go_ahead_eagles_for_sittard,11/08/2024,Go Ahead Eagles,For Sittard,0,2,0,0,18,13,4,4,6,3,13,10,1,1,0,0,2.0,3.52,3.65,1.84,1.96
eredivisie,2024,eredivisie_2024_7_utrecht_zwolle,11/08/2024,Utrecht,Zwolle,1,0,1,0,9,5,2,1,2,1,18,10,0,3,0,0,1.44,4.72,6.51,1.57,2.37
eredivisie,2024,eredivisie_2024_8_ajax_heerenveen,11/08/2024,Ajax,Heerenveen,1,0,1,0,12,7,4,2,5,2,10,8,0,2,0,0,1.46,4.83,5.99,1.4,2.85
eredivisie,2024,eredivisie_2024_9_for_sittard_almere_city,16/08/2024,For Sittard,Almere City,3,0,1,0,20,8,9,4,9,3,8,12,2,3,0,0,1.79,3.67,4.44,1.94,1.86
eredivisie,2024,eredivisie_2024_10_heerenveen_utrecht,17/08/2024,Heerenveen,Utrecht,1,1,0,1,21,6,7,4,6,4,15,8,4,2,0,0,2.64,3.57,2.52,1.62,2.28
eredivisie,2024,eredivisie_2024_11_twente_sparta_rotterdam,17/08/2024,Twente,Sparta Rotterdam,1,1,0,0,21,11,3,3,5,4,7,8,1,0,0,0,1.51,4.49,5.8,1.58,2.34
eredivisie,2024,eredivisie_2024_12_az_alkmaar_nijmegen,17/08/2024,AZ Alkmaar,Nijmegen,1,0,1,0,16,8,6,1,4,6,11,10,2,2,0,0,1.47,4.66,6.14,1.58,2.36
eredivisie,2024,eredivisie_2024_13_waalwijk_groningen,17/08/2024,Waalwijk,Groningen,1,2,0,1,13,15,7,9,7,1,7,11,2,2,1,0,2.37,3.71,2.75,1.53,2.46
eredivisie,2024,eredivisie_2024_14_heracles_psv_eindhoven,18/08/2024,Heracles,PSV Eindhoven,1,3,1,0,6,32,3,8,2,12,7,12,1,0,0,0,13.41,8.98,1.15,1.21,4.13
eredivisie,2024,eredivisie_2024_15_willem_ii_go_ahead_eagles,18/08/2024,Willem II,Go Ahead Eagles,2,0,2,0,8,11,3,1,4,3,10,12,2,2,0,0,3.0,3.55,2.26,1.75,2.07
eredivisie,2024,eredivisie_2024_16_zwolle_feyenoord,18/08/2024,Zwolle,Feyenoord,1,5,0,1,7,16,2,8,1,2,8,10,1,1,0,0,9.34,6.69,1.25,1.31,3.32
eredivisie,2024,eredivisie_2024_17_nac_breda_ajax,18/08/2024,NAC Breda,Ajax,2,1,0,0,6,16,3,5,1,8,15,14,0,1,0,0,8.52,6.43,1.27,1.31,3.36
eredivisie,2024,eredivisie_2024_18_nijmegen_zwolle,24/08/2024,Nijmegen,Zwolle,1,0,0,0,16,11,2,4,6,2,8,13,1,4,0,1,1.57,4.26,5.3,1.56,2.36
eredivisie,2024,eredivisie_2024_19_almere_city_psv_eindhoven,24/08/2024,Almere City,PSV Eindhoven,1,7,0,2,3,20,1,11,1,9,10,6,1,1,0,0,14.18,8.35,1.15,1.34,3.12
eredivisie,2024,eredivisie_2024_20_nac_breda_utrecht,24/08/2024,NAC Breda,Utrecht,1,2,1,0,7,13,3,7,4,5,5,7,3,1,1,0,4.31,3.92,1.75,1.64,2.24
eredivisie,2024,eredivisie_2024_21_groningen_az_alkmaar,25/08/2024,Groningen,AZ Alkmaar,0,0,0,0,2,12,1,4,2,6,13,14,3,1,0,0,3.69,3.69,1.93,1.71,2.1
eredivisie,2024,eredivisie_2024_22_heracles_willem_ii,25/08/2024,Heracles,Willem II,1,1,1,1,16,10,6,3,8,6,13,11,2,3,0,0,2.4,3.54,2.78,1.68,2.14
eredivisie,2024,eredivisie_2024_23_sparta_rotterdam_feyenoord,25/08/2024,Sparta Rotterdam,Feyenoord,1,1,1,0,11,17,6,5,6,11,7,11,3,5,0,1,6.28,4.78,1.45,1.51,2.51
eredivisie,2024,eredivisie_2024_24_go_ahead_eagles_waalwijk,25/08/2024,Go Ahead Eagles,Waalwijk,2,0,1,0,20,8,6,2,7,1,9,9,3,2,0,1,1.73,3.99,4.37,1.62,2.28
eredivisie,2024,eredivisie_2024_25_waalwijk_az_alkmaar,30/08/2024,Waalwijk,AZ Alkmaar,0,3,0,2,4,22,1,7,3,10,8,13,5,3,1,0,7.11,4.66,1.43,1.63,2.27
eredivisie,2024,eredivisie_2024_26_almere_city_groningen,31/08/2024,Almere City,Groningen,1,1,1,0,14,8,3,2,6,4,9,14,1,2,0,0,3.35,3.47,2.13,1.9,1.9
eredivisie,2024,eredivisie_2024_27_for_sittard_nijmegen,31/08/2024,For Sittard,Nijmegen,0,3,0,2,14,9,1,5,4,5,5,11,1,0,0,0,2.21,3.53,3.12,1.82,1.99
eredivisie,2024,eredivisie_2024_28_heerenveen_nac_breda,31/08/2024,Heerenveen,NAC Breda,4,0,0,0,16,11,8,1,3,6,10,8,0,1,0,0,1.71,4.09,4.43,1.62,2.27
eredivisie,2024,eredivisie_2024_29_willem_ii_sparta_rotterdam,31/08/2024,Willem II,Sparta Rotterdam,1,2,0,0,11,14,5,4,4,3,8,7,1,4,0,0,2.73,3.46,2.49,1.86,1.94
eredivisie,2024,eredivisie_2024_30_utrecht_twente,01/09/2024,Utrecht,Twente,2,1,1,1,7,15,4,7,5,4,10,6,0,2,0,0,2.86,3.46,2.38,1.81,1.99
eredivisie,2024,eredivisie_2024_31_zwolle_heracles,01/09/2024,Zwolle,Heracles,3,0,1,0,16,10,5,4,4,4,14,16,1,2,0,0,2.01,3.65,3.49,1.71,2.11
eredivisie,2024,eredivisie_2024_32_psv_eindhoven_go_ahead_eagles,01/09/2024,PSV Eindhoven,Go Ahead Eagles,3,0,2,0,19,9,8,2,5,3,7,8,0,3,0,0,1.11,10.07,17.24,1.22,4.04
eredivisie,2024,eredivisie_2024_33_psv_eindhoven_nijmegen,14/09/2024,PSV Eindhoven,Nijmegen,2,0,2,0,26,2,11,1,15,3,9,5,0,1,0,1,1.12,9.1,17.14,1.26,3.73
eredivisie,2024,eredivisie_2024_34_twente_zwolle,14/09/2024,Twente,Zwolle,1,1,0,1,23,5,12,2,8,4,12,12,1,1,0,0,1.28,5.83,9.67,1.55,2.42
eredivisie,2024,eredivisie_2024_35_groningen_feyenoord,14/09/2024,Groningen,Feyenoord,2,2,0,1,11,15,5,8,5,6,12,13,3,2,0,0,6.22,4.66,1.46,1.61,2.27
eredivisie,2024,eredivisie_2024_36_nac_breda_for_sittard,14/09/2024,NAC Breda,For Sittard,1,0,0,0,13,10,3,3,3,8,11,9,2,1,0,0,3.0,3.48,2.3,1.84,1.96
eredivisie,2024,eredivisie_2024_37_az_alkmaar_heerenveen,14/09/2024,AZ Alkmaar,Heerenveen,9,1,2,1,26,15,19,5,5,3,8,8,0,1,0,0,1.4,4.89,7.26,1.57,2.37
eredivisie,2024,eredivisie_2024_38_sparta_rotterdam_go_ahead_eagles,15/09/2024,Sparta Rotterdam,Go Ahead Eagles,1,2,0,1,16,16,7,3,5,13,6,9,1,1,0,0,2.05,3.56,3.45,1.81,1.99
