league,season,match_id,date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home,odds_draw,odds_away,odds_over_2_5,odds_under_2_5
eredivisie,2025,eredivisie_2025_0_for_sittard_go_ahead_eagles,08/08/2025,For Sittard,Go Ahead Eagles,2,2,1,1,36,6,8,2,8,5,10,9,2,2,0,1,2.66,3.44,2.5,1.71,2.05
eredivisie,2025,eredivisie_2025_1_nijmegen_excelsior,09/08/2025,Nijmegen,Excelsior,5,0,1,0,15,9,10,6,7,2,14,14,1,1,0,0,1.75,3.73,4.39,1.76,1.98
eredivisie,2025,eredivisie_2025_2_feyenoord_nac_breda,09/08/2025,Feyenoord,NAC Breda,2,0,1,0,20,7,4,0,3,4,10,13,1,1,0,0,1.16,7.56,13.94,1.39,2.82
eredivisie,2025,eredivisie_2025_3_heerenveen_volendam,09/08/2025,Heerenveen,Volendam,1,1,1,0,18,5,6,3,9,2,8,9,1,1,0,0,1.57,4.03,5.4,1.68,2.08
eredivisie,2025,eredivisie_2025_4_psv_eindhoven_sparta_rotterdam,09/08/2025,PSV Eindhoven,Sparta Rotterdam,6,1,3,0,22,8,12,4,8,5,8,2,1,1,0,0,1.18,6.99,12.69,1.37,2.88
eredivisie,2025,eredivisie_2025_5_zwolle_twente,10/08/2025,Zwolle,Twente,1,0,1,0,7,16,2,4,2,4,14,15,4,1,0,0,3.73,3.57,1.92,1.72,2.03
eredivisie,2025,eredivisie_2025_6_ajax_telstar,10/08/2025,Ajax,Telstar,2,0,1,0,15,18,7,5,8,10,9,12,0,0,0,0,1.15,7.78,15.16,1.33,3.15
eredivisie,2025,eredivisie_2025_7_az_alkmaar_groningen,10/08/2025,AZ Alkmaar,Groningen,4,1,3,1,10,11,5,8,6,1,11,12,2,2,0,0,1.5,4.32,5.91,1.69,2.07
eredivisie,2025,eredivisie_2025_8_utrecht_heracles,10/08/2025,Utrecht,Heracles,4,0,1,0,19,10,7,3,4,4,10,16,1,2,0,0,1.52,4.3,5.55,1.64,2.15
eredivisie,2025,eredivisie_2025_9_telstar_zwolle,15/08/2025,Telstar,Zwolle,0,2,0,1,11,10,5,3,7,0,13,10,3,3,0,0,2.61,3.4,2.55,1.73,2.02
eredivisie,2025,eredivisie_2025_10_excelsior_feyenoord,16/08/2025,Excelsior,Feyenoord,1,2,1,2,8,16,2,8,5,6,17,8,0,1,0,0,5.83,4.72,1.46,1.44,2.62
