date,player_id,player_name,team,market,line,over_price,under_price,book,first_seen_at,last_seen_at,is_current,_merge_key
2026-06-06,,Alexander Nikishin,,ASSISTS,0.5,401,-671,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::alexander nikishin
2026-06-06,,Alexander Nikishin,,POINTS,0.5,293,-441,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::alexander nikishin
2026-06-06,,Alexander Nikishin,,SOG,0.5,-210,160,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::alexander nikishin
2026-06-06,,Alexander Nikishin,,SOG,0.5,-228,167,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::alexander nikishin
2026-06-06,,Andrei Svechnikov,,ASSISTS,0.5,150,-195,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::andrei svechnikov
2026-06-06,,Andrei Svechnikov,,ASSISTS,0.5,153,-207,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::andrei svechnikov
2026-06-06,,Andrei Svechnikov,,GOALS,0.5,220,-310,fanduel,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::andrei svechnikov
2026-06-06,,Andrei Svechnikov,,POINTS,0.5,-135,105,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::andrei svechnikov
2026-06-06,,Andrei Svechnikov,,POINTS,0.5,-141,106,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::andrei svechnikov
2026-06-06,,Andrei Svechnikov,,SOG,2.5,-110,-120,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::andrei svechnikov
2026-06-06,,Andrei Svechnikov,,SOG,2.5,-110,-118,fanduel,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::andrei svechnikov
2026-06-06,,Andrei Svechnikov,,SOG,2.5,-108,-123,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::andrei svechnikov
2026-06-06,,Brett Howden,,ASSISTS,0.5,230,-315,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::brett howden
2026-06-06,,Brett Howden,,ASSISTS,0.5,240,-345,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::brett howden
2026-06-06,,Brett Howden,,GOALS,0.5,260,-400,fanduel,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::brett howden
2026-06-06,,Brett Howden,,POINTS,0.5,110,-140,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::brett howden
2026-06-06,,Brett Howden,,POINTS,0.5,108,-144,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::brett howden
2026-06-06,,Brett Howden,,SOG,1.5,-105,-125,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::brett howden
2026-06-06,,Brett Howden,,SOG,1.5,-106,-125,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::brett howden
2026-06-06,,Colton Sissons,,ASSISTS,0.5,370,-599,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::colton sissons
2026-06-06,,Colton Sissons,,POINTS,0.5,235,-338,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::colton sissons
2026-06-06,,Eric Robinson,,POINTS,0.5,285,-427,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::eric robinson
2026-06-06,,Eric Robinson,,SOG,0.5,-245,185,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::eric robinson
2026-06-06,,Eric Robinson,,SOG,0.5,-268,193,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::eric robinson
2026-06-06,,Ivan Barbashev,,ASSISTS,0.5,175,-230,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::ivan barbashev
2026-06-06,,Ivan Barbashev,,ASSISTS,0.5,181,-249,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::ivan barbashev
2026-06-06,,Ivan Barbashev,,POINTS,0.5,105,-135,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::ivan barbashev
2026-06-06,,Ivan Barbashev,,POINTS,0.5,101,-134,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::ivan barbashev
2026-06-06,,Ivan Barbashev,,SOG,1.5,100,-130,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::ivan barbashev
2026-06-06,,Ivan Barbashev,,SOG,1.5,103,-137,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::ivan barbashev
2026-06-06,,Jaccob Slavin,,ASSISTS,0.5,326,-507,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::jaccob slavin
2026-06-06,,Jaccob Slavin,,POINTS,0.5,251,-364,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::jaccob slavin
2026-06-06,,Jaccob Slavin,,SOG,1.5,145,-188,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::jaccob slavin
2026-06-06,,Jaccob Slavin,,SOG,1.5,149,-202,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::jaccob slavin
2026-06-06,,Jack Eichel,,ASSISTS,0.5,-135,105,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::jack eichel
2026-06-06,,Jack Eichel,,ASSISTS,0.5,-142,107,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::jack eichel
2026-06-06,,Jack Eichel,,GOALS,0.5,195,-270,fanduel,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::jack eichel
2026-06-06,,Jack Eichel,,POINTS,1.5,185,-245,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::jack eichel
2026-06-06,,Jack Eichel,,POINTS,1.5,187,-259,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::jack eichel
2026-06-06,,Jack Eichel,,SOG,2.5,-120,-110,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::jack eichel
2026-06-06,,Jack Eichel,,SOG,2.5,-128,-102,fanduel,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::jack eichel
2026-06-06,,Jack Eichel,,SOG,2.5,-124,-107,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::jack eichel
2026-06-06,,Jackson Blake,,ASSISTS,0.5,150,-195,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::jackson blake
2026-06-06,,Jackson Blake,,ASSISTS,0.5,160,-217,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::jackson blake
2026-06-06,,Jackson Blake,,POINTS,0.5,-120,-110,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::jackson blake
2026-06-06,,Jackson Blake,,POINTS,0.5,-123,-108,pinnacle,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::jackson blake
2026-06-06,,Jackson Blake,,SOG,2.5,145,-188,draftkings,2026-06-06T16:02:44Z,2026-06-06T16:02:44Z,True,name::jackson blake
