date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-05-19,New York Knicks,Cleveland Cavaliers,NYK,CLE,,,-2.4586793240746703,222.40273907113695,,0.0,,222.40273907113695
