date,home_team,visitor_team,home_tri,away_tri,actual_q1_total,actual_q2_total,actual_q3_total,actual_q4_total,actual_h1_total,actual_h2_total,actual_game_total,pred_q1_total,pred_q2_total,pred_q3_total,pred_q4_total,pred_h1_total,pred_h2_total,pred_game_total,err_q1_total,err_q2_total,err_q3_total,err_q4_total,err_h1_total,err_h2_total,err_game_total
2026-04-17,Orlando Magic,Charlotte Hornets,ORL,CHA,54.0,51.0,68.0,38.0,105.0,106.0,211.0,52.78895413597933,55.75601601463888,53.11979030741982,54.38437357591946,108.54497015061818,107.5041638833393,217.4246081800536,1.2110458640206687,-4.756016014638881,14.88020969258018,-16.38437357591946,-3.544970150618184,-1.5041638833393023,-6.42460818005361
2026-04-17,Phoenix Suns,Golden State Warriors,PHX,GSW,48.0,47.0,52.0,60.0,95.0,112.0,207.0,53.519679986821245,55.96844444320543,53.01319543393316,54.700754093044814,109.48812443002666,107.713949526978,219.0507126019148,-5.519679986821245,-8.968444443205428,-1.0131954339331628,5.299245906955186,-14.488124430026659,4.2860504730220015,-12.050712601914796
