gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints,game_id,date
0022500494,1610612765,Detroit,Pistons,DET,pistons,1641709,Ausar,Thompson,A. Thompson,ausar-thompson,F,,,21:43,4,9,0.444,0,1,0.0,0,0,0.0,3,5,8,2,1,1,3,5,8,2.0,0022500494,2026-01-04
0022500494,1610612765,Detroit,Pistons,DET,pistons,1630194,Paul,Reed,P. Reed,paul-reed,F,,,30:08,4,9,0.444,0,1,0.0,0,0,0.0,4,4,8,4,1,0,1,1,8,1.0,0022500494,2026-01-04
0022500494,1610612765,Detroit,Pistons,DET,pistons,1630191,Isaiah,Stewart,I. Stewart,isaiah-stewart,C,,,31:28,4,7,0.571,0,1,0.0,0,0,0.0,2,1,3,2,2,3,4,3,8,-6.0,0022500494,2026-01-04
0022500494,1610612765,Detroit,Pistons,DET,pistons,1629130,Duncan,Robinson,D. Robinson,duncan-robinson,G,,,29:31,5,11,0.455,2,6,0.333,0,0,0.0,0,2,2,3,2,0,1,3,12,5.0,0022500494,2026-01-04
0022500494,1610612765,Detroit,Pistons,DET,pistons,1630595,Cade,Cunningham,C. Cunningham,cade-cunningham,G,,,37:02,7,22,0.318,2,5,0.4,11,11,1.0,0,6,6,7,2,1,1,4,27,-4.0,0022500494,2026-01-04
0022500494,1610612765,Detroit,Pistons,DET,pistons,1631093,Jaden,Ivey,J. Ivey,jaden-ivey,,,,19:14,3,9,0.333,1,6,0.167,0,0,0.0,0,2,2,0,0,2,0,2,7,14.0,0022500494,2026-01-04
0022500494,1610612765,Detroit,Pistons,DET,pistons,1641842,Ronald,Holland II,R. Holland II,ronald-holland-ii,,,,18:27,2,7,0.286,1,6,0.167,3,3,1.0,3,7,10,0,2,1,2,4,8,-4.0,0022500494,2026-01-04
0022500494,1610612765,Detroit,Pistons,DET,pistons,1629750,Javonte,Green,J. Green,javonte-green,,,,24:01,3,9,0.333,3,6,0.5,2,2,1.0,2,2,4,1,1,0,1,1,11,2.0,0022500494,2026-01-04
0022500494,1610612765,Detroit,Pistons,DET,pistons,1631204,Marcus,Sasser,M. Sasser,marcus-sasser,,,,3:00,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,1,1,0,0,-1.0,0022500494,2026-01-04
0022500494,1610612765,Detroit,Pistons,DET,pistons,1642450,Daniss,Jenkins,D. Jenkins,daniss-jenkins,,,,25:28,7,10,0.7,6,7,0.857,5,5,1.0,0,1,1,5,0,0,2,1,25,11.0,0022500494,2026-01-04
0022500494,1610612765,Detroit,Pistons,DET,pistons,1642404,Chaz,Lanier,C. Lanier,chaz-lanier,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0022500494,2026-01-04
0022500494,1610612765,Detroit,Pistons,DET,pistons,1631111,Wendell,Moore Jr.,W. Moore Jr.,wendell-moore-jr,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0022500494,2026-01-04
