date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-05-18,Oklahoma City Thunder,San Antonio Spurs,OKC,SAS,,,12.945271404374871,228.06220525831463,,0.0,,228.06220525831463
