date,team_tri,player_id,player_id,player_name,stat,line,line_n_books,sim_mu,expected_min,game_id,actual_min,actual,pace_proj_final,sim_vs_line,actual_vs_line,pace_vs_line
2026-04-17,CHA,4433287,4433287,Brandon Miller,ast,3.5,6,2.328,32.1,,,,,-1.1720000000000002,,
2026-04-17,CHA,4433287,4433287,Brandon Miller,pra,29.5,8,25.646,32.1,,,,,-3.853999999999999,,
2026-04-17,CHA,4433287,4433287,Brandon Miller,pts,20.5,11,18.256,32.1,,,,,-2.2439999999999998,,
2026-04-17,CHA,4433287,4433287,Brandon Miller,reb,5.5,8,5.062,32.1,,,,,-0.4379999999999997,,
2026-04-17,CHA,4395651,4395651,Coby White,ast,2.5,5,1.91,19.3,,,,,-0.5900000000000001,,
2026-04-17,CHA,4395651,4395651,Coby White,pra,17.5,3,18.652,19.3,,,,,1.152000000000001,,
2026-04-17,CHA,4395651,4395651,Coby White,pts,13.5,8,13.318,19.3,,,,,-0.18200000000000038,,
2026-04-17,CHA,4395651,4395651,Coby White,reb,2.5,4,3.424,19.3,,,,,0.9239999999999999,,
2026-04-17,CHA,4395651,4395651,Coby White,threes,1.5,6,2.35,19.3,,,,,0.8500000000000001,,
2026-04-17,CHA,4066218,4066218,Grant Williams,pra,9.5,1,13.98,18.3,,,,,4.48,,
2026-04-17,CHA,4066218,4066218,Grant Williams,pts,5.5,8,9.036,18.3,,,,,3.5359999999999996,,
2026-04-17,CHA,4066218,4066218,Grant Williams,reb,2.5,4,3.786,18.3,,,,,1.286,,
2026-04-17,CHA,4066218,4066218,Grant Williams,threes,1.5,5,1.714,18.3,,,,,0.21399999999999997,,
2026-04-17,CHA,5061575,5061575,Kon Knueppel,ast,2.5,5,2.968,32.0,,,,,0.46799999999999997,,
2026-04-17,CHA,5061575,5061575,Kon Knueppel,pra,24.5,8,21.792,32.0,,,,,-2.7079999999999984,,
2026-04-17,CHA,5061575,5061575,Kon Knueppel,pts,16.5,10,12.826,32.0,,,,,-3.6739999999999995,,
2026-04-17,CHA,5061575,5061575,Kon Knueppel,reb,5.5,7,5.998,32.0,,,,,0.4980000000000002,,
2026-04-17,CHA,5061575,5061575,Kon Knueppel,threes,2.5,7,1.942,32.0,,,,,-0.558,,
