date,snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team
2026-05-30,2026-05-30T18:31:10.181099+00:00,1629026,Kenrich Williams,OKC,ast,OVER,0.5,110,0.47619047619047616,0.5532619047619047,0.9959754115806935,0.07707142857142857,0.16184999999999994,betmgm,BetMGM,2026-05-31T00:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-30,2026-05-30T18:31:10.181099+00:00,1642264,Stephon Castle,SAS,ast,OVER,7.5,145,0.40816326530612246,0.4685851047179573,0.8109755280516878,0.06042183941183482,0.14803350655899528,bovada,Bovada,2026-05-31T00:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-30,2026-05-30T18:31:10.181099+00:00,1628436,Luke Kornet,SAS,ast,OVER,0.5,105,0.4878048780487805,0.5595904012828143,0.9663750329423394,0.07178552323403387,0.1471603226297694,betmgm,BetMGM,2026-05-31T00:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-30,2026-05-30T18:31:10.181099+00:00,1629026,Kenrich Williams,OKC,ast,OVER,0.5,-110,0.5238095238095238,0.5937380952380953,0.9959754115806935,0.06992857142857145,0.13350000000000006,draftkings,DraftKings,2026-05-31T00:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-30,2026-05-30T18:31:10.181099+00:00,1629026,Kenrich Williams,OKC,ast,OVER,0.5,-110,0.5238095238095238,0.5937380952380953,0.9959754115806935,0.06992857142857145,0.13350000000000006,bovada,Bovada,2026-05-31T00:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-30,2026-05-30T18:31:10.181099+00:00,1628436,Luke Kornet,SAS,ast,OVER,0.5,-105,0.5121951219512195,0.5803221085998875,0.9663750329423394,0.06812698664866801,0.13300983107597086,draftkings,DraftKings,2026-05-31T00:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-30,2026-05-30T18:31:10.181099+00:00,1628436,Luke Kornet,SAS,ast,OVER,0.5,-105,0.5121951219512195,0.5803221085998875,0.9663750329423394,0.06812698664866801,0.13300983107597086,bovada,Bovada,2026-05-31T00:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-30,2026-05-30T18:31:10.181099+00:00,1631096,Chet Holmgren,OKC,ast,OVER,1.5,162,0.3816793893129771,0.4310821765902386,0.7110313044947203,0.049402787277261495,0.12943530266642522,fanduel,FanDuel,2026-05-31T00:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-30,2026-05-30T18:31:10.181099+00:00,1627936,Alex Caruso,OKC,ast,UNDER,2.5,-105,0.5121951219512195,0.5726763437609081,0.9154032673491435,0.06048122180968862,0.11808238543796346,betmgm,BetMGM,2026-05-31T00:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-05-30,2026-05-30T18:31:10.181099+00:00,1631096,Chet Holmgren,OKC,ast,OVER,1.5,145,0.40816326530612246,0.4535934711844121,0.7110313044947203,0.045430205878289665,0.11130400440180965,bovada,Bovada,2026-05-31T00:10:00Z,Oklahoma City Thunder,San Antonio Spurs
