event_id,commence_time,home,away,home_team,away_team,bookmaker_key,bookmaker,book_last_update,market,market_type,entity,outcome_name,outcome_price,outcome_point,line,market_id,date
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,fanduel,FanDuel,,h2h,moneyline_carolina_hurricanes,TEAM,Carolina Hurricanes,-152,,-152.0,NHL:2026-06-12:VGK@CAR:moneyline_carolina_hurricanes:team:-152,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,fanduel,FanDuel,,h2h,moneyline_vegas_golden_knights,TEAM,Vegas Golden Knights,126,,126.0,NHL:2026-06-12:VGK@CAR:moneyline_vegas_golden_knights:team:126,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,fanduel,FanDuel,,spreads,spread_carolina_hurricanes,carolina hurricanes,Carolina Hurricanes,164,-1.5,-1.5,NHL:2026-06-12:VGK@CAR:spread_carolina_hurricanes:carolina_hurricanes:-1.5,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,fanduel,FanDuel,,spreads,spread_vegas_golden_knights,vegas golden knights,Vegas Golden Knights,-205,1.5,1.5,NHL:2026-06-12:VGK@CAR:spread_vegas_golden_knights:vegas_golden_knights:1.5,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,fanduel,FanDuel,,totals,total_over,over,Over,110,6.5,6.5,NHL:2026-06-12:VGK@CAR:total_over:over:6.5,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,fanduel,FanDuel,,totals,total_under,under,Under,-134,6.5,6.5,NHL:2026-06-12:VGK@CAR:total_under:under:6.5,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,draftkings,DraftKings,,h2h,moneyline_carolina_hurricanes,TEAM,Carolina Hurricanes,-155,,-155.0,NHL:2026-06-12:VGK@CAR:moneyline_carolina_hurricanes:team:-155,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,draftkings,DraftKings,,h2h,moneyline_vegas_golden_knights,TEAM,Vegas Golden Knights,130,,130.0,NHL:2026-06-12:VGK@CAR:moneyline_vegas_golden_knights:team:130,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,draftkings,DraftKings,,spreads,spread_carolina_hurricanes,carolina hurricanes,Carolina Hurricanes,170,-1.5,-1.5,NHL:2026-06-12:VGK@CAR:spread_carolina_hurricanes:carolina_hurricanes:-1.5,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,draftkings,DraftKings,,spreads,spread_vegas_golden_knights,vegas golden knights,Vegas Golden Knights,-205,1.5,1.5,NHL:2026-06-12:VGK@CAR:spread_vegas_golden_knights:vegas_golden_knights:1.5,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,draftkings,DraftKings,,totals,total_over,over,Over,110,6.5,6.5,NHL:2026-06-12:VGK@CAR:total_over:over:6.5,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,draftkings,DraftKings,,totals,total_under,under,Under,-130,6.5,6.5,NHL:2026-06-12:VGK@CAR:total_under:under:6.5,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,fanatics,Fanatics,,h2h,moneyline_carolina_hurricanes,TEAM,Carolina Hurricanes,-165,,-165.0,NHL:2026-06-12:VGK@CAR:moneyline_carolina_hurricanes:team:-165,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,fanatics,Fanatics,,h2h,moneyline_vegas_golden_knights,TEAM,Vegas Golden Knights,135,,135.0,NHL:2026-06-12:VGK@CAR:moneyline_vegas_golden_knights:team:135,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,fanatics,Fanatics,,spreads,spread_carolina_hurricanes,carolina hurricanes,Carolina Hurricanes,165,-1.5,-1.5,NHL:2026-06-12:VGK@CAR:spread_carolina_hurricanes:carolina_hurricanes:-1.5,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,fanatics,Fanatics,,spreads,spread_vegas_golden_knights,vegas golden knights,Vegas Golden Knights,-205,1.5,1.5,NHL:2026-06-12:VGK@CAR:spread_vegas_golden_knights:vegas_golden_knights:1.5,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,fanatics,Fanatics,,totals,total_over,over,Over,110,6.5,6.5,NHL:2026-06-12:VGK@CAR:total_over:over:6.5,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,fanatics,Fanatics,,totals,total_under,under,Under,-135,6.5,6.5,NHL:2026-06-12:VGK@CAR:total_under:under:6.5,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,betmgm,BetMGM,,h2h,moneyline_carolina_hurricanes,TEAM,Carolina Hurricanes,-155,,-155.0,NHL:2026-06-12:VGK@CAR:moneyline_carolina_hurricanes:team:-155,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,betmgm,BetMGM,,h2h,moneyline_vegas_golden_knights,TEAM,Vegas Golden Knights,130,,130.0,NHL:2026-06-12:VGK@CAR:moneyline_vegas_golden_knights:team:130,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,betmgm,BetMGM,,spreads,spread_carolina_hurricanes,carolina hurricanes,Carolina Hurricanes,165,-1.5,-1.5,NHL:2026-06-12:VGK@CAR:spread_carolina_hurricanes:carolina_hurricanes:-1.5,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,betmgm,BetMGM,,spreads,spread_vegas_golden_knights,vegas golden knights,Vegas Golden Knights,-200,1.5,1.5,NHL:2026-06-12:VGK@CAR:spread_vegas_golden_knights:vegas_golden_knights:1.5,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,betmgm,BetMGM,,totals,total_over,over,Over,-118,6.0,6.0,NHL:2026-06-12:VGK@CAR:total_over:over:6,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,betmgm,BetMGM,,totals,total_under,under,Under,-102,6.0,6.0,NHL:2026-06-12:VGK@CAR:total_under:under:6,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,lowvig,LowVig.ag,,h2h,moneyline_carolina_hurricanes,TEAM,Carolina Hurricanes,-154,,-154.0,NHL:2026-06-12:VGK@CAR:moneyline_carolina_hurricanes:team:-154,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,lowvig,LowVig.ag,,h2h,moneyline_vegas_golden_knights,TEAM,Vegas Golden Knights,136,,136.0,NHL:2026-06-12:VGK@CAR:moneyline_vegas_golden_knights:team:136,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,lowvig,LowVig.ag,,spreads,spread_carolina_hurricanes,carolina hurricanes,Carolina Hurricanes,167,-1.5,-1.5,NHL:2026-06-12:VGK@CAR:spread_carolina_hurricanes:carolina_hurricanes:-1.5,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,lowvig,LowVig.ag,,spreads,spread_vegas_golden_knights,vegas golden knights,Vegas Golden Knights,-192,1.5,1.5,NHL:2026-06-12:VGK@CAR:spread_vegas_golden_knights:vegas_golden_knights:1.5,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,lowvig,LowVig.ag,,totals,total_over,over,Over,-113,6.0,6.0,NHL:2026-06-12:VGK@CAR:total_over:over:6,2026-06-11
efe60f8bd0a530622e07b29dccf12ab8,2026-06-12T00:20:00Z,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,lowvig,LowVig.ag,,totals,total_under,under,Under,-103,6.0,6.0,NHL:2026-06-12:VGK@CAR:total_under:under:6,2026-06-11
