event_id,commence_time,home,away,bookmaker_key,bookmaker,book_last_update,market,outcome_name,outcome_price,outcome_point,date
cae1325b579e97af2068204012f27673,2026-05-27T01:20:00Z,Vegas Golden Knights,Colorado Avalanche,betrivers,BetRivers,,spreads,Colorado Avalanche,190,-1.5,2026-05-27
cae1325b579e97af2068204012f27673,2026-05-27T01:20:00Z,Vegas Golden Knights,Colorado Avalanche,betrivers,BetRivers,,spreads,Vegas Golden Knights,-250,1.5,2026-05-27
cae1325b579e97af2068204012f27673,2026-05-27T01:20:00Z,Vegas Golden Knights,Colorado Avalanche,fanduel,FanDuel,,h2h,Colorado Avalanche,-114,,2026-05-27
cae1325b579e97af2068204012f27673,2026-05-27T01:20:00Z,Vegas Golden Knights,Colorado Avalanche,fanduel,FanDuel,,h2h,Vegas Golden Knights,-105,,2026-05-27
cae1325b579e97af2068204012f27673,2026-05-27T01:20:00Z,Vegas Golden Knights,Colorado Avalanche,fanduel,FanDuel,,spreads,Colorado Avalanche,210,-1.5,2026-05-27
cae1325b579e97af2068204012f27673,2026-05-27T01:20:00Z,Vegas Golden Knights,Colorado Avalanche,fanduel,FanDuel,,spreads,Vegas Golden Knights,-265,1.5,2026-05-27
cae1325b579e97af2068204012f27673,2026-05-27T01:20:00Z,Vegas Golden Knights,Colorado Avalanche,fanduel,FanDuel,,totals,Over,110,6.5,2026-05-27
cae1325b579e97af2068204012f27673,2026-05-27T01:20:00Z,Vegas Golden Knights,Colorado Avalanche,fanduel,FanDuel,,totals,Under,-134,6.5,2026-05-27
cae1325b579e97af2068204012f27673,2026-05-27T01:20:00Z,Vegas Golden Knights,Colorado Avalanche,draftkings,DraftKings,,h2h,Colorado Avalanche,-115,,2026-05-27
cae1325b579e97af2068204012f27673,2026-05-27T01:20:00Z,Vegas Golden Knights,Colorado Avalanche,draftkings,DraftKings,,h2h,Vegas Golden Knights,-105,,2026-05-27
cae1325b579e97af2068204012f27673,2026-05-27T01:20:00Z,Vegas Golden Knights,Colorado Avalanche,draftkings,DraftKings,,spreads,Colorado Avalanche,210,-1.5,2026-05-27
cae1325b579e97af2068204012f27673,2026-05-27T01:20:00Z,Vegas Golden Knights,Colorado Avalanche,draftkings,DraftKings,,spreads,Vegas Golden Knights,-258,1.5,2026-05-27
cae1325b579e97af2068204012f27673,2026-05-27T01:20:00Z,Vegas Golden Knights,Colorado Avalanche,draftkings,DraftKings,,totals,Over,110,6.5,2026-05-27
