league,season,match_id,date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home,odds_draw,odds_away,odds_over_2_5,odds_under_2_5
ligue_1,2024,ligue_1_2024_0_le_havre_paris_sg,16/08/2024,Le Havre,Paris SG,1,4,0,1,5,14,2,9,2,8,9,9,3,0,0,0,7.41,4.86,1.42,1.63,2.33
ligue_1,2024,ligue_1_2024_1_brest_marseille,17/08/2024,Brest,Marseille,1,5,1,3,7,7,5,5,5,0,10,8,4,1,0,0,2.88,3.4,2.46,1.87,1.97
ligue_1,2024,ligue_1_2024_2_reims_lille,17/08/2024,Reims,Lille,0,2,0,1,2,21,0,6,0,8,6,13,2,2,1,0,3.33,3.41,2.2,1.95,1.88
ligue_1,2024,ligue_1_2024_3_monaco_st_etienne,17/08/2024,Monaco,St Etienne,1,0,1,0,13,7,6,4,5,4,13,14,1,1,0,0,1.5,4.64,6.1,1.58,2.42
ligue_1,2024,ligue_1_2024_4_auxerre_nice,18/08/2024,Auxerre,Nice,2,1,1,1,16,9,7,2,3,5,11,17,0,0,0,0,3.14,3.21,2.39,2.19,1.69
ligue_1,2024,ligue_1_2024_5_angers_lens,18/08/2024,Angers,Lens,0,1,0,1,4,10,3,5,7,3,6,10,1,0,0,0,5.35,3.92,1.65,1.88,1.96
ligue_1,2024,ligue_1_2024_6_montpellier_strasbourg,18/08/2024,Montpellier,Strasbourg,1,1,0,0,7,11,5,4,6,4,20,18,4,3,0,0,2.08,3.39,3.64,1.96,1.87
ligue_1,2024,ligue_1_2024_7_toulouse_nantes,18/08/2024,Toulouse,Nantes,0,0,0,0,7,6,3,2,10,5,10,8,1,3,0,0,2.08,3.3,3.75,2.23,1.67
ligue_1,2024,ligue_1_2024_8_rennes_lyon,18/08/2024,Rennes,Lyon,3,0,2,0,22,16,8,2,7,7,13,12,2,1,0,0,2.36,3.45,2.95,1.8,2.03
ligue_1,2024,ligue_1_2024_9_paris_sg_montpellier,23/08/2024,Paris SG,Montpellier,6,0,2,0,21,6,10,3,10,2,9,16,1,4,0,0,1.23,6.93,11.18,1.32,3.35
ligue_1,2024,ligue_1_2024_10_lyon_monaco,24/08/2024,Lyon,Monaco,0,2,0,0,2,15,1,4,0,6,10,7,0,0,0,1,2.51,3.75,2.61,1.5,2.56
ligue_1,2024,ligue_1_2024_11_lille_angers,24/08/2024,Lille,Angers,2,0,1,0,11,5,6,2,3,2,9,17,1,2,0,0,1.35,4.87,9.4,1.96,1.87
ligue_1,2024,ligue_1_2024_12_st_etienne_le_havre,24/08/2024,St Etienne,Le Havre,0,2,0,0,18,14,5,5,2,4,11,9,3,3,0,0,2.09,3.41,3.61,2.1,1.75
ligue_1,2024,ligue_1_2024_13_lens_brest,25/08/2024,Lens,Brest,2,0,2,0,22,10,11,2,5,2,8,6,0,0,1,0,1.79,3.69,4.55,1.98,1.85
ligue_1,2024,ligue_1_2024_14_nantes_auxerre,25/08/2024,Nantes,Auxerre,2,0,1,0,8,10,6,3,3,12,9,6,0,0,0,1,2.28,3.33,3.19,2.05,1.78
ligue_1,2024,ligue_1_2024_15_nice_toulouse,25/08/2024,Nice,Toulouse,1,1,0,0,10,15,4,3,4,4,11,21,4,1,0,0,1.85,3.56,4.37,2.01,1.82
ligue_1,2024,ligue_1_2024_16_strasbourg_rennes,25/08/2024,Strasbourg,Rennes,3,1,1,0,9,13,5,5,2,5,7,19,2,4,0,0,3.12,3.5,2.26,1.83,2.01
ligue_1,2024,ligue_1_2024_17_marseille_reims,25/08/2024,Marseille,Reims,2,2,1,0,16,12,10,3,2,4,10,13,1,1,0,0,1.55,4.39,5.68,1.63,2.3
ligue_1,2024,ligue_1_2024_18_lyon_strasbourg,30/08/2024,Lyon,Strasbourg,4,3,1,1,22,14,13,7,9,2,10,6,3,2,0,0,1.88,3.76,4.05,1.72,2.15
ligue_1,2024,ligue_1_2024_19_brest_st_etienne,31/08/2024,Brest,St Etienne,4,0,2,0,17,3,7,0,7,2,12,28,0,5,0,0,1.82,3.76,4.31,2.04,1.8
ligue_1,2024,ligue_1_2024_20_montpellier_nantes,31/08/2024,Montpellier,Nantes,1,3,1,2,11,10,5,5,8,3,11,13,2,2,0,0,2.28,3.4,3.17,2.01,1.83
ligue_1,2024,ligue_1_2024_21_toulouse_marseille,31/08/2024,Toulouse,Marseille,1,3,0,2,4,11,2,5,2,3,10,12,4,2,1,0,3.93,3.7,1.92,1.8,2.04
ligue_1,2024,ligue_1_2024_22_monaco_lens,01/09/2024,Monaco,Lens,1,1,0,0,14,12,3,4,7,7,11,21,1,4,0,0,1.86,3.89,3.92,1.58,2.39
ligue_1,2024,ligue_1_2024_23_angers_nice,01/09/2024,Angers,Nice,1,4,0,2,12,12,7,9,4,7,14,13,6,4,0,1,4.06,3.36,1.99,2.29,1.64
ligue_1,2024,ligue_1_2024_24_le_havre_auxerre,01/09/2024,Le Havre,Auxerre,3,1,1,1,21,7,8,2,2,2,10,15,1,5,0,1,2.77,3.28,2.63,2.15,1.72
ligue_1,2024,ligue_1_2024_25_reims_rennes,01/09/2024,Reims,Rennes,2,1,1,1,11,13,7,5,3,5,9,12,2,1,0,0,2.92,3.44,2.4,1.8,2.04
ligue_1,2024,ligue_1_2024_26_lille_paris_sg,01/09/2024,Lille,Paris SG,1,3,0,2,10,10,4,7,3,1,7,5,3,2,0,0,4.07,3.74,1.88,1.75,2.11
ligue_1,2024,ligue_1_2024_27_st_etienne_lille,13/09/2024,St Etienne,Lille,1,0,1,0,10,17,5,4,2,7,12,10,1,1,0,0,5.01,3.68,1.75,1.9,1.93
ligue_1,2024,ligue_1_2024_28_marseille_nice,14/09/2024,Marseille,Nice,2,0,1,0,10,12,5,4,1,2,18,4,5,2,1,0,1.76,3.93,4.49,1.73,2.14
ligue_1,2024,ligue_1_2024_29_auxerre_monaco,14/09/2024,Auxerre,Monaco,0,3,0,2,13,19,3,9,1,6,13,16,3,0,0,0,3.88,3.89,1.89,1.49,2.62
ligue_1,2024,ligue_1_2024_30_paris_sg_brest,14/09/2024,Paris SG,Brest,3,1,1,1,22,5,9,3,9,1,7,13,2,3,0,0,1.28,6.11,9.73,1.43,2.77
ligue_1,2024,ligue_1_2024_31_rennes_montpellier,15/09/2024,Rennes,Montpellier,3,0,2,0,11,12,6,4,3,4,10,7,1,3,0,0,1.63,4.2,5.08,1.64,2.3
ligue_1,2024,ligue_1_2024_32_nantes_reims,15/09/2024,Nantes,Reims,1,2,1,1,18,11,6,4,6,3,14,5,3,1,0,0,2.39,3.38,3.0,1.95,1.88
ligue_1,2024,ligue_1_2024_33_strasbourg_angers,15/09/2024,Strasbourg,Angers,1,1,1,0,10,12,5,2,6,9,11,14,4,1,0,0,1.71,3.81,5.02,1.93,1.9
ligue_1,2024,ligue_1_2024_34_toulouse_le_havre,15/09/2024,Toulouse,Le Havre,2,0,0,0,15,5,7,3,6,5,10,11,1,1,0,0,1.83,3.7,4.38,2.0,1.84
ligue_1,2024,ligue_1_2024_35_lens_lyon,15/09/2024,Lens,Lyon,0,0,0,0,12,8,5,3,5,8,12,11,0,0,0,0,1.85,3.78,4.12,1.7,2.18
ligue_1,2024,ligue_1_2024_36_nice_st_etienne,20/09/2024,Nice,St Etienne,8,0,6,0,18,8,12,2,3,2,7,13,0,1,0,0,1.54,4.2,6.4,1.9,1.94
ligue_1,2024,ligue_1_2024_37_lille_strasbourg,21/09/2024,Lille,Strasbourg,3,3,2,2,15,12,7,9,9,5,16,12,2,2,0,0,1.72,3.9,4.79,1.84,2.0
ligue_1,2024,ligue_1_2024_38_rennes_lens,21/09/2024,Rennes,Lens,1,1,1,0,11,10,6,2,4,3,16,20,2,4,0,0,2.41,3.33,3.0,2.05,1.79
ligue_1,2024,ligue_1_2024_39_reims_paris_sg,21/09/2024,Reims,Paris SG,1,1,1,0,8,11,1,4,3,5,11,6,2,1,0,0,6.59,4.92,1.44,1.52,2.52
ligue_1,2024,ligue_1_2024_40_monaco_le_havre,22/09/2024,Monaco,Le Havre,3,1,1,1,14,9,4,2,6,4,10,17,1,3,0,0,1.37,5.13,7.99,1.59,2.38
ligue_1,2024,ligue_1_2024_41_angers_nantes,22/09/2024,Angers,Nantes,1,1,1,1,4,9,1,3,3,6,13,16,1,4,0,0,3.2,3.22,2.36,2.27,1.65
ligue_1,2024,ligue_1_2024_42_brest_toulouse,22/09/2024,Brest,Toulouse,2,0,1,0,9,10,5,1,4,3,15,18,1,1,0,0,2.14,3.51,3.38,1.96,1.87
ligue_1,2024,ligue_1_2024_43_montpellier_auxerre,22/09/2024,Montpellier,Auxerre,3,2,0,1,14,11,5,6,11,5,13,20,3,4,0,0,2.32,3.46,3.06,1.75,2.07
ligue_1,2024,ligue_1_2024_44_lyon_marseille,22/09/2024,Lyon,Marseille,2,3,0,0,18,6,9,5,10,3,13,7,4,3,0,1,2.98,3.8,2.22,1.56,2.41
ligue_1,2024,ligue_1_2024_45_auxerre_brest,27/09/2024,Auxerre,Brest,3,0,2,0,15,8,4,4,2,3,13,16,2,0,0,0,2.8,3.37,2.57,1.89,1.94
ligue_1,2024,ligue_1_2024_46_paris_sg_rennes,27/09/2024,Paris SG,Rennes,3,1,1,0,22,13,7,5,6,4,9,11,1,3,0,0,1.38,5.12,8.03,1.59,2.4
ligue_1,2024,ligue_1_2024_47_lens_nice,28/09/2024,Lens,Nice,0,0,0,0,22,15,7,4,11,4,16,7,4,2,1,0,2.05,3.45,3.72,2.09,1.76
ligue_1,2024,ligue_1_2024_48_le_havre_lille,28/09/2024,Le Havre,Lille,0,3,0,2,7,18,4,10,1,5,11,9,2,1,0,0,4.55,3.71,1.8,2.04,1.81
ligue_1,2024,ligue_1_2024_49_monaco_montpellier,28/09/2024,Monaco,Montpellier,2,1,1,1,21,9,7,4,6,2,17,17,4,3,0,1,1.34,5.59,8.22,1.44,2.79
ligue_1,2024,ligue_1_2024_50_toulouse_lyon,29/09/2024,Toulouse,Lyon,1,2,1,1,10,4,4,1,3,4,12,15,2,2,0,0,2.47,3.49,2.82,1.81,1.99
ligue_1,2024,ligue_1_2024_51_angers_reims,29/09/2024,Angers,Reims,1,3,0,2,14,21,3,10,5,4,7,11,0,3,0,0,3.46,3.27,2.21,2.1,1.75
ligue_1,2024,ligue_1_2024_52_nantes_st_etienne,29/09/2024,Nantes,St Etienne,2,2,1,0,16,5,3,3,8,4,11,12,2,2,1,0,1.76,3.73,4.71,1.97,1.86
ligue_1,2024,ligue_1_2024_53_strasbourg_marseille,29/09/2024,Strasbourg,Marseille,1,0,1,0,14,10,6,3,8,3,17,7,2,1,0,0,3.47,3.84,2.01,1.58,2.35
ligue_1,2024,ligue_1_2024_54_marseille_angers,04/10/2024,Marseille,Angers,1,1,0,0,13,8,4,3,9,3,12,9,4,0,1,1,1.23,6.46,12.63,1.52,2.51
ligue_1,2024,ligue_1_2024_55_st_etienne_auxerre,05/10/2024,St Etienne,Auxerre,3,1,1,0,13,11,5,3,5,4,13,10,3,1,0,0,2.74,3.45,2.57,1.89,1.94
ligue_1,2024,ligue_1_2024_56_lille_toulouse,05/10/2024,Lille,Toulouse,2,1,0,1,10,9,3,3,4,6,13,8,3,2,0,0,1.75,3.96,4.55,1.83,2.02
ligue_1,2024,ligue_1_2024_57_rennes_monaco,05/10/2024,Rennes,Monaco,1,2,1,2,14,5,3,2,10,4,9,16,2,4,0,0,2.7,3.65,2.5,1.63,2.31
ligue_1,2024,ligue_1_2024_58_lyon_nantes,06/10/2024,Lyon,Nantes,2,0,1,0,17,11,6,6,6,9,10,5,1,2,0,0,1.8,3.85,4.37,1.76,2.1
ligue_1,2024,ligue_1_2024_59_brest_le_havre,06/10/2024,Brest,Le Havre,2,0,1,0,8,14,3,0,1,9,19,11,4,0,1,1,1.84,3.54,4.55,2.15,1.72
ligue_1,2024,ligue_1_2024_60_reims_montpellier,06/10/2024,Reims,Montpellier,4,2,2,1,18,10,5,3,4,4,15,13,3,5,0,0,1.82,3.93,4.13,1.64,2.29
ligue_1,2024,ligue_1_2024_61_strasbourg_lens,06/10/2024,Strasbourg,Lens,2,2,1,2,8,12,5,5,3,5,15,18,2,4,0,0,2.93,3.43,2.41,1.88,1.94
ligue_1,2024,ligue_1_2024_62_nice_paris_sg,06/10/2024,Nice,Paris SG,1,1,1,0,9,19,3,9,5,15,7,9,1,2,0,0,4.88,4.0,1.69,1.69,2.17
