league,season,match_id,date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home,odds_draw,odds_away,odds_over_2_5,odds_under_2_5
ligue_1,2023,ligue_1_2023_0_nice_lille,11/08/2023,Nice,Lille,1,1,1,0,8,12,3,5,3,3,13,9,3,2,0,0,2.57,3.42,2.76,1.88,1.94
ligue_1,2023,ligue_1_2023_1_marseille_reims,12/08/2023,Marseille,Reims,2,1,1,1,14,11,4,4,10,10,7,16,1,3,0,0,1.7,3.98,4.82,1.78,2.05
ligue_1,2023,ligue_1_2023_2_paris_sg_lorient,12/08/2023,Paris SG,Lorient,0,0,0,0,20,4,4,0,9,2,8,6,0,0,0,0,1.33,5.56,8.53,1.5,2.6
ligue_1,2023,ligue_1_2023_3_brest_lens,13/08/2023,Brest,Lens,3,2,1,2,15,10,8,2,6,8,13,15,2,3,0,1,3.88,3.53,1.96,2.01,1.82
ligue_1,2023,ligue_1_2023_4_clermont_monaco,13/08/2023,Clermont,Monaco,2,4,1,2,15,14,7,8,6,2,7,16,0,4,0,0,3.48,3.7,2.04,1.72,2.13
ligue_1,2023,ligue_1_2023_5_montpellier_le_havre,13/08/2023,Montpellier,Le Havre,2,2,0,1,15,12,5,4,5,2,8,12,1,2,0,0,1.95,3.49,4.02,2.1,1.74
ligue_1,2023,ligue_1_2023_6_nantes_toulouse,13/08/2023,Nantes,Toulouse,1,2,1,0,9,9,4,5,7,5,14,14,2,2,0,0,2.57,3.38,2.74,1.98,1.85
ligue_1,2023,ligue_1_2023_7_rennes_metz,13/08/2023,Rennes,Metz,5,1,1,1,29,9,14,3,5,4,7,10,0,2,0,0,1.41,4.75,7.59,1.75,2.1
ligue_1,2023,ligue_1_2023_8_strasbourg_lyon,13/08/2023,Strasbourg,Lyon,2,1,0,0,8,23,2,7,1,6,8,11,2,2,0,0,2.57,3.62,2.61,1.71,2.15
ligue_1,2023,ligue_1_2023_9_metz_marseille,18/08/2023,Metz,Marseille,2,2,0,1,10,22,5,5,4,9,15,9,3,2,1,0,4.76,4.01,1.71,1.69,2.2
ligue_1,2023,ligue_1_2023_10_lyon_montpellier,19/08/2023,Lyon,Montpellier,1,4,0,2,7,14,3,8,6,2,20,10,4,1,1,0,1.71,4.16,4.53,1.58,2.38
ligue_1,2023,ligue_1_2023_11_toulouse_paris_sg,19/08/2023,Toulouse,Paris SG,1,1,0,0,8,16,2,3,5,5,8,11,0,3,0,0,4.87,4.2,1.67,1.58,2.37
ligue_1,2023,ligue_1_2023_12_lille_nantes,20/08/2023,Lille,Nantes,2,0,0,0,18,14,8,4,7,5,8,15,0,2,1,0,1.42,4.81,7.45,1.69,2.18
ligue_1,2023,ligue_1_2023_13_le_havre_brest,20/08/2023,Le Havre,Brest,1,2,0,1,18,10,7,5,5,3,18,15,0,2,0,0,2.72,3.2,2.74,2.22,1.67
ligue_1,2023,ligue_1_2023_14_lorient_nice,20/08/2023,Lorient,Nice,1,1,0,0,9,21,2,8,0,9,8,10,1,1,0,0,3.35,3.46,2.18,1.95,1.87
ligue_1,2023,ligue_1_2023_15_reims_clermont,20/08/2023,Reims,Clermont,2,0,1,0,8,11,4,4,3,10,9,6,0,0,0,0,1.89,3.71,4.04,1.8,2.02
ligue_1,2023,ligue_1_2023_16_monaco_strasbourg,20/08/2023,Monaco,Strasbourg,3,0,2,0,9,4,4,1,4,3,19,16,2,1,0,0,1.81,3.96,4.13,1.67,2.22
