team_id,abbreviation,location,display_name,primary_color,secondary_color,logo_url,source_snapshot_date
96,ALA,Alavés,Alavés,#0000ff,#c3c3c3,https://a.espncdn.com/i/teamlogos/soccer/500/96.png,2026-07-20
93,ATH,Athletic Club,Athletic Club,#c8142f,#0000ff,https://a.espncdn.com/i/teamlogos/soccer/500/93.png,2026-07-20
1068,ATM,Atlético Madrid,Atlético Madrid,#ca3624,#000099,https://a.espncdn.com/i/teamlogos/soccer/500/1068.png,2026-07-20
83,BAR,Barcelona,Barcelona,#990000,#fce38a,https://a.espncdn.com/i/teamlogos/soccer/500/83.png,2026-07-20
85,CEL,Celta Vigo,Celta Vigo,#6cace4,#004996,https://a.espncdn.com/i/teamlogos/soccer/500/85.png,2026-07-20
90,DEP,Deportivo La Coruña,Deportivo La Coruña,#3366cc,#b9e8f0,https://a.espncdn.com/i/teamlogos/soccer/500/90.png,2026-07-20
3751,ELC,Elche,Elche,#ffffff,#288a00,https://a.espncdn.com/i/teamlogos/soccer/500/3751.png,2026-07-20
88,ESP,Espanyol,Espanyol,#3366cc,#c8142f,https://a.espncdn.com/i/teamlogos/soccer/500/88.png,2026-07-20
2922,GET,Getafe,Getafe,#0000ff,#c8142f,https://a.espncdn.com/i/teamlogos/soccer/500/2922.png,2026-07-20
1538,LEV,Levante,Levante,#c8142f,#000000,https://a.espncdn.com/i/teamlogos/soccer/500/1538.png,2026-07-20
99,MCF,Málaga,Málaga,#b9e8f0,#ffff00,https://a.espncdn.com/i/teamlogos/soccer/500/99.png,2026-07-20
97,OSA,Osasuna,Osasuna,#cd0000,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/97.png,2026-07-20
87,RAC,Racing Santander,Racing Santander,#3b6c1a,#0eb214,https://a.espncdn.com/i/teamlogos/soccer/500/87.png,2026-07-20
101,RAY,Rayo Vallecano,Rayo Vallecano,#ffffff,#cd0000,https://a.espncdn.com/i/teamlogos/soccer/500/101.png,2026-07-20
244,BET,Real Betis,Real Betis,#288a00,#ccff00,https://a.espncdn.com/i/teamlogos/soccer/500/244.png,2026-07-20
86,RMA,Real Madrid,Real Madrid,#ffffff,#00529f,https://a.espncdn.com/i/teamlogos/soccer/500/86.png,2026-07-20
89,RSO,Real Sociedad,Real Sociedad,#3366cc,#ffdd00,https://a.espncdn.com/i/teamlogos/soccer/500/89.png,2026-07-20
243,SEV,Sevilla,Sevilla,#ffffff,#d81022,https://a.espncdn.com/i/teamlogos/soccer/500/243.png,2026-07-20
94,VAL,Valencia,Valencia,#ffffff,#004996,https://a.espncdn.com/i/teamlogos/soccer/500/94.png,2026-07-20
102,VIL,Villarreal,Villarreal,#ffff00,#6cace4,https://a.espncdn.com/i/teamlogos/soccer/500/102.png,2026-07-20
