event_id,commence_time,home,away,home_team,away_team,bookmaker_key,bookmaker,book_last_update,market,market_type,entity,outcome_name,outcome_price,outcome_point,line,market_id,date
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,betonlineag,BetOnline.ag,,h2h,moneyline_vegas_golden_knights,TEAM,Vegas Golden Knights,-101,,-101.0,NHL:2026-06-15:CAR@VGK:moneyline_vegas_golden_knights:team:-101,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,betrivers,BetRivers,,h2h,moneyline_carolina_hurricanes,TEAM,Carolina Hurricanes,-114,,-114.0,NHL:2026-06-15:CAR@VGK:moneyline_carolina_hurricanes:team:-114,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,betrivers,BetRivers,,h2h,moneyline_vegas_golden_knights,TEAM,Vegas Golden Knights,-107,,-107.0,NHL:2026-06-15:CAR@VGK:moneyline_vegas_golden_knights:team:-107,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,betrivers,BetRivers,,totals,total_over,over,Over,-141,5.5,5.5,NHL:2026-06-15:CAR@VGK:total_over:over:5.5,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,betrivers,BetRivers,,totals,total_under,under,Under,110,5.5,5.5,NHL:2026-06-15:CAR@VGK:total_under:under:5.5,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,mybookieag,MyBookie.ag,,h2h,moneyline_carolina_hurricanes,TEAM,Carolina Hurricanes,-113,,-113.0,NHL:2026-06-15:CAR@VGK:moneyline_carolina_hurricanes:team:-113,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,mybookieag,MyBookie.ag,,h2h,moneyline_vegas_golden_knights,TEAM,Vegas Golden Knights,-104,,-104.0,NHL:2026-06-15:CAR@VGK:moneyline_vegas_golden_knights:team:-104,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,betus,BetUS,,h2h,moneyline_carolina_hurricanes,TEAM,Carolina Hurricanes,-115,,-115.0,NHL:2026-06-15:CAR@VGK:moneyline_carolina_hurricanes:team:-115,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,betus,BetUS,,h2h,moneyline_vegas_golden_knights,TEAM,Vegas Golden Knights,-105,,-105.0,NHL:2026-06-15:CAR@VGK:moneyline_vegas_golden_knights:team:-105,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,betus,BetUS,,spreads,spread_carolina_hurricanes,carolina hurricanes,Carolina Hurricanes,228,-1.5,-1.5,NHL:2026-06-15:CAR@VGK:spread_carolina_hurricanes:carolina_hurricanes:-1.5,2026-06-14
