event_id,commence_time,home,away,home_team,away_team,bookmaker_key,bookmaker,book_last_update,market,market_type,entity,outcome_name,outcome_price,outcome_point,line,market_id,date
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,betus,BetUS,,spreads,spread_vegas_golden_knights,vegas golden knights,Vegas Golden Knights,-270,1.5,1.5,NHL:2026-06-15:CAR@VGK:spread_vegas_golden_knights:vegas_golden_knights:1.5,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,betus,BetUS,,totals,total_over,over,Over,-105,6.0,6.0,NHL:2026-06-15:CAR@VGK:total_over:over:6,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,betus,BetUS,,totals,total_under,under,Under,-115,6.0,6.0,NHL:2026-06-15:CAR@VGK:total_under:under:6,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,fanduel,FanDuel,,h2h,moneyline_carolina_hurricanes,TEAM,Carolina Hurricanes,-1600,,-1600.0,NHL:2026-06-15:CAR@VGK:moneyline_carolina_hurricanes:team:-1600,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,fanatics,Fanatics,,h2h,moneyline_carolina_hurricanes,TEAM,Carolina Hurricanes,-1300,,-1300.0,NHL:2026-06-15:CAR@VGK:moneyline_carolina_hurricanes:team:-1300,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,fanatics,Fanatics,,h2h,moneyline_vegas_golden_knights,TEAM,Vegas Golden Knights,700,,700.0,NHL:2026-06-15:CAR@VGK:moneyline_vegas_golden_knights:team:700,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,draftkings,DraftKings,,h2h,moneyline_carolina_hurricanes,TEAM,Carolina Hurricanes,-1450,,-1450.0,NHL:2026-06-15:CAR@VGK:moneyline_carolina_hurricanes:team:-1450,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,draftkings,DraftKings,,h2h,moneyline_vegas_golden_knights,TEAM,Vegas Golden Knights,750,,750.0,NHL:2026-06-15:CAR@VGK:moneyline_vegas_golden_knights:team:750,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,williamhill_us,Caesars,,h2h,moneyline_carolina_hurricanes,TEAM,Carolina Hurricanes,-1000,,-1000.0,NHL:2026-06-15:CAR@VGK:moneyline_carolina_hurricanes:team:-1000,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,betmgm,BetMGM,,h2h,moneyline_carolina_hurricanes,TEAM,Carolina Hurricanes,-1400,,-1400.0,NHL:2026-06-15:CAR@VGK:moneyline_carolina_hurricanes:team:-1400,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,betmgm,BetMGM,,h2h,moneyline_vegas_golden_knights,TEAM,Vegas Golden Knights,725,,725.0,NHL:2026-06-15:CAR@VGK:moneyline_vegas_golden_knights:team:725,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,bovada,Bovada,,h2h,moneyline_carolina_hurricanes,TEAM,Carolina Hurricanes,-1100,,-1100.0,NHL:2026-06-15:CAR@VGK:moneyline_carolina_hurricanes:team:-1100,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,bovada,Bovada,,h2h,moneyline_vegas_golden_knights,TEAM,Vegas Golden Knights,600,,600.0,NHL:2026-06-15:CAR@VGK:moneyline_vegas_golden_knights:team:600,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,mybookieag,MyBookie.ag,,h2h,moneyline_carolina_hurricanes,TEAM,Carolina Hurricanes,-1250,,-1250.0,NHL:2026-06-15:CAR@VGK:moneyline_carolina_hurricanes:team:-1250,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,mybookieag,MyBookie.ag,,h2h,moneyline_vegas_golden_knights,TEAM,Vegas Golden Knights,650,,650.0,NHL:2026-06-15:CAR@VGK:moneyline_vegas_golden_knights:team:650,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,mybookieag,MyBookie.ag,,spreads,spread_carolina_hurricanes,carolina hurricanes,Carolina Hurricanes,-111,-2.5,-2.5,NHL:2026-06-15:CAR@VGK:spread_carolina_hurricanes:carolina_hurricanes:-2.5,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,mybookieag,MyBookie.ag,,spreads,spread_vegas_golden_knights,vegas golden knights,Vegas Golden Knights,-125,2.5,2.5,NHL:2026-06-15:CAR@VGK:spread_vegas_golden_knights:vegas_golden_knights:2.5,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,mybookieag,MyBookie.ag,,totals,total_over,over,Over,-111,4.5,4.5,NHL:2026-06-15:CAR@VGK:total_over:over:4.5,2026-06-14
225b5cb299e929c06658a0340ad5b835,2026-06-15T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,Vegas Golden Knights,Carolina Hurricanes,mybookieag,MyBookie.ag,,totals,total_under,under,Under,-125,4.5,4.5,NHL:2026-06-15:CAR@VGK:total_under:under:4.5,2026-06-14
