date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,total,bookmaker,home_tri,away_tri
2026-05-28,0401856943,Dallas Wings,Las Vegas Aces,2026-05-29T00:10:00Z,130.92976035696066,-130.92976035696066,2.5,-2.5,175.5,oddsapi_consensus,DAL,LVA
2026-05-28,0401856944,Golden State Valkyries,Indiana Fever,2026-05-29T02:10:00Z,106.05024468879262,-106.05024468879262,1.5,-1.5,169.5,oddsapi_consensus,GSV,IND
