date,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,bookmaker
2026-05-28,San Antonio Spurs,Oklahoma City Thunder,2026-05-29T00:40:00+00:00,-160,135,3.5,-3.5,-250,185,219.0,-110,-110,bovada
