gamePk,gameDate,home,away,home_goals,away_goals,gameState,period,clock,home_team,away_team,market_type,entity,line,market_id
2025030415,2026-06-12T00:00:00Z,Carolina Hurricanes,Vegas Golden Knights,,,FUT,1,,Carolina Hurricanes,Vegas Golden Knights,scoreboard,GAME,,NHL:2026-06-11:VGK@CAR:scoreboard:game:na
