event_id,commence_time,home,away,bookmaker_key,bookmaker,book_last_update,market,outcome_name,outcome_price,outcome_point,date
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,fanduel,FanDuel,,h2h,Colorado Avalanche,-184,,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,fanduel,FanDuel,,h2h,Vegas Golden Knights,155,,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,fanduel,FanDuel,,spreads,Colorado Avalanche,136,-1.5,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,fanduel,FanDuel,,spreads,Vegas Golden Knights,-168,1.5,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,fanduel,FanDuel,,totals,Over,100,6.5,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,fanduel,FanDuel,,totals,Under,-122,6.5,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,draftkings,DraftKings,,h2h,Colorado Avalanche,-192,,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,draftkings,DraftKings,,h2h,Vegas Golden Knights,160,,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,draftkings,DraftKings,,spreads,Colorado Avalanche,136,-1.5,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,draftkings,DraftKings,,spreads,Vegas Golden Knights,-162,1.5,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,draftkings,DraftKings,,totals,Over,102,6.5,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,draftkings,DraftKings,,totals,Under,-122,6.5,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,betonlineag,BetOnline.ag,,h2h,Colorado Avalanche,-188,,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,betonlineag,BetOnline.ag,,h2h,Vegas Golden Knights,165,,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,betonlineag,BetOnline.ag,,spreads,Colorado Avalanche,138,-1.5,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,betonlineag,BetOnline.ag,,spreads,Vegas Golden Knights,-158,1.5,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,betonlineag,BetOnline.ag,,totals,Over,-125,6.0,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,betonlineag,BetOnline.ag,,totals,Under,109,6.0,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,lowvig,LowVig.ag,,h2h,Colorado Avalanche,-188,,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,lowvig,LowVig.ag,,h2h,Vegas Golden Knights,165,,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,lowvig,LowVig.ag,,spreads,Colorado Avalanche,138,-1.5,2026-05-21
15f3905f9616dd694d6ad7ee037c73b6,2026-05-21T00:20:47Z,Colorado Avalanche,Vegas Golden Knights,lowvig,LowVig.ag,,spreads,Vegas Golden Knights,-158,1.5,2026-05-21
