date,player_id,player_name,team,market,line,over_price,under_price,book,first_seen_at,last_seen_at,is_current,_merge_key
2026-05-27,8473533.0,Jordan Staal,CAR,ASSISTS,0.5,310,-445,draftkings,2026-05-26T16:51:54.743821Z,2026-05-26T16:51:54.842263Z,True,id::8473533.0
2026-05-27,8473533.0,Jordan Staal,CAR,ASSISTS,0.5,351,-558,pinnacle,2026-05-26T15:04:41.458778Z,2026-05-26T16:51:54.842263Z,True,id::8473533.0
2026-05-27,8473533.0,Jordan Staal,CAR,POINTS,0.5,180,-238,draftkings,2026-05-26T16:51:54.743821Z,2026-05-26T16:51:54.842263Z,True,id::8473533.0
2026-05-27,8473533.0,Jordan Staal,CAR,POINTS,0.5,188,-261,pinnacle,2026-05-26T15:04:41.458778Z,2026-05-26T16:51:54.842263Z,True,id::8473533.0
2026-05-27,8473533.0,Jordan Staal,CAR,SOG,1.5,-105,-125,draftkings,2026-05-26T15:04:41.458778Z,2026-05-26T16:51:54.842263Z,True,id::8473533.0
2026-05-27,8473533.0,Jordan Staal,CAR,SOG,1.5,-102,-130,pinnacle,2026-05-26T15:04:41.458778Z,2026-05-26T16:51:54.842263Z,True,id::8473533.0
2026-05-27,8475791.0,Taylor Hall,CAR,ASSISTS,0.5,175,-230,draftkings,2026-05-26T15:04:41.458778Z,2026-05-26T16:51:54.842263Z,True,id::8475791.0
2026-05-27,8475791.0,Taylor Hall,CAR,ASSISTS,0.5,182,-251,pinnacle,2026-05-26T15:04:41.458778Z,2026-05-26T16:51:54.842263Z,True,id::8475791.0
2026-05-27,8475791.0,Taylor Hall,CAR,POINTS,0.5,-110,-120,draftkings,2026-05-26T15:04:41.458778Z,2026-05-26T16:51:54.842263Z,True,id::8475791.0
2026-05-27,8475791.0,Taylor Hall,CAR,POINTS,0.5,-102,-130,pinnacle,2026-05-26T15:04:41.458778Z,2026-05-26T16:51:54.842263Z,True,id::8475791.0
2026-05-27,8475791.0,Taylor Hall,CAR,SOG,2.5,130,-166,draftkings,2026-05-26T15:04:41.458778Z,2026-05-26T16:51:54.842263Z,True,id::8475791.0
