event_id,commence_time,home,away,bookmaker_key,bookmaker,book_last_update,market,outcome_name,outcome_price,outcome_point,date
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,fanduel,FanDuel,,h2h,Buffalo Sabres,-118,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,fanduel,FanDuel,,h2h,Montréal Canadiens,-102,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,fanduel,FanDuel,,spreads,Buffalo Sabres,210,-1.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,fanduel,FanDuel,,spreads,Montréal Canadiens,-265,1.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,fanduel,FanDuel,,totals,Over,100,5.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,fanduel,FanDuel,,totals,Under,-122,5.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,betmgm,BetMGM,,h2h,Buffalo Sabres,-118,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,betmgm,BetMGM,,h2h,Montréal Canadiens,-102,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,betmgm,BetMGM,,spreads,Buffalo Sabres,200,-1.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,betmgm,BetMGM,,spreads,Montréal Canadiens,-250,1.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,betmgm,BetMGM,,totals,Over,100,5.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,betmgm,BetMGM,,totals,Under,-120,5.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,lowvig,LowVig.ag,,h2h,Buffalo Sabres,-112,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,lowvig,LowVig.ag,,h2h,Montréal Canadiens,-102,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,lowvig,LowVig.ag,,spreads,Buffalo Sabres,215,-1.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,lowvig,LowVig.ag,,spreads,Montréal Canadiens,-260,1.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,lowvig,LowVig.ag,,totals,Over,-101,5.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,lowvig,LowVig.ag,,totals,Under,-115,5.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,draftkings,DraftKings,,h2h,Buffalo Sabres,-118,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,draftkings,DraftKings,,h2h,Montréal Canadiens,-102,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,draftkings,DraftKings,,spreads,Buffalo Sabres,215,-1.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,draftkings,DraftKings,,spreads,Montréal Canadiens,-265,1.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,draftkings,DraftKings,,totals,Over,100,5.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,draftkings,DraftKings,,totals,Under,-120,5.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,betonlineag,BetOnline.ag,,h2h,Buffalo Sabres,-112,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,betonlineag,BetOnline.ag,,h2h,Montréal Canadiens,-102,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,betonlineag,BetOnline.ag,,spreads,Buffalo Sabres,215,-1.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,betonlineag,BetOnline.ag,,spreads,Montréal Canadiens,-260,1.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,betonlineag,BetOnline.ag,,totals,Over,-101,5.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,betonlineag,BetOnline.ag,,totals,Under,-115,5.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,williamhill_us,Caesars,,h2h,Buffalo Sabres,-120,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,williamhill_us,Caesars,,h2h,Montréal Canadiens,100,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,williamhill_us,Caesars,,spreads,Buffalo Sabres,210,-1.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,williamhill_us,Caesars,,spreads,Montréal Canadiens,-260,1.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,williamhill_us,Caesars,,totals,Over,100,5.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,williamhill_us,Caesars,,totals,Under,-120,5.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,mybookieag,MyBookie.ag,,h2h,Buffalo Sabres,-117,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,mybookieag,MyBookie.ag,,h2h,Montréal Canadiens,-105,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,mybookieag,MyBookie.ag,,spreads,Buffalo Sabres,204,-1.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,mybookieag,MyBookie.ag,,spreads,Montréal Canadiens,-264,1.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,mybookieag,MyBookie.ag,,totals,Over,-102,5.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,mybookieag,MyBookie.ag,,totals,Under,-120,5.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,fanatics,Fanatics,,h2h,Buffalo Sabres,-120,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,fanatics,Fanatics,,h2h,Montréal Canadiens,100,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,fanatics,Fanatics,,spreads,Buffalo Sabres,210,-1.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,fanatics,Fanatics,,spreads,Montréal Canadiens,-270,1.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,fanatics,Fanatics,,totals,Over,100,5.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,fanatics,Fanatics,,totals,Under,-120,5.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,betrivers,BetRivers,,h2h,Buffalo Sabres,-127,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,betrivers,BetRivers,,h2h,Montréal Canadiens,105,,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,betrivers,BetRivers,,spreads,Buffalo Sabres,200,-1.5,2026-05-19
45a3337bdc751e814fd37929a9d94834,2026-05-18T23:40:03Z,Buffalo Sabres,Montréal Canadiens,betrivers,BetRivers,,spreads,Montréal Canadiens,-265,1.5,2026-05-19
