gamePk,gameDate,home,away,home_goals,away_goals,gameState,period,clock,home_team,away_team,market_type,entity,line,market_id
2025030416,2026-06-15T00:00:00Z,Vegas Golden Knights,Carolina Hurricanes,,,FUT,1,,Vegas Golden Knights,Carolina Hurricanes,scoreboard,GAME,,NHL:2026-06-14:CAR@VGK:scoreboard:game:na
