date,player_id,player_name,team,home_team,away_team,market,market_type,entity,line,over_price,under_price,book,first_seen_at,last_seen_at,is_current,market_id,_merge_key
2026-06-14,,Logan Stankoven,,Vegas Golden Knights,Carolina Hurricanes,POINTS,points,logan_stankoven,0.5,-109,-121,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:points:logan_stankoven:0.5,name::logan stankoven
2026-06-14,,Logan Stankoven,,Vegas Golden Knights,Carolina Hurricanes,SOG,sog,logan_stankoven,2.5,107,-143,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:sog:logan_stankoven:2.5,name::logan stankoven
2026-06-14,,Mark Jankowski,,Vegas Golden Knights,Carolina Hurricanes,POINTS,points,mark_jankowski,0.5,384,-630,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:points:mark_jankowski:0.5,name::mark jankowski
2026-06-14,,Mark Stone,,Vegas Golden Knights,Carolina Hurricanes,ASSISTS,assists,mark_stone,0.5,145,-195,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:assists:mark_stone:0.5,name::mark stone
2026-06-14,,Mark Stone,,Vegas Golden Knights,Carolina Hurricanes,POINTS,points,mark_stone,0.5,-150,113,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:points:mark_stone:0.5,name::mark stone
2026-06-14,,Mark Stone,,Vegas Golden Knights,Carolina Hurricanes,SOG,sog,mark_stone,1.5,-186,138,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:sog:mark_stone:1.5,name::mark stone
2026-06-14,,Mitch Marner,,Vegas Golden Knights,Carolina Hurricanes,ASSISTS,assists,mitch_marner,0.5,-149,112,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:assists:mitch_marner:0.5,name::mitch marner
2026-06-14,,Mitch Marner,,Vegas Golden Knights,Carolina Hurricanes,GOALS,goals,mitch_marner,0.5,200,-280,fanduel,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:goals:mitch_marner:0.5,name::mitch marner
2026-06-14,,Mitch Marner,,Vegas Golden Knights,Carolina Hurricanes,POINTS,points,mitch_marner,1.5,178,-245,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:points:mitch_marner:1.5,name::mitch marner
2026-06-14,,Mitch Marner,,Vegas Golden Knights,Carolina Hurricanes,SOG,sog,mitch_marner,2.5,140,-188,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:sog:mitch_marner:2.5,name::mitch marner
2026-06-14,,Nikolaj Ehlers,,Vegas Golden Knights,Carolina Hurricanes,ASSISTS,assists,nikolaj_ehlers,0.5,143,-193,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:assists:nikolaj_ehlers:0.5,name::nikolaj ehlers
2026-06-14,,Nikolaj Ehlers,,Vegas Golden Knights,Carolina Hurricanes,GOALS,goals,nikolaj_ehlers,0.5,240,-350,fanduel,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:goals:nikolaj_ehlers:0.5,name::nikolaj ehlers
2026-06-14,,Nikolaj Ehlers,,Vegas Golden Knights,Carolina Hurricanes,POINTS,points,nikolaj_ehlers,0.5,-133,101,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:points:nikolaj_ehlers:0.5,name::nikolaj ehlers
2026-06-14,,Nikolaj Ehlers,,Vegas Golden Knights,Carolina Hurricanes,SOG,sog,nikolaj_ehlers,2.5,111,-148,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:sog:nikolaj_ehlers:2.5,name::nikolaj ehlers
2026-06-14,,Noah Hanifin,,Vegas Golden Knights,Carolina Hurricanes,ASSISTS,assists,noah_hanifin,0.5,297,-449,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:assists:noah_hanifin:0.5,name::noah hanifin
2026-06-14,,Noah Hanifin,,Vegas Golden Knights,Carolina Hurricanes,POINTS,points,noah_hanifin,0.5,230,-329,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:points:noah_hanifin:0.5,name::noah hanifin
2026-06-14,,Noah Hanifin,,Vegas Golden Knights,Carolina Hurricanes,SOG,sog,noah_hanifin,1.5,174,-239,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:sog:noah_hanifin:1.5,name::noah hanifin
2026-06-14,,Pavel Dorofeyev,,Vegas Golden Knights,Carolina Hurricanes,ASSISTS,assists,pavel_dorofeyev,0.5,219,-311,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:assists:pavel_dorofeyev:0.5,name::pavel dorofeyev
2026-06-14,,Pavel Dorofeyev,,Vegas Golden Knights,Carolina Hurricanes,GOALS,goals,pavel_dorofeyev,0.5,230,-320,fanduel,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:goals:pavel_dorofeyev:0.5,name::pavel dorofeyev
2026-06-14,,Pavel Dorofeyev,,Vegas Golden Knights,Carolina Hurricanes,POINTS,points,pavel_dorofeyev,0.5,-116,-114,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:points:pavel_dorofeyev:0.5,name::pavel dorofeyev
2026-06-14,,Pavel Dorofeyev,,Vegas Golden Knights,Carolina Hurricanes,SOG,sog,pavel_dorofeyev,2.5,-106,-125,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:sog:pavel_dorofeyev:2.5,name::pavel dorofeyev
2026-06-14,,Rasmus Andersson,,Vegas Golden Knights,Carolina Hurricanes,ASSISTS,assists,rasmus_andersson,0.5,261,-382,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:assists:rasmus_andersson:0.5,name::rasmus andersson
2026-06-14,,Rasmus Andersson,,Vegas Golden Knights,Carolina Hurricanes,POINTS,points,rasmus_andersson,0.5,187,-259,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:points:rasmus_andersson:0.5,name::rasmus andersson
2026-06-14,,Rasmus Andersson,,Vegas Golden Knights,Carolina Hurricanes,SOG,sog,rasmus_andersson,1.5,-105,-126,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:sog:rasmus_andersson:1.5,name::rasmus andersson
2026-06-14,,Sean Walker,,Vegas Golden Knights,Carolina Hurricanes,ASSISTS,assists,sean_walker,0.5,384,-632,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:assists:sean_walker:0.5,name::sean walker
2026-06-14,,Sean Walker,,Vegas Golden Knights,Carolina Hurricanes,POINTS,points,sean_walker,0.5,276,-409,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:points:sean_walker:0.5,name::sean walker
2026-06-14,,Sean Walker,,Vegas Golden Knights,Carolina Hurricanes,SOG,sog,sean_walker,1.5,-105,-127,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:sog:sean_walker:1.5,name::sean walker
2026-06-14,,Sebastian Aho,,Vegas Golden Knights,Carolina Hurricanes,ASSISTS,assists,sebastian_aho,0.5,128,-172,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:assists:sebastian_aho:0.5,name::sebastian aho
2026-06-14,,Sebastian Aho,,Vegas Golden Knights,Carolina Hurricanes,GOALS,goals,sebastian_aho,0.5,300,-470,fanduel,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:goals:sebastian_aho:0.5,name::sebastian aho
2026-06-14,,Sebastian Aho,,Vegas Golden Knights,Carolina Hurricanes,POINTS,points,sebastian_aho,0.5,-138,104,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:points:sebastian_aho:0.5,name::sebastian aho
2026-06-14,,Sebastian Aho,,Vegas Golden Knights,Carolina Hurricanes,SOG,sog,sebastian_aho,2.5,128,-171,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:sog:sebastian_aho:2.5,name::sebastian aho
2026-06-14,,Seth Jarvis,,Vegas Golden Knights,Carolina Hurricanes,ASSISTS,assists,seth_jarvis,0.5,159,-216,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:assists:seth_jarvis:0.5,name::seth jarvis
2026-06-14,,Seth Jarvis,,Vegas Golden Knights,Carolina Hurricanes,GOALS,goals,seth_jarvis,0.5,250,-360,fanduel,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:goals:seth_jarvis:0.5,name::seth jarvis
2026-06-14,,Seth Jarvis,,Vegas Golden Knights,Carolina Hurricanes,POINTS,points,seth_jarvis,0.5,-142,107,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:points:seth_jarvis:0.5,name::seth jarvis
2026-06-14,,Seth Jarvis,,Vegas Golden Knights,Carolina Hurricanes,SOG,sog,seth_jarvis,2.5,-104,-127,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:sog:seth_jarvis:2.5,name::seth jarvis
2026-06-14,,Shayne Gostisbehere,,Vegas Golden Knights,Carolina Hurricanes,ASSISTS,assists,shayne_gostisbehere,0.5,157,-214,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:assists:shayne_gostisbehere:0.5,name::shayne gostisbehere
2026-06-14,,Shayne Gostisbehere,,Vegas Golden Knights,Carolina Hurricanes,POINTS,points,shayne_gostisbehere,0.5,112,-148,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:points:shayne_gostisbehere:0.5,name::shayne gostisbehere
2026-06-14,,Shayne Gostisbehere,,Vegas Golden Knights,Carolina Hurricanes,SOG,sog,shayne_gostisbehere,1.5,117,-156,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:sog:shayne_gostisbehere:1.5,name::shayne gostisbehere
2026-06-14,,Shea Theodore,,Vegas Golden Knights,Carolina Hurricanes,ASSISTS,assists,shea_theodore,0.5,132,-177,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:assists:shea_theodore:0.5,name::shea theodore
2026-06-14,,Shea Theodore,,Vegas Golden Knights,Carolina Hurricanes,POINTS,points,shea_theodore,0.5,-107,-124,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:points:shea_theodore:0.5,name::shea theodore
2026-06-14,,Shea Theodore,,Vegas Golden Knights,Carolina Hurricanes,SOG,sog,shea_theodore,1.5,-110,-120,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:sog:shea_theodore:1.5,name::shea theodore
2026-06-14,,Taylor Hall,,Vegas Golden Knights,Carolina Hurricanes,ASSISTS,assists,taylor_hall,0.5,172,-235,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:assists:taylor_hall:0.5,name::taylor hall
2026-06-14,,Taylor Hall,,Vegas Golden Knights,Carolina Hurricanes,POINTS,points,taylor_hall,0.5,-104,-127,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:points:taylor_hall:0.5,name::taylor hall
2026-06-14,,Taylor Hall,,Vegas Golden Knights,Carolina Hurricanes,SOG,sog,taylor_hall,2.5,120,-160,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:sog:taylor_hall:2.5,name::taylor hall
2026-06-14,,Tomas Hertl,,Vegas Golden Knights,Carolina Hurricanes,ASSISTS,assists,tomas_hertl,0.5,188,-261,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:assists:tomas_hertl:0.5,name::tomas hertl
2026-06-14,,Tomas Hertl,,Vegas Golden Knights,Carolina Hurricanes,POINTS,points,tomas_hertl,0.5,102,-135,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:points:tomas_hertl:0.5,name::tomas hertl
2026-06-14,,Tomas Hertl,,Vegas Golden Knights,Carolina Hurricanes,SOG,sog,tomas_hertl,1.5,-136,103,pinnacle,2026-06-14T08:08:40Z,2026-06-14T08:08:40Z,True,NHL:2026-06-14:CAR@VGK:sog:tomas_hertl:1.5,name::tomas hertl
