date,player_id,player_name,team,market,line,over_price,under_price,book,first_seen_at,last_seen_at,is_current,_merge_key
2026-03-01,8478397.0,Rasmus Andersson,VGK,SOG,2.5,142,-188,fanduel,2026-03-01T16:16:31.688566Z,2026-03-01T16:16:31.786728Z,False,id::8478397.0
2026-03-01,8478483.0,Mitch Marner,VGK,SOG,2.5,154,-205,fanduel,2026-03-01T16:16:31.688566Z,2026-03-01T16:16:31.786728Z,False,id::8478483.0
2026-03-01,,Aaron Ekblad,,ASSISTS,0.5,210,-295,betmgm,2026-03-01T16:16:31.682317Z,2026-03-01T16:16:31.786728Z,False,name::aaron ekblad
2026-03-01,,Aaron Ekblad,,ASSISTS,0.5,224,-319,pinnacle,2026-03-01T16:16:31.682317Z,2026-03-01T16:16:31.786728Z,False,name::aaron ekblad
2026-03-01,,Aaron Ekblad,,POINTS,0.5,165,-220,betmgm,2026-03-01T16:16:31.682317Z,2026-03-01T16:16:31.786728Z,False,name::aaron ekblad
2026-03-01,,Aaron Ekblad,,POINTS,0.5,171,-234,pinnacle,2026-03-01T16:16:31.682317Z,2026-03-01T16:16:31.786728Z,False,name::aaron ekblad
2026-03-01,,Alex Wennberg,,ASSISTS,0.5,150,-200,betmgm,2026-03-01T16:16:31.675847Z,2026-03-01T16:16:31.786728Z,False,name::alex wennberg
2026-03-01,,Alex Wennberg,,ASSISTS,0.5,155,-204,draftkings,2026-03-01T16:16:31.675847Z,2026-03-01T16:16:31.786728Z,False,name::alex wennberg
2026-03-01,,Alex Wennberg,,POINTS,0.5,-110,-120,betmgm,2026-03-01T16:16:31.675847Z,2026-03-01T16:16:31.786728Z,False,name::alex wennberg
2026-03-01,,Alex Wennberg,,POINTS,0.5,-105,-125,draftkings,2026-03-01T16:16:31.675847Z,2026-03-01T16:16:31.786728Z,False,name::alex wennberg
2026-03-01,,Alexander Wennberg,,ASSISTS,0.5,155,-210,pinnacle,2026-03-01T16:16:31.675847Z,2026-03-01T16:16:31.786728Z,False,name::alexander wennberg
2026-03-01,,Alexander Wennberg,,POINTS,0.5,-108,-122,pinnacle,2026-03-01T16:16:31.675847Z,2026-03-01T16:16:31.786728Z,False,name::alexander wennberg
2026-03-01,,Andre Burakovsky,,ASSISTS,0.5,290,-450,betmgm,2026-03-01T16:16:31.675847Z,2026-03-01T16:16:31.786728Z,False,name::andre burakovsky
2026-03-01,,Andre Burakovsky,,ASSISTS,0.5,300,-440,draftkings,2026-03-01T16:16:31.675847Z,2026-03-01T16:16:31.786728Z,False,name::andre burakovsky
2026-03-01,,Andre Burakovsky,,ASSISTS,0.5,309,-472,pinnacle,2026-03-01T16:16:31.675847Z,2026-03-01T16:16:31.786728Z,False,name::andre burakovsky
2026-03-01,,Andre Burakovsky,,POINTS,0.5,175,-235,betmgm,2026-03-01T16:16:31.675847Z,2026-03-01T16:16:31.786728Z,False,name::andre burakovsky
2026-03-01,,Andre Burakovsky,,POINTS,0.5,176,-234,draftkings,2026-03-01T16:16:31.675847Z,2026-03-01T16:16:31.786728Z,False,name::andre burakovsky
2026-03-01,,Andre Burakovsky,,POINTS,0.5,182,-251,pinnacle,2026-03-01T16:16:31.675847Z,2026-03-01T16:16:31.786728Z,False,name::andre burakovsky
2026-03-01,,Anton Lundell,,ASSISTS,0.5,200,-275,betmgm,2026-03-01T16:16:31.682317Z,2026-03-01T16:16:31.786728Z,False,name::anton lundell
2026-03-01,,Anton Lundell,,ASSISTS,0.5,195,-265,draftkings,2026-03-01T16:16:31.682317Z,2026-03-01T16:16:31.786728Z,False,name::anton lundell
2026-03-01,,Anton Lundell,,ASSISTS,0.5,210,-295,pinnacle,2026-03-01T16:16:31.682317Z,2026-03-01T16:16:31.786728Z,False,name::anton lundell
