event_id,commence_time,home,away,bookmaker_key,bookmaker,book_last_update,market,outcome_name,outcome_price,outcome_point,date
b400caea65ac57f7ed21fc091b8aade3,2026-06-10T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,fanduel,FanDuel,,h2h,Carolina Hurricanes,-113,,2026-06-09
b400caea65ac57f7ed21fc091b8aade3,2026-06-10T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,fanduel,FanDuel,,h2h,Vegas Golden Knights,-106,,2026-06-09
b400caea65ac57f7ed21fc091b8aade3,2026-06-10T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,fanduel,FanDuel,,spreads,Carolina Hurricanes,210,-1.5,2026-06-09
b400caea65ac57f7ed21fc091b8aade3,2026-06-10T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,fanduel,FanDuel,,spreads,Vegas Golden Knights,-265,1.5,2026-06-09
b400caea65ac57f7ed21fc091b8aade3,2026-06-10T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,fanduel,FanDuel,,totals,Over,-130,5.5,2026-06-09
b400caea65ac57f7ed21fc091b8aade3,2026-06-10T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,fanduel,FanDuel,,totals,Under,108,5.5,2026-06-09
b400caea65ac57f7ed21fc091b8aade3,2026-06-10T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,draftkings,DraftKings,,h2h,Carolina Hurricanes,-115,,2026-06-09
b400caea65ac57f7ed21fc091b8aade3,2026-06-10T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,draftkings,DraftKings,,h2h,Vegas Golden Knights,-105,,2026-06-09
b400caea65ac57f7ed21fc091b8aade3,2026-06-10T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,draftkings,DraftKings,,spreads,Carolina Hurricanes,225,-1.5,2026-06-09
b400caea65ac57f7ed21fc091b8aade3,2026-06-10T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,draftkings,DraftKings,,spreads,Vegas Golden Knights,-278,1.5,2026-06-09
b400caea65ac57f7ed21fc091b8aade3,2026-06-10T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,draftkings,DraftKings,,totals,Over,-130,5.5,2026-06-09
b400caea65ac57f7ed21fc091b8aade3,2026-06-10T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,draftkings,DraftKings,,totals,Under,110,5.5,2026-06-09
b400caea65ac57f7ed21fc091b8aade3,2026-06-10T00:20:00Z,Vegas Golden Knights,Carolina Hurricanes,fanatics,Fanatics,,h2h,Carolina Hurricanes,-115,,2026-06-09
