league,season,player_id,player_name,team,position,minutes,games,shots_per90,xg_per90,xa_per90,goals_per90,assists_per90,key_passes_per90,expected_minutes_share,is_goalkeeper,source
la_liga,2025,understat_3423,Kylian Mbappe-Lottin,Real Madrid,F S,2623.0,31,5.0095,0.8851,0.2484,0.8578,0.1716,2.2303,0.9401,False,understat
la_liga,2025,understat_9002,Vedat Muriqi,Mallorca,F S,3150.0,37,3.2571,0.618,0.071,0.6571,0.0286,0.6857,0.9459,False,understat
la_liga,2025,understat_1235,Ante Budimir,Osasuna,F S,2995.0,37,3.0952,0.5767,0.0515,0.5109,0.0,0.4808,0.8994,False,understat
la_liga,2025,understat_6441,Ferrán Torres,Barcelona,F M S,2025.0,33,3.0667,0.7193,0.1403,0.7111,0.0889,1.0222,0.6818,False,understat
la_liga,2025,understat_7008,Vinícius Júnior,Real Madrid,F M S,2865.0,36,3.1414,0.4525,0.2248,0.5026,0.1571,2.1675,0.8843,False,understat
la_liga,2025,understat_11527,Lamine Yamal,Barcelona,F M S,2291.0,28,4.5962,0.5761,0.4937,0.6285,0.4321,2.8677,0.9091,False,understat
la_liga,2025,understat_2234,Mikel Oyarzabal,Real Sociedad,F S,2727.0,34,2.6073,0.529,0.1966,0.495,0.132,1.3861,0.8912,False,understat
la_liga,2025,understat_227,Robert Lewandowski,Barcelona,F S,1630.0,31,3.4785,0.8871,0.1259,0.773,0.1104,0.7178,0.5842,False,understat
la_liga,2025,understat_2543,Borja Iglesias,Celta Vigo,F S,1903.0,35,2.1755,0.549,0.0785,0.6621,0.0946,0.804,0.6041,False,understat
la_liga,2025,understat_6400,Antonio Martínez,Alaves,F S,2750.0,37,3.0436,0.4201,0.125,0.4582,0.0982,0.7855,0.8258,False,understat
la_liga,2025,understat_6531,Alexander Sørloth,Atletico Madrid,F S,1955.0,35,3.1304,0.6412,0.0563,0.5985,0.0,0.4604,0.6206,False,understat
la_liga,2025,understat_8026,Raphinha,Barcelona,F M S,1424.0,22,4.1081,0.7033,0.3733,0.8216,0.1896,2.5281,0.7192,False,understat
la_liga,2025,understat_8187,Georges Mikautadze,Villarreal,F S,2155.0,33,2.7564,0.629,0.1733,0.5429,0.2506,1.2111,0.7256,False,understat
la_liga,2025,understat_1189,Lucas Boyé,Alaves,F M S,1960.0,29,2.8929,0.5099,0.1244,0.5051,0.0459,1.2857,0.751,False,understat
la_liga,2025,understat_6954,Juan Camilo Hernández,Real Betis,F S,2623.0,32,3.0538,0.4255,0.1671,0.3774,0.1029,1.1666,0.9108,False,understat
la_liga,2025,understat_13769,Carlos Espí,Levante,F S,1328.0,25,3.863,0.6699,0.0468,0.7455,0.0,0.6099,0.5902,False,understat
la_liga,2025,understat_2120,Gerard Moreno,Villarreal,F S,1368.0,22,2.5658,0.4615,0.1977,0.6579,0.0,1.5132,0.6909,False,understat
