date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,total,bookmaker,home_tri,away_tri
2026-06-15,28,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,fanatics,DAL,LVA
2026-06-15,29,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,fanatics,DAL,LVA
2026-06-15,30,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,fanatics,DAL,LVA
2026-06-15,31,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betrivers,DAL,LVA
2026-06-15,32,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betrivers,DAL,LVA
2026-06-15,33,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betrivers,DAL,LVA
2026-06-15,34,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betrivers,DAL,LVA
2026-06-15,35,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betrivers,DAL,LVA
2026-06-15,36,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betrivers,DAL,LVA
2026-06-15,37,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,lowvig,DAL,LVA
2026-06-15,38,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,lowvig,DAL,LVA
2026-06-15,39,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,lowvig,DAL,LVA
2026-06-15,40,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,lowvig,DAL,LVA
2026-06-15,41,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,lowvig,DAL,LVA
2026-06-15,42,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,lowvig,DAL,LVA
2026-06-15,43,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betonlineag,DAL,LVA
2026-06-15,44,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betonlineag,DAL,LVA
2026-06-15,45,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betonlineag,DAL,LVA
2026-06-15,46,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betonlineag,DAL,LVA
2026-06-15,47,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betonlineag,DAL,LVA
2026-06-15,48,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betonlineag,DAL,LVA
2026-06-15,49,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,bovada,DAL,LVA
2026-06-15,50,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,bovada,DAL,LVA
2026-06-15,51,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,bovada,DAL,LVA
2026-06-15,52,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,bovada,DAL,LVA
2026-06-15,53,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,bovada,DAL,LVA
2026-06-15,54,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,bovada,DAL,LVA
2026-06-15,55,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betmgm,DAL,LVA
2026-06-15,56,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betmgm,DAL,LVA
2026-06-15,57,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betmgm,DAL,LVA
2026-06-15,58,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betmgm,DAL,LVA
2026-06-15,59,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betmgm,DAL,LVA
2026-06-15,60,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betmgm,DAL,LVA
2026-06-15,61,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betus,DAL,LVA
2026-06-15,62,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betus,DAL,LVA
2026-06-15,63,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betus,DAL,LVA
2026-06-15,64,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betus,DAL,LVA
2026-06-15,65,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betus,DAL,LVA
2026-06-15,66,Dallas Wings,Las Vegas Aces,2026-06-16T00:00:00Z,,,,,,betus,DAL,LVA
2026-06-15,67,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,fanduel,MIN,POR
2026-06-15,68,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,fanduel,MIN,POR
2026-06-15,69,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,fanduel,MIN,POR
2026-06-15,70,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,fanduel,MIN,POR
2026-06-15,71,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,fanduel,MIN,POR
2026-06-15,72,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,fanduel,MIN,POR
2026-06-15,73,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,mybookieag,MIN,POR
2026-06-15,74,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,mybookieag,MIN,POR
2026-06-15,75,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,mybookieag,MIN,POR
2026-06-15,76,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,mybookieag,MIN,POR
2026-06-15,77,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,mybookieag,MIN,POR
2026-06-15,78,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,mybookieag,MIN,POR
2026-06-15,79,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,draftkings,MIN,POR
2026-06-15,80,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,draftkings,MIN,POR
2026-06-15,81,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,draftkings,MIN,POR
2026-06-15,82,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,draftkings,MIN,POR
2026-06-15,83,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,draftkings,MIN,POR
2026-06-15,84,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,draftkings,MIN,POR
2026-06-15,85,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,williamhill_us,MIN,POR
2026-06-15,86,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,williamhill_us,MIN,POR
2026-06-15,87,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,williamhill_us,MIN,POR
2026-06-15,88,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,williamhill_us,MIN,POR
2026-06-15,89,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,williamhill_us,MIN,POR
2026-06-15,90,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,williamhill_us,MIN,POR
2026-06-15,91,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,fanatics,MIN,POR
2026-06-15,92,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,fanatics,MIN,POR
2026-06-15,93,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,fanatics,MIN,POR
2026-06-15,94,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,fanatics,MIN,POR
2026-06-15,95,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,fanatics,MIN,POR
2026-06-15,96,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,fanatics,MIN,POR
2026-06-15,97,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betrivers,MIN,POR
2026-06-15,98,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betrivers,MIN,POR
2026-06-15,99,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betrivers,MIN,POR
2026-06-15,100,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betrivers,MIN,POR
2026-06-15,101,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betrivers,MIN,POR
2026-06-15,102,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betrivers,MIN,POR
2026-06-15,103,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,lowvig,MIN,POR
2026-06-15,104,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,lowvig,MIN,POR
2026-06-15,105,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,lowvig,MIN,POR
2026-06-15,106,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,lowvig,MIN,POR
2026-06-15,107,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,lowvig,MIN,POR
2026-06-15,108,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,lowvig,MIN,POR
2026-06-15,109,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betonlineag,MIN,POR
2026-06-15,110,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betonlineag,MIN,POR
2026-06-15,111,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betonlineag,MIN,POR
2026-06-15,112,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betonlineag,MIN,POR
2026-06-15,113,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betonlineag,MIN,POR
2026-06-15,114,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betonlineag,MIN,POR
2026-06-15,115,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,bovada,MIN,POR
2026-06-15,116,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,bovada,MIN,POR
2026-06-15,117,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,bovada,MIN,POR
2026-06-15,118,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,bovada,MIN,POR
2026-06-15,119,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,bovada,MIN,POR
2026-06-15,120,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,bovada,MIN,POR
2026-06-15,121,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betmgm,MIN,POR
2026-06-15,122,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betmgm,MIN,POR
2026-06-15,123,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betmgm,MIN,POR
2026-06-15,124,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betmgm,MIN,POR
2026-06-15,125,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betmgm,MIN,POR
2026-06-15,126,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betmgm,MIN,POR
2026-06-15,127,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betus,MIN,POR
2026-06-15,128,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betus,MIN,POR
2026-06-15,129,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betus,MIN,POR
2026-06-15,130,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betus,MIN,POR
2026-06-15,131,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betus,MIN,POR
2026-06-15,132,Minnesota Lynx,Portland Fire,2026-06-16T00:00:00Z,,,,,,betus,MIN,POR
2026-06-15,133,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,draftkings,GSV,LAS
2026-06-15,134,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,draftkings,GSV,LAS
2026-06-15,135,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,draftkings,GSV,LAS
2026-06-15,136,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,draftkings,GSV,LAS
2026-06-15,137,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,draftkings,GSV,LAS
2026-06-15,138,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,draftkings,GSV,LAS
2026-06-15,139,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,fanduel,GSV,LAS
2026-06-15,140,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,fanduel,GSV,LAS
2026-06-15,141,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,fanduel,GSV,LAS
2026-06-15,142,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,fanduel,GSV,LAS
2026-06-15,143,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,fanduel,GSV,LAS
2026-06-15,144,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,fanduel,GSV,LAS
2026-06-15,145,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,mybookieag,GSV,LAS
2026-06-15,146,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,mybookieag,GSV,LAS
2026-06-15,147,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,mybookieag,GSV,LAS
2026-06-15,148,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,mybookieag,GSV,LAS
2026-06-15,149,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,mybookieag,GSV,LAS
2026-06-15,150,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,mybookieag,GSV,LAS
2026-06-15,151,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,fanatics,GSV,LAS
2026-06-15,152,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,fanatics,GSV,LAS
2026-06-15,153,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,fanatics,GSV,LAS
2026-06-15,154,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,fanatics,GSV,LAS
2026-06-15,155,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,fanatics,GSV,LAS
2026-06-15,156,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,fanatics,GSV,LAS
2026-06-15,157,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betrivers,GSV,LAS
2026-06-15,158,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betrivers,GSV,LAS
2026-06-15,159,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betrivers,GSV,LAS
2026-06-15,160,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betrivers,GSV,LAS
2026-06-15,161,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betrivers,GSV,LAS
2026-06-15,162,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betrivers,GSV,LAS
2026-06-15,163,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,williamhill_us,GSV,LAS
2026-06-15,164,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,williamhill_us,GSV,LAS
2026-06-15,165,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,williamhill_us,GSV,LAS
2026-06-15,166,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,williamhill_us,GSV,LAS
2026-06-15,167,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,williamhill_us,GSV,LAS
2026-06-15,168,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,williamhill_us,GSV,LAS
2026-06-15,169,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,lowvig,GSV,LAS
2026-06-15,170,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,lowvig,GSV,LAS
2026-06-15,171,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,lowvig,GSV,LAS
2026-06-15,172,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,lowvig,GSV,LAS
2026-06-15,173,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,lowvig,GSV,LAS
2026-06-15,174,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,lowvig,GSV,LAS
2026-06-15,175,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betonlineag,GSV,LAS
2026-06-15,176,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betonlineag,GSV,LAS
2026-06-15,177,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betonlineag,GSV,LAS
2026-06-15,178,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betonlineag,GSV,LAS
2026-06-15,179,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betonlineag,GSV,LAS
2026-06-15,180,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betonlineag,GSV,LAS
2026-06-15,181,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,bovada,GSV,LAS
2026-06-15,182,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,bovada,GSV,LAS
2026-06-15,183,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,bovada,GSV,LAS
2026-06-15,184,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,bovada,GSV,LAS
2026-06-15,185,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,bovada,GSV,LAS
2026-06-15,186,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,bovada,GSV,LAS
2026-06-15,187,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betmgm,GSV,LAS
2026-06-15,188,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betmgm,GSV,LAS
2026-06-15,189,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betmgm,GSV,LAS
2026-06-15,190,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betmgm,GSV,LAS
2026-06-15,191,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betmgm,GSV,LAS
2026-06-15,192,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betmgm,GSV,LAS
2026-06-15,193,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betus,GSV,LAS
2026-06-15,194,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betus,GSV,LAS
2026-06-15,195,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betus,GSV,LAS
2026-06-15,196,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betus,GSV,LAS
2026-06-15,197,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betus,GSV,LAS
2026-06-15,198,Golden State Valkyries,Los Angeles Sparks,2026-06-16T02:10:00Z,,,,,,betus,GSV,LAS
