date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,total,bookmaker,home_tri,away_tri
2026-06-16,1,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,draftkings,IND,TOR
2026-06-16,2,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,draftkings,IND,TOR
2026-06-16,3,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,draftkings,IND,TOR
2026-06-16,4,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,draftkings,IND,TOR
2026-06-16,5,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,draftkings,IND,TOR
2026-06-16,6,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,draftkings,IND,TOR
2026-06-16,7,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,fanatics,IND,TOR
2026-06-16,8,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,fanatics,IND,TOR
2026-06-16,9,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,fanatics,IND,TOR
2026-06-16,10,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,fanatics,IND,TOR
2026-06-16,11,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,fanatics,IND,TOR
2026-06-16,12,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,fanatics,IND,TOR
2026-06-16,13,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,fanduel,IND,TOR
2026-06-16,14,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,fanduel,IND,TOR
2026-06-16,15,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,fanduel,IND,TOR
2026-06-16,16,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,fanduel,IND,TOR
2026-06-16,17,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,fanduel,IND,TOR
2026-06-16,18,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,fanduel,IND,TOR
2026-06-16,19,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,williamhill_us,IND,TOR
2026-06-16,20,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,williamhill_us,IND,TOR
2026-06-16,21,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,williamhill_us,IND,TOR
2026-06-16,22,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,williamhill_us,IND,TOR
2026-06-16,23,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,williamhill_us,IND,TOR
2026-06-16,24,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,williamhill_us,IND,TOR
2026-06-16,25,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betmgm,IND,TOR
2026-06-16,26,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betmgm,IND,TOR
2026-06-16,27,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betmgm,IND,TOR
2026-06-16,28,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betmgm,IND,TOR
2026-06-16,29,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betmgm,IND,TOR
2026-06-16,30,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betmgm,IND,TOR
2026-06-16,31,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,mybookieag,IND,TOR
2026-06-16,32,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,mybookieag,IND,TOR
2026-06-16,33,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,mybookieag,IND,TOR
2026-06-16,34,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,mybookieag,IND,TOR
2026-06-16,35,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,mybookieag,IND,TOR
2026-06-16,36,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,mybookieag,IND,TOR
2026-06-16,37,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betonlineag,IND,TOR
2026-06-16,38,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betonlineag,IND,TOR
2026-06-16,39,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betonlineag,IND,TOR
2026-06-16,40,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betonlineag,IND,TOR
2026-06-16,41,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betonlineag,IND,TOR
2026-06-16,42,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betonlineag,IND,TOR
2026-06-16,43,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betrivers,IND,TOR
2026-06-16,44,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betrivers,IND,TOR
2026-06-16,45,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betrivers,IND,TOR
2026-06-16,46,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betrivers,IND,TOR
2026-06-16,47,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betrivers,IND,TOR
2026-06-16,48,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betrivers,IND,TOR
2026-06-16,49,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,lowvig,IND,TOR
2026-06-16,50,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,lowvig,IND,TOR
2026-06-16,51,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,lowvig,IND,TOR
2026-06-16,52,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,lowvig,IND,TOR
2026-06-16,53,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,lowvig,IND,TOR
2026-06-16,54,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,lowvig,IND,TOR
2026-06-16,55,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betus,IND,TOR
2026-06-16,56,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betus,IND,TOR
2026-06-16,57,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betus,IND,TOR
2026-06-16,58,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betus,IND,TOR
2026-06-16,59,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betus,IND,TOR
2026-06-16,60,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,betus,IND,TOR
2026-06-16,61,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,bovada,IND,TOR
2026-06-16,62,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,bovada,IND,TOR
2026-06-16,63,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,bovada,IND,TOR
2026-06-16,64,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,bovada,IND,TOR
2026-06-16,65,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,bovada,IND,TOR
2026-06-16,66,Indiana Fever,Toronto Tempo,2026-06-16T23:00:00Z,,,,,,bovada,IND,TOR
