date,snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team,expected_value,edge_pct,model_probability,market_probability
2026-07-09,2026-07-09T21:12:57.723912+00:00,4065760,Tyasha Harris,IND,ast,UNDER,4.5,-122,0.5495495495495496,0.5992462105206181,0.8808606226900062,0.04969666097106851,0.09043162898014118,fanduel,FanDuel,2026-07-10T02:10:00Z,Phoenix Mercury,Indiana Fever,0.09043162898014118,4.969666097106851,0.5992462105206181,0.5495495495495496
2026-07-09,2026-07-09T21:12:57.723912+00:00,4065760,Tyasha Harris,IND,ast,UNDER,4.5,-125,0.5555555555555556,0.6043513156257232,0.8808606226900062,0.048795760070167615,0.0878323681263018,williamhill_us,Caesars,2026-07-10T02:10:00Z,Phoenix Mercury,Indiana Fever,0.0878323681263018,4.8795760070167615,0.6043513156257232,0.5555555555555556
2026-07-09,2026-07-09T21:12:57.723912+00:00,4065760,Tyasha Harris,IND,ast,UNDER,4.5,-125,0.5555555555555556,0.6043513156257232,0.8808606226900062,0.048795760070167615,0.0878323681263018,betonlineag,BetOnline.ag,2026-07-10T02:10:00Z,Phoenix Mercury,Indiana Fever,0.0878323681263018,4.8795760070167615,0.6043513156257232,0.5555555555555556
2026-07-09,2026-07-09T21:12:57.723912+00:00,4065760,Tyasha Harris,IND,ast,UNDER,4.5,-132,0.5689655172413793,0.6157497830586733,0.8808606226900062,0.046784265817294,0.08222689143645617,draftkings,DraftKings,2026-07-10T02:10:00Z,Phoenix Mercury,Indiana Fever,0.08222689143645617,4.678426581729401,0.6157497830586733,0.5689655172413793
2026-07-09,2026-07-09T21:12:57.723912+00:00,3149391,A'ja Wilson,LVA,ast,UNDER,2.5,102,0.49504950495049505,0.5348329705071183,0.7602726086613169,0.039783465556623265,0.08036260042437904,fanduel,FanDuel,2026-07-10T02:00:00Z,Portland Fire,Las Vegas Aces,0.08036260042437904,3.9783465556623265,0.5348329705071183,0.49504950495049505
2026-07-09,2026-07-09T21:12:57.723912+00:00,3149391,A'ja Wilson,LVA,ast,UNDER,2.5,100,0.5,0.5390408912991975,0.7602726086613169,0.03904089129919752,0.07808178259839504,betonlineag,BetOnline.ag,2026-07-10T02:00:00Z,Portland Fire,Las Vegas Aces,0.07808178259839504,3.904089129919752,0.5390408912991975,0.5
2026-07-09,2026-07-09T21:12:57.723912+00:00,3149391,A'ja Wilson,LVA,ast,UNDER,2.5,100,0.5,0.5390408912991975,0.7602726086613169,0.03904089129919752,0.07808178259839504,draftkings,DraftKings,2026-07-10T02:00:00Z,Portland Fire,Las Vegas Aces,0.07808178259839504,3.904089129919752,0.5390408912991975,0.5
2026-07-09,2026-07-09T21:12:57.723912+00:00,4432831,Aliyah Boston,IND,ast,UNDER,3.5,-143,0.588477366255144,0.6274881963759115,0.8485495670602604,0.03901083012076745,0.06629113090452088,betonlineag,BetOnline.ag,2026-07-10T02:10:00Z,Phoenix Mercury,Indiana Fever,0.06629113090452088,3.901083012076745,0.6274881963759115,0.588477366255144
2026-07-09,2026-07-09T21:12:57.723912+00:00,4065870,Jackie Young,LVA,ast,UNDER,6.5,-132,0.5689655172413793,0.6048582968399168,0.8082507145649623,0.03589277959853743,0.06308427929439914,draftkings,DraftKings,2026-07-10T02:00:00Z,Portland Fire,Las Vegas Aces,0.06308427929439914,3.5892779598537428,0.6048582968399168,0.5689655172413793
2026-07-09,2026-07-09T21:12:57.723912+00:00,4432831,Aliyah Boston,IND,ast,UNDER,3.5,-151,0.601593625498008,0.6386370167323459,0.8485495670602604,0.037043391234337864,0.06157543840939611,draftkings,DraftKings,2026-07-10T02:10:00Z,Phoenix Mercury,Indiana Fever,0.06157543840939611,3.7043391234337864,0.6386370167323459,0.601593625498008
2026-07-09,2026-07-09T21:12:57.723912+00:00,4065870,Jackie Young,LVA,ast,UNDER,6.5,-137,0.5780590717299579,0.6125878181552086,0.8082507145649623,0.03452874642525072,0.05973221096922943,betonlineag,BetOnline.ag,2026-07-10T02:00:00Z,Portland Fire,Las Vegas Aces,0.05973221096922943,3.4528746425250723,0.6125878181552086,0.5780590717299579
2026-07-09,2026-07-09T21:12:57.723912+00:00,4065870,Jackie Young,LVA,ast,UNDER,6.5,-137,0.5780590717299579,0.6125878181552086,0.8082507145649623,0.03452874642525072,0.05973221096922943,williamhill_us,Caesars,2026-07-10T02:00:00Z,Portland Fire,Las Vegas Aces,0.05973221096922943,3.4528746425250723,0.6125878181552086,0.5780590717299579
2026-07-09,2026-07-09T21:12:57.723912+00:00,4432831,Aliyah Boston,IND,ast,UNDER,3.5,-155,0.6078431372549019,0.6439491017257057,0.8485495670602604,0.03610596447080383,0.05940013509712877,williamhill_us,Caesars,2026-07-10T02:10:00Z,Phoenix Mercury,Indiana Fever,0.05940013509712877,3.610596447080383,0.6439491017257057,0.6078431372549019
