game_id,gameId,TEAM_ABBREVIATION,PLAYER_ID,PLAYER_NAME,MIN,PTS,REB,AST,STL,BLK,TOV,OREB,DREB,PF,FGM,FGA,FG3M,FG3A,FTM,FTA,PLUS_MINUS,STARTER,START_POSITION,source,date
401856959,401856959,TOR,4398768,Nyara Sabally,29.0,11,6,3,0,0,1,2,4,3,5,10,1,3,0,0,-24,True,F,espn,2026-06-03
401856959,401856959,TOR,5345444,Laura Juskaite,20.0,8,5,2,2,0,0,2,3,5,3,9,1,3,1,2,-21,True,F,espn,2026-06-03
401856959,401856959,TOR,2988756,Brittney Sykes,34.0,17,5,1,3,1,2,1,4,2,8,18,0,1,1,1,-12,True,G,espn,2026-06-03
401856959,401856959,TOR,3904576,Marina Mabrey,26.0,17,3,4,0,1,1,1,2,2,7,13,2,6,1,2,-16,True,G,espn,2026-06-03
401856959,401856959,TOR,4565505,Kiki Rice,23.0,9,5,2,0,0,3,1,4,1,3,8,0,1,3,3,-4,True,G,espn,2026-06-03
401856959,401856959,TOR,3910470,Maria Conde,21.0,7,6,1,0,0,0,1,5,1,2,5,1,2,2,2,-1,False,F,espn,2026-06-03
401856959,401856959,TOR,4434020,Teonni Key,9.0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,3,False,F,espn,2026-06-03
401856959,401856959,TOR,4874475,Nikolina Milic,8.0,4,0,1,0,0,0,0,0,0,2,4,0,0,0,0,8,False,F,espn,2026-06-03
401856959,401856959,TOR,3142327,Kia Nurse,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,G,espn,2026-06-03
401856959,401856959,TOR,4001679,Julie Allemand,23.0,7,1,2,2,1,0,0,1,2,3,6,1,3,0,0,-12,False,G,espn,2026-06-03
401856959,401856959,TOR,5355509,Tima Pouye,3.0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,False,G,espn,2026-06-03
401856959,401856959,TOR,2566453,Isabelle Harrison,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,F,espn,2026-06-03
