player,team,plays,ladders,sim_ladders,model,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
Brionna Jones,ATL,[],[],[],"{'pts': 0.0, 'reb': 0.0, 'ast': 0.0, 'threes': 0.0, 'stl': 0.176, 'blk': 0.144, 'tov': 0.48, 'pra': 0.0, 'pr': 0.0, 'pa': 0.0, 'ra': 0.0}",[],,,,[],0.0,0.0
Allisha Gray,ATL,[],[],[],"{'pts': 19.572857142857146, 'reb': 4.141428571428572, 'ast': 0.6928571428571428, 'threes': 1.417142857142857, 'stl': 0.744102857142857, 'blk': 0.6088114285714284, 'tov': 2.0293714285714284, 'pra': 24.40714285714286, 'pr': 23.71428571428572, 'pa': 20.26571428571429, 'ra': 4.834285714285715}",[],,,,[],0.0,0.0
Jordin Canada,ATL,[],[],[],"{'pts': 11.004285714285714, 'reb': 4.944285714285714, 'ast': 8.29142857142857, 'threes': 0.6214285714285714, 'stl': 0.6512942857142856, 'blk': 0.5328771428571428, 'tov': 1.7762571428571428, 'pra': 24.24, 'pr': 15.948571428571428, 'pa': 19.295714285714283, 'ra': 13.235714285714284}",[],,,,[],0.0,0.0
Maite Cazorla,ATL,[],[],[],"{'pts': 5.0, 'reb': 4.0, 'ast': 4.0, 'threes': 0.0, 'stl': 0.484, 'blk': 0.3959999999999999, 'tov': 1.3199999999999998, 'pra': 13.0, 'pr': 9.0, 'pa': 9.0, 'ra': 8.0}",[],,,,[],0.0,0.0
Stephanie Jones,ATL,[],[],[],"{'pts': 3.0, 'reb': 5.999999999999999, 'ast': 1.0, 'threes': 0.0, 'stl': 0.4399999999999999, 'blk': 0.36, 'tov': 1.2, 'pra': 9.999999999999998, 'pr': 9.0, 'pa': 4.0, 'ra': 6.999999999999999}",[],,,,[],0.0,0.0
Rhyne Howard,ATL,[],[],[],"{'pts': 17.406666666666666, 'reb': 4.87, 'ast': 3.333333333333333, 'threes': 3.14, 'stl': 0.7111133333333333, 'blk': 0.5818199999999999, 'tov': 1.9394, 'pra': 25.61, 'pr': 22.276666666666667, 'pa': 20.74, 'ra': 8.203333333333333}",[],,,,[],0.0,0.0
Naz Hillmon,ATL,[],[],[],"{'pts': 5.506666666666666, 'reb': 4.1066666666666665, 'ast': 0.75, 'threes': 0.2066666666666666, 'stl': 0.63822, 'blk': 0.52218, 'tov': 1.7406, 'pra': 10.363333333333332, 'pr': 9.613333333333333, 'pa': 6.256666666666666, 'ra': 4.8566666666666665}",[],,,,[],0.0,0.0
Angel Reese,ATL,[],[],[],"{'pts': 13.472857142857142, 'reb': 10.132857142857144, 'ast': 2.838571428571429, 'threes': 0.0, 'stl': 0.6700885714285713, 'blk': 0.5482542857142856, 'tov': 1.8275142857142848, 'pra': 26.444285714285712, 'pr': 23.605714285714285, 'pa': 16.31142857142857, 'ra': 12.971428571428573}",[],,,,[],0.0,0.0
Te-Hina Paopao,ATL,[],[],[],"{'pts': 7.994285714285714, 'reb': 2.0742857142857143, 'ast': 2.0985714285714288, 'threes': 1.8814285714285712, 'stl': 0.4158942857142856, 'blk': 0.3402771428571428, 'tov': 1.1342571428571426, 'pra': 12.167142857142856, 'pr': 10.068571428571428, 'pa': 10.092857142857142, 'ra': 4.1728571428571435}",[],,,,[],0.0,0.0
Laila Phelia,ATL,[],[],[],"{'pts': 0.0, 'reb': 0.0, 'ast': 0.0, 'threes': 0.0, 'stl': 0.242, 'blk': 0.1979999999999999, 'tov': 0.6599999999999999, 'pra': 0.0, 'pr': 0.0, 'pa': 0.0, 'ra': 0.0}",[],,,,[],0.0,0.0
Sacha Washington,ATL,[],[],[],"{'pts': 5.0, 'reb': 4.0, 'ast': 0.0, 'threes': 0.0, 'stl': 0.176, 'blk': 0.144, 'tov': 0.48, 'pra': 9.0, 'pr': 9.0, 'pa': 5.0, 'ra': 4.0}",[],,,,[],0.0,0.0
Aaliyah Nye,ATL,[],[],[],"{'pts': 0.3142857142857143, 'reb': 0.0857142857142857, 'ast': 0.0857142857142857, 'threes': 0.0857142857142857, 'stl': 0.176, 'blk': 0.144, 'tov': 0.48, 'pra': 0.4857142857142857, 'pr': 0.39999999999999997, 'pa': 0.39999999999999997, 'ra': 0.1714285714285714}",[],,,,[],0.0,0.0
Sika Kone,ATL,[],[],[],"{'pts': 0.8257142857142856, 'reb': 0.6242857142857143, 'ast': 0.0285714285714285, 'threes': 0.0, 'stl': 0.176, 'blk': 0.144, 'tov': 0.48, 'pra': 1.4785714285714284, 'pr': 1.45, 'pa': 0.8542857142857141, 'ra': 0.6528571428571428}",[],,,,[],0.0,0.0
