date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,total,bookmaker,home_tri,away_tri
2026-07-07,1,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,draftkings,NYL,DAL
2026-07-07,2,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,draftkings,NYL,DAL
2026-07-07,3,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,draftkings,NYL,DAL
2026-07-07,4,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,draftkings,NYL,DAL
2026-07-07,5,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,draftkings,NYL,DAL
2026-07-07,6,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,draftkings,NYL,DAL
2026-07-07,7,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,fanatics,NYL,DAL
2026-07-07,8,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,fanatics,NYL,DAL
2026-07-07,9,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,fanatics,NYL,DAL
2026-07-07,10,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,fanatics,NYL,DAL
2026-07-07,11,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,fanatics,NYL,DAL
2026-07-07,12,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,fanatics,NYL,DAL
2026-07-07,13,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,fanduel,NYL,DAL
2026-07-07,14,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,fanduel,NYL,DAL
2026-07-07,15,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,fanduel,NYL,DAL
2026-07-07,16,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,fanduel,NYL,DAL
2026-07-07,17,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,fanduel,NYL,DAL
2026-07-07,18,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,fanduel,NYL,DAL
2026-07-07,19,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,mybookieag,NYL,DAL
2026-07-07,20,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,mybookieag,NYL,DAL
2026-07-07,21,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,mybookieag,NYL,DAL
2026-07-07,22,New York Liberty,Dallas Wings,2026-07-08T00:00:00Z,,,,,,mybookieag,NYL,DAL
