player,team,plays,ladders,sim_ladders,model,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
Jordin Canada,ATL,"[{'market': 'ast', 'side': 'OVER', 'line': 6.5, 'price': -101.0, 'edge': 0.04556731347358345, 'ev': 0.09068346542762651, 'ev_pct': 9.06834654276265, 'book': 'draftkings'}, {'market': 'ast', 'side': 'OVER', 'line': 6.5, 'price': -102.0, 'edge': 0.04519787354451599, 'ev': 0.08950951427443365, 'ev_pct': 8.950951427443366, 'book': 'fanduel'}, {'market': 'ast', 'side': 'OVER', 'line': 6.5, 'price': -106.0, 'edge': 0.04375598178252427, 'ev': 0.08503520987924529, 'ev_pct': 8.503520987924528, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'OVER', 'line': 6.5, 'price': -120.0, 'edge': 0.039122265983759896, 'ev': 0.07172415430355977, 'ev_pct': 7.1724154303559775, 'book': 'betrivers'}, {'market': 'pa', 'side': 'OVER', 'line': 18.5, 'price': -104.0, 'edge': 0.01793891023907601, 'ev': 0.03518786239203364, 'ev_pct': 3.518786239203364, 'book': 'fanduel'}, {'market': 'pa', 'side': 'OVER', 'line': 18.5, 'price': -109.0, 'edge': 0.015358930878910937, 'ev': 0.029449693153141054, 'ev_pct': 2.9449693153141054, 'book': 'draftkings'}, {'market': 'pr', 'side': 'OVER', 'line': 15.5, 'price': -103.0, 'edge': 0.011380092037456935, 'ev': 0.022428725083531775, 'ev_pct': 2.2428725083531775, 'book': 'draftkings'}, {'market': 'ra', 'side': 'OVER', 'line': 9.5, 'price': -125.0, 'edge': 0.08439642669577108, 'ev': 0.15191356805238798, 'ev_pct': 15.191356805238797, 'book': 'draftkings'}, {'market': 'ra', 'side': 'OVER', 'line': 9.5, 'price': -144.0, 'edge': 0.07678258334422272, 'ev': 0.13010382177771068, 'ev_pct': 13.010382177771069, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 109.0, 'edge': 0.06003271896919865, 'ev': 0.1254683826456252, 'ev_pct': 12.54683826456252, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 105.0, 'edge': 0.058632322190111275, 'ev': 0.12019626048972809, 'ev_pct': 12.019626048972809, 'book': 'betrivers'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 102.0, 'edge': 0.05754562815485409, 'ev': 0.11624216887280525, 'ev_pct': 11.624216887280525, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 100.0, 'edge': 0.056803053897428346, 'ev': 0.11360610779485669, 'ev_pct': 11.360610779485668, 'book': 'fanduel'}]",[],[],"{'pts': 11.004285714285714, 'reb': 4.944285714285714, 'ast': 8.29142857142857, 'threes': 0.6214285714285714, 'stl': 0.6512942857142856, 'blk': 0.5328771428571428, 'tov': 1.7762571428571428, 'pra': 24.24, 'pr': 15.948571428571428, 'pa': 19.295714285714283, 'ra': 13.235714285714284}","[{'market': 'ra', 'side': 'OVER', 'line': 9.5, 'price': -125.0, 'edge': 0.08439642669577108, 'ev': 0.15191356805238798, 'ev_pct': 15.191356805238797, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 109.0, 'edge': 0.06003271896919865, 'ev': 0.1254683826456252, 'ev_pct': 12.54683826456252, 'book': 'draftkings'}, {'market': 'ast', 'side': 'OVER', 'line': 6.5, 'price': -101.0, 'edge': 0.04556731347358345, 'ev': 0.09068346542762651, 'ev_pct': 9.06834654276265, 'book': 'draftkings'}, {'market': 'pa', 'side': 'OVER', 'line': 18.5, 'price': -104.0, 'edge': 0.01793891023907601, 'ev': 0.03518786239203364, 'ev_pct': 3.518786239203364, 'book': 'fanduel'}, {'market': 'pr', 'side': 'OVER', 'line': 15.5, 'price': -103.0, 'edge': 0.011380092037456935, 'ev': 0.022428725083531775, 'ev_pct': 2.2428725083531775, 'book': 'draftkings'}]","{'market': 'ra', 'side': 'OVER', 'line': 9.5, 'price': -125.0, 'edge': 0.08439642669577108, 'ev': 0.15191356805238798, 'ev_pct': 15.191356805238797, 'book': 'draftkings'}",model 13.2 vs line 9.5 (+3.7),13.235714285714284,"['EV 15.2%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Caitlin Clark,IND,"[{'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': -121.0, 'edge': 0.03331537026073017, 'ev': 0.06084873411257341, 'ev_pct': 6.084873411257341, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': -129.0, 'edge': 0.030944250499422954, 'ev': 0.054932041584246916, 'ev_pct': 5.493204158424692, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': -132.0, 'edge': 0.030097239507102524, 'ev': 0.05289817852763479, 'ev_pct': 5.289817852763479, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 27.5, 'price': -102.0, 'edge': 0.03830611738958456, 'ev': 0.07586113443819686, 'ev_pct': 7.586113443819686, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 28.5, 'price': -128.0, 'edge': 0.04123946818787039, 'ev': 0.07345780270964408, 'ev_pct': 7.345780270964408, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -125.0, 'edge': 0.04695922084348647, 'ev': 0.08452659751827574, 'ev_pct': 8.452659751827573, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -128.0, 'edge': 0.045672671135884135, 'ev': 0.08135444546079357, 'ev_pct': 8.135444546079357, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': -134.0, 'edge': 0.08199024519195297, 'ev': 0.1431769953352014, 'ev_pct': 14.31769953352014, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': -136.0, 'edge': 0.08119349015790989, 'ev': 0.14089458586225545, 'ev_pct': 14.089458586225545, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -102.0, 'edge': 0.06354972002014869, 'ev': 0.12585336709872585, 'ev_pct': 12.585336709872585, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -106.0, 'edge': 0.06210782825815697, 'ev': 0.12070011906773903, 'ev_pct': 12.070011906773903, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -113.0, 'edge': 0.0597148294888421, 'ev': 0.11255981133737492, 'ev_pct': 11.255981133737492, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 114.0, 'edge': 0.09101271921660842, 'ev': 0.194767219123542, 'ev_pct': 19.4767219123542, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 112.0, 'edge': 0.08660432563522946, 'ev': 0.18360117034668655, 'ev_pct': 18.360117034668654, 'book': 'betrivers'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 111.0, 'edge': 0.0843687895536771, 'ev': 0.1780181459582587, 'ev_pct': 17.80181459582587, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 106.0, 'edge': 0.07286554563889314, 'ev': 0.15010302401611986, 'ev_pct': 15.010302401611986, 'book': 'draftkings'}]",[],[],"{'pts': 18.063333333333333, 'reb': 3.034444444444444, 'ast': 7.176666666666667, 'threes': 2.6466666666666665, 'stl': 0.5180266666666666, 'blk': 0.42384, 'tov': 1.4128, 'pra': 28.27444444444444, 'pr': 21.097777777777775, 'pa': 25.24, 'ra': 10.21111111111111}","[{'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 114.0, 'edge': 0.09101271921660842, 'ev': 0.194767219123542, 'ev_pct': 19.4767219123542, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': -134.0, 'edge': 0.08199024519195297, 'ev': 0.1431769953352014, 'ev_pct': 14.31769953352014, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -102.0, 'edge': 0.06354972002014869, 'ev': 0.12585336709872585, 'ev_pct': 12.585336709872585, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -125.0, 'edge': 0.04695922084348647, 'ev': 0.08452659751827574, 'ev_pct': 8.452659751827573, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 28.5, 'price': -128.0, 'edge': 0.04123946818787039, 'ev': 0.07345780270964408, 'ev_pct': 7.345780270964408, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': -121.0, 'edge': 0.03331537026073017, 'ev': 0.06084873411257341, 'ev_pct': 6.084873411257341, 'book': 'draftkings'}]","{'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 114.0, 'edge': 0.09101271921660842, 'ev': 0.194767219123542, 'ev_pct': 19.4767219123542, 'book': 'fanduel'}",model 2.6 vs line 2.5 (+0.1),2.6466666666666665,"['EV 19.5%', 'Regular price range (-150 to +150)', 'Consensus: 4 books aligned', 'Best line available']",0.75,1.0
Aliyah Boston,IND,"[{'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 117.0, 'edge': 0.027521889508312025, 'ev': 0.059722500233037046, 'ev_pct': 5.972250023303705, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 114.0, 'edge': 0.026552855527520458, 'ev': 0.056823110828893686, 'ev_pct': 5.682311082889369, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 19.5, 'price': -112.0, 'edge': 0.07407125415742744, 'ev': 0.1402063025122734, 'ev_pct': 14.02063025122734, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 19.5, 'price': -123.0, 'edge': 0.0689523777719464, 'ev': 0.12501122148897603, 'ev_pct': 12.501122148897604, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -102.0, 'edge': 0.05555319522834945, 'ev': 0.1100171121188881, 'ev_pct': 11.001711211888809, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -110.0, 'edge': 0.051404208901145276, 'ev': 0.0981353079021865, 'ev_pct': 9.81353079021865, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 11.5, 'price': -126.0, 'edge': 0.028583447576323695, 'ev': 0.05126872343054878, 'ev_pct': 5.1268723430548775, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 11.5, 'price': -138.0, 'edge': 0.023675289622876794, 'ev': 0.04083129659597601, 'ev_pct': 4.083129659597601, 'book': 'fanduel'}]",[],[],"{'pts': 13.489999999999998, 'reb': 8.25, 'ast': 2.13, 'threes': 0.855, 'stl': 0.4219599999999999, 'blk': 0.34524, 'tov': 1.1508, 'pra': 23.87, 'pr': 21.74, 'pa': 15.619999999999997, 'ra': 10.379999999999999}","[{'market': 'pa', 'side': 'UNDER', 'line': 19.5, 'price': -112.0, 'edge': 0.07407125415742744, 'ev': 0.1402063025122734, 'ev_pct': 14.02063025122734, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': -102.0, 'edge': 0.05555319522834945, 'ev': 0.1100171121188881, 'ev_pct': 11.001711211888809, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 117.0, 'edge': 0.027521889508312025, 'ev': 0.059722500233037046, 'ev_pct': 5.972250023303705, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 11.5, 'price': -126.0, 'edge': 0.028583447576323695, 'ev': 0.05126872343054878, 'ev_pct': 5.1268723430548775, 'book': 'draftkings'}]","{'market': 'pa', 'side': 'UNDER', 'line': 19.5, 'price': -112.0, 'edge': 0.07407125415742744, 'ev': 0.1402063025122734, 'ev_pct': 14.02063025122734, 'book': 'fanduel'}",model 15.6 vs line 19.5 (-3.9),15.619999999999997,"['EV 14.0%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Angel Reese,ATL,"[{'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': -146.0, 'edge': 0.005855663304190628, 'ev': 0.009866391594732127, 'ev_pct': 0.9866391594732127, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': -121.0, 'edge': 0.018681139988981355, 'ev': 0.034120098657561104, 'ev_pct': 3.4120098657561106, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': -132.0, 'edge': 0.013961214883660755, 'ev': 0.024537892825828023, 'ev_pct': 2.453789282582802, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 26.5, 'price': -108.0, 'edge': 0.051622396145997174, 'ev': 0.0994209110959946, 'ev_pct': 9.94209110959946, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 26.5, 'price': -114.0, 'edge': 0.04865690369452347, 'ev': 0.09133839816340361, 'ev_pct': 9.13383981634036, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': -128.0, 'edge': 0.057641755487041646, 'ev': 0.10267437696129289, 'ev_pct': 10.267437696129289, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': -136.0, 'edge': 0.05437086639991706, 'ev': 0.09434944463515027, 'ev_pct': 9.434944463515027, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 12.5, 'price': -128.0, 'edge': 0.03953379316117511, 'ev': 0.07041956906834312, 'ev_pct': 7.041956906834312, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 12.5, 'price': -136.0, 'edge': 0.03730364151086285, 'ev': 0.06473278968061502, 'ev_pct': 6.473278968061502, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 12.5, 'price': -137.0, 'edge': 0.037035458717470826, 'ev': 0.06406864026307002, 'ev_pct': 6.406864026307002, 'book': 'williamhill_us'}]",[],[],"{'pts': 13.472857142857142, 'reb': 10.132857142857144, 'ast': 2.838571428571429, 'threes': 0.0, 'stl': 0.6700885714285713, 'blk': 0.5482542857142856, 'tov': 1.8275142857142848, 'pra': 26.444285714285712, 'pr': 23.605714285714285, 'pa': 16.31142857142857, 'ra': 12.971428571428573}","[{'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': -128.0, 'edge': 0.057641755487041646, 'ev': 0.10267437696129289, 'ev_pct': 10.267437696129289, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 26.5, 'price': -108.0, 'edge': 0.051622396145997174, 'ev': 0.0994209110959946, 'ev_pct': 9.94209110959946, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 12.5, 'price': -128.0, 'edge': 0.03953379316117511, 'ev': 0.07041956906834312, 'ev_pct': 7.041956906834312, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': -121.0, 'edge': 0.018681139988981355, 'ev': 0.034120098657561104, 'ev_pct': 3.4120098657561106, 'book': 'draftkings'}, {'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': -146.0, 'edge': 0.005855663304190628, 'ev': 0.009866391594732127, 'ev_pct': 0.9866391594732127, 'book': 'fanduel'}]","{'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': -128.0, 'edge': 0.057641755487041646, 'ev': 0.10267437696129289, 'ev_pct': 10.267437696129289, 'book': 'draftkings'}",model 13.0 vs line 15.5 (-2.5),12.971428571428573,"['EV 10.3%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Rhyne Howard,ATL,"[{'market': 'pa', 'side': 'UNDER', 'line': 21.5, 'price': -125.0, 'edge': 0.0026447799586543086, 'ev': 0.004760603925577811, 'ev_pct': 0.4760603925577811, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 21.5, 'price': -126.0, 'edge': 0.0022121349242394395, 'ev': 0.003967797562524633, 'ev_pct': 0.3967797562524633, 'book': 'draftkings'}, {'market': 'pr', 'side': 'OVER', 'line': 21.5, 'price': -114.0, 'edge': 0.007814847907563482, 'ev': 0.014669977651040111, 'ev_pct': 1.4669977651040111, 'book': 'fanduel'}, {'market': 'pr', 'side': 'OVER', 'line': 21.5, 'price': -121.0, 'edge': 0.004558620902023636, 'ev': 0.008326076192952392, 'ev_pct': 0.8326076192952392, 'book': 'draftkings'}, {'market': 'ra', 'side': 'OVER', 'line': 7.5, 'price': 114.0, 'edge': 0.045113110789816224, 'ev': 0.09654205709020669, 'ev_pct': 9.654205709020669, 'book': 'fanduel'}, {'market': 'ra', 'side': 'OVER', 'line': 7.5, 'price': -107.0, 'edge': 0.03419704234428822, 'ev': 0.06615689500250144, 'ev_pct': 6.615689500250143, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': -130.0, 'edge': 0.04568136870786699, 'ev': 0.08082088309853386, 'ev_pct': 8.082088309853386, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': -132.0, 'edge': 0.04511914981731224, 'ev': 0.07930032392133674, 'ev_pct': 7.930032392133674, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': -141.0, 'edge': 0.04270464130393403, 'ev': 0.07299162095211426, 'ev_pct': 7.299162095211425, 'book': 'betrivers'}]",[],[],"{'pts': 17.406666666666666, 'reb': 4.87, 'ast': 3.333333333333333, 'threes': 3.14, 'stl': 0.7111133333333333, 'blk': 0.5818199999999999, 'tov': 1.9394, 'pra': 25.61, 'pr': 22.276666666666667, 'pa': 20.74, 'ra': 8.203333333333333}","[{'market': 'ra', 'side': 'OVER', 'line': 7.5, 'price': 114.0, 'edge': 0.045113110789816224, 'ev': 0.09654205709020669, 'ev_pct': 9.654205709020669, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': -130.0, 'edge': 0.04568136870786699, 'ev': 0.08082088309853386, 'ev_pct': 8.082088309853386, 'book': 'fanduel'}, {'market': 'pr', 'side': 'OVER', 'line': 21.5, 'price': -114.0, 'edge': 0.007814847907563482, 'ev': 0.014669977651040111, 'ev_pct': 1.4669977651040111, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 21.5, 'price': -125.0, 'edge': 0.0026447799586543086, 'ev': 0.004760603925577811, 'ev_pct': 0.4760603925577811, 'book': 'fanduel'}]","{'market': 'ra', 'side': 'OVER', 'line': 7.5, 'price': 114.0, 'edge': 0.045113110789816224, 'ev': 0.09654205709020669, 'ev_pct': 9.654205709020669, 'book': 'fanduel'}",model 8.2 vs line 7.5 (+0.7),8.203333333333333,"['EV 9.7%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Naz Hillmon,ATL,"[{'market': 'pr', 'side': 'UNDER', 'line': 14.5, 'price': -110.0, 'edge': 0.10256190476190474, 'ev': 0.19579999999999997, 'ev_pct': 19.58, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 14.5, 'price': -112.0, 'edge': 0.10157358490566037, 'ev': 0.19226428571428578, 'ev_pct': 19.226428571428578, 'book': 'draftkings'}, {'market': 'pts', 'side': 'UNDER', 'line': 8.5, 'price': -102.0, 'edge': 0.2133714942649667, 'ev': 0.42255923374042426, 'ev_pct': 42.255923374042425, 'book': 'fanduel'}, {'market': 'pts', 'side': 'UNDER', 'line': 8.5, 'price': -103.0, 'edge': 0.21093282675289526, 'ev': 0.41572197894017227, 'ev_pct': 41.57219789401723, 'book': 'williamhill_us'}, {'market': 'pts', 'side': 'UNDER', 'line': 8.5, 'price': -107.0, 'edge': 0.20141377675408523, 'ev': 0.38965095129061345, 'ev_pct': 38.965095129061346, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 5.5, 'price': 100.0, 'edge': 0.061894812652878106, 'ev': 0.12378962530575621, 'ev_pct': 12.37896253057562, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 5.5, 'price': -102.0, 'edge': 0.06115223839545236, 'ev': 0.12110541329295466, 'ev_pct': 12.110541329295465, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 5.5, 'price': -108.0, 'edge': 0.05901019726826273, 'ev': 0.11364926881295057, 'ev_pct': 11.364926881295057, 'book': 'fanduel'}]",[],[],"{'pts': 5.506666666666666, 'reb': 4.1066666666666665, 'ast': 0.75, 'threes': 0.2066666666666666, 'stl': 0.63822, 'blk': 0.52218, 'tov': 1.7406, 'pra': 10.363333333333332, 'pr': 9.613333333333333, 'pa': 6.256666666666666, 'ra': 4.8566666666666665}","[{'market': 'pts', 'side': 'UNDER', 'line': 8.5, 'price': -102.0, 'edge': 0.2133714942649667, 'ev': 0.42255923374042426, 'ev_pct': 42.255923374042425, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 14.5, 'price': -110.0, 'edge': 0.10256190476190474, 'ev': 0.19579999999999997, 'ev_pct': 19.58, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 5.5, 'price': 100.0, 'edge': 0.061894812652878106, 'ev': 0.12378962530575621, 'ev_pct': 12.37896253057562, 'book': 'draftkings'}]","{'market': 'pts', 'side': 'UNDER', 'line': 8.5, 'price': -102.0, 'edge': 0.2133714942649667, 'ev': 0.42255923374042426, 'ev_pct': 42.255923374042425, 'book': 'fanduel'}",model 5.5 vs line 8.5 (-3.0),5.506666666666666,"['EV 42.3%', 'Regular price range (-150 to +150)', 'Consensus: 3 books aligned', 'Best line available']",0.5,1.0
Sophie Cunningham,IND,"[{'market': 'pr', 'side': 'OVER', 'line': 10.5, 'price': -136.0, 'edge': 0.018936379268677084, 'ev': 0.03286018755446912, 'ev_pct': 3.2860187554469125, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 2.5, 'price': -104.0, 'edge': 0.03354950274166968, 'ev': 0.06580863999327513, 'ev_pct': 6.580863999327513, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -136.0, 'edge': 0.016840013625537775, 'ev': 0.029222376585492094, 'ev_pct': 2.9222376585492094, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -136.0, 'edge': 0.016840013625537775, 'ev': 0.029222376585492094, 'ev_pct': 2.9222376585492094, 'book': 'williamhill_us'}]",[],[],"{'pts': 9.724444444444444, 'reb': 1.8766666666666667, 'ast': 0.9666666666666666, 'threes': 1.2644444444444445, 'stl': 0.5075888888888888, 'blk': 0.4152999999999999, 'tov': 1.3843333333333332, 'pra': 12.567777777777778, 'pr': 11.601111111111111, 'pa': 10.69111111111111, 'ra': 2.8433333333333333}","[{'market': 'reb', 'side': 'UNDER', 'line': 2.5, 'price': -104.0, 'edge': 0.03354950274166968, 'ev': 0.06580863999327513, 'ev_pct': 6.580863999327513, 'book': 'draftkings'}, {'market': 'pr', 'side': 'OVER', 'line': 10.5, 'price': -136.0, 'edge': 0.018936379268677084, 'ev': 0.03286018755446912, 'ev_pct': 3.2860187554469125, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -136.0, 'edge': 0.016840013625537775, 'ev': 0.029222376585492094, 'ev_pct': 2.9222376585492094, 'book': 'draftkings'}]","{'market': 'reb', 'side': 'UNDER', 'line': 2.5, 'price': -104.0, 'edge': 0.03354950274166968, 'ev': 0.06580863999327513, 'ev_pct': 6.580863999327513, 'book': 'draftkings'}",model 1.9 vs line 2.5 (-0.6),1.8766666666666667,"['EV 6.6%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Allisha Gray,ATL,"[{'market': 'pr', 'side': 'OVER', 'line': 22.5, 'price': -114.0, 'edge': 0.013904550050086062, 'ev': 0.026101523778231606, 'ev_pct': 2.6101523778231606, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': -118.0, 'edge': 0.028639500247886418, 'ev': 0.052910263169824, 'ev_pct': 5.2910263169824, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': -121.0, 'edge': 0.027705463965765897, 'ev': 0.05060254162342376, 'ev_pct': 5.060254162342376, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': -139.0, 'edge': 0.022593667074495727, 'ev': 0.03884810381873727, 'ev_pct': 3.8848103818737267, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 108.0, 'edge': 0.052248238689703796, 'ev': 0.10867633647458397, 'ev_pct': 10.867633647458398, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 106.0, 'edge': 0.04758057625505108, 'ev': 0.09801598708540527, 'ev_pct': 9.801598708540526, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 100.0, 'edge': 0.03301746945893458, 'ev': 0.06603493891786916, 'ev_pct': 6.603493891786916, 'book': 'fanduel'}]",[],[],"{'pts': 19.572857142857146, 'reb': 4.141428571428572, 'ast': 0.6928571428571428, 'threes': 1.417142857142857, 'stl': 0.744102857142857, 'blk': 0.6088114285714284, 'tov': 2.0293714285714284, 'pra': 24.40714285714286, 'pr': 23.71428571428572, 'pa': 20.26571428571429, 'ra': 4.834285714285715}","[{'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 108.0, 'edge': 0.052248238689703796, 'ev': 0.10867633647458397, 'ev_pct': 10.867633647458398, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': -118.0, 'edge': 0.028639500247886418, 'ev': 0.052910263169824, 'ev_pct': 5.2910263169824, 'book': 'fanduel'}, {'market': 'pr', 'side': 'OVER', 'line': 22.5, 'price': -114.0, 'edge': 0.013904550050086062, 'ev': 0.026101523778231606, 'ev_pct': 2.6101523778231606, 'book': 'fanduel'}]","{'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 108.0, 'edge': 0.052248238689703796, 'ev': 0.10867633647458397, 'ev_pct': 10.867633647458398, 'book': 'draftkings'}",model 1.4 vs line 1.5 (-0.1),1.417142857142857,"['EV 10.9%', 'Regular price range (-150 to +150)', 'Consensus: 3 books aligned', 'Best line available']",0.5,1.0
Kelsey Mitchell,IND,[],[],[],"{'pts': 19.80777777777778, 'reb': 0.4955555555555555, 'ast': 2.335555555555556, 'threes': 1.3777777777777778, 'stl': 0.6437199999999998, 'blk': 0.5266799999999998, 'tov': 1.7555999999999996, 'pra': 22.63888888888889, 'pr': 20.303333333333335, 'pa': 22.143333333333334, 'ra': 2.8311111111111114}",[],,,,[],0.0,0.0
Lexie Hull,IND,[],[],[],"{'pts': 8.39, 'reb': 4.298571428571428, 'ast': 1.3914285714285717, 'threes': 1.6885714285714286, 'stl': 0.45716, 'blk': 0.37404, 'tov': 1.2468, 'pra': 14.08, 'pr': 12.688571428571429, 'pa': 9.781428571428572, 'ra': 5.6899999999999995}",[],,,,[],0.0,0.0
