player,team,plays,ladders,sim_ladders,model,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
Veronica Burton,GSV,"[{'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 105.0, 'edge': 0.029457155340167906, 'ev': 0.060387168447344264, 'ev_pct': 6.038716844734426, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 102.0, 'edge': 0.02837046130491072, 'ev': 0.05730833183591966, 'ev_pct': 5.730833183591965, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 100.0, 'edge': 0.02762788704748509, 'ev': 0.05525577409497018, 'ev_pct': 5.525577409497018, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 21.5, 'price': -102.0, 'edge': 0.011489289024718685, 'ev': 0.022753297872482037, 'ev_pct': 2.2753297872482037, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 21.5, 'price': -105.0, 'edge': 0.00989547110634148, 'ev': 0.01931972930285719, 'ev_pct': 1.9319729302857191, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': -130.0, 'edge': 0.032429835310472055, 'ev': 0.057375862472373584, 'ev_pct': 5.737586247237358, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': -150.0, 'edge': 0.024777661397428652, 'ev': 0.04129610232904768, 'ev_pct': 4.129610232904768, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 104.0, 'edge': 0.16627048887876122, 'ev': 0.3391917973126729, 'ev_pct': 33.91917973126729, 'book': 'betrivers'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 102.0, 'edge': 0.1614170623596387, 'ev': 0.32606246596647015, 'ev_pct': 32.60624659664701, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 102.0, 'edge': 0.1614170623596387, 'ev': 0.32606246596647015, 'ev_pct': 32.60624659664701, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -102.0, 'edge': 0.1515160722606288, 'ev': 0.3000612411435982, 'ev_pct': 30.00612411435982, 'book': 'draftkings'}]",[],[],"{'pts': 15.06167741935484, 'reb': 3.007535483870968, 'ast': 5.301409032258064, 'threes': 2.023690322580645, 'stl': 1.1516903225806454, 'blk': 0.3838967741935484, 'tov': 1.919483870967742, 'pra': 23.37062193548387, 'pr': 18.069212903225807, 'pa': 20.363086451612904, 'ra': 8.308944516129031}","[{'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 104.0, 'edge': 0.16627048887876122, 'ev': 0.3391917973126729, 'ev_pct': 33.91917973126729, 'book': 'betrivers'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 105.0, 'edge': 0.029457155340167906, 'ev': 0.060387168447344264, 'ev_pct': 6.038716844734426, 'book': 'williamhill_us'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': -130.0, 'edge': 0.032429835310472055, 'ev': 0.057375862472373584, 'ev_pct': 5.737586247237358, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 21.5, 'price': -102.0, 'edge': 0.011489289024718685, 'ev': 0.022753297872482037, 'ev_pct': 2.2753297872482037, 'book': 'fanduel'}]","{'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 104.0, 'edge': 0.16627048887876122, 'ev': 0.3391917973126729, 'ev_pct': 33.91917973126729, 'book': 'betrivers'}",model 2.0 vs line 1.5 (+0.5),2.023690322580645,"['EV 33.9%', 'Regular price range (-150 to +150)', 'Consensus: 4 books aligned', 'Best line available']",0.75,1.0
Carla Leite,POR,"[{'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': 106.0, 'edge': 0.026149900827643235, 'ev': 0.05386879570494507, 'ev_pct': 5.386879570494507, 'book': 'fanduel'}, {'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': -102.0, 'edge': 0.02322286055080003, 'ev': 0.04599037089472158, 'ev_pct': 4.599037089472158, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': -106.0, 'edge': 0.021780968788808197, 'ev': 0.042329052551834834, 'ev_pct': 4.232905255183484, 'book': 'draftkings'}, {'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': -121.0, 'edge': 0.0168387379756465, 'ev': 0.030755050352213986, 'ev_pct': 3.075505035221399, 'book': 'betrivers'}, {'market': 'pa', 'side': 'OVER', 'line': 18.5, 'price': -109.0, 'edge': 0.006016108251598817, 'ev': 0.01153547362003804, 'ev_pct': 1.153547362003804, 'book': 'draftkings'}, {'market': 'pa', 'side': 'OVER', 'line': 18.5, 'price': -114.0, 'edge': 0.003556688674619002, 'ev': 0.0066765910207758905, 'ev_pct': 0.667659102077589, 'book': 'fanduel'}]",[],[],"{'pts': 13.941428571428572, 'reb': 2.621128571428572, 'ast': 5.529585714285714, 'threes': 0.1495571428571428, 'stl': 0.4718571428571429, 'blk': 0.0, 'tov': 2.595214285714286, 'pra': 22.09214285714286, 'pr': 16.562557142857145, 'pa': 19.471014285714286, 'ra': 8.150714285714287}","[{'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': 106.0, 'edge': 0.026149900827643235, 'ev': 0.05386879570494507, 'ev_pct': 5.386879570494507, 'book': 'fanduel'}, {'market': 'pa', 'side': 'OVER', 'line': 18.5, 'price': -109.0, 'edge': 0.006016108251598817, 'ev': 0.01153547362003804, 'ev_pct': 1.153547362003804, 'book': 'draftkings'}]","{'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': 106.0, 'edge': 0.026149900827643235, 'ev': 0.05386879570494507, 'ev_pct': 5.386879570494507, 'book': 'fanduel'}",model 5.5 vs line 4.5 (+1.0),5.529585714285714,"['EV 5.4%', 'Regular price range (-150 to +150)', 'Consensus: 4 books aligned', 'Best line available']",0.75,1.0
Breanna Stewart,NYL,"[{'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -118.0, 'edge': 0.015754903250020602, 'ev': 0.029106516173766805, 'ev_pct': 2.9106516173766805, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 28.5, 'price': -104.0, 'edge': 7.156292640198014e-05, 'ev': 0.0001403734325576833, 'ev_pct': 0.01403734325576833, 'book': 'fanduel'}, {'market': 'ra', 'side': 'OVER', 'line': 11.5, 'price': -129.0, 'edge': 0.006739645757234181, 'ev': 0.011964177351989347, 'ev_pct': 1.1964177351989347, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 8.5, 'price': -114.0, 'edge': 0.01924394576730326, 'ev': 0.03612459994914813, 'ev_pct': 3.612459994914813, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 8.5, 'price': -115.0, 'edge': 0.018917929683843093, 'ev': 0.03536830332196744, 'ev_pct': 3.536830332196744, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'OVER', 'line': 8.5, 'price': -120.0, 'edge': 0.017332306005196196, 'ev': 0.031775894342859656, 'ev_pct': 3.1775894342859656, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 9.5, 'price': 107.0, 'edge': 0.007429943096789349, 'ev': 0.01537998221035397, 'ev_pct': 1.537998221035397, 'book': 'betrivers'}]",[],[],"{'pts': 18.549275126903552, 'reb': 9.745608121827413, 'ast': 2.682745177664974, 'threes': 0.2243431472081217, 'stl': 1.001715736040609, 'blk': 1.5025736040609134, 'tov': 2.5042893401015225, 'pra': 30.97762842639593, 'pr': 28.294883248730965, 'pa': 21.232020304568525, 'ra': 12.428353299492386}","[{'market': 'reb', 'side': 'OVER', 'line': 8.5, 'price': -114.0, 'edge': 0.01924394576730326, 'ev': 0.03612459994914813, 'ev_pct': 3.612459994914813, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -118.0, 'edge': 0.015754903250020602, 'ev': 0.029106516173766805, 'ev_pct': 2.9106516173766805, 'book': 'draftkings'}, {'market': 'ra', 'side': 'OVER', 'line': 11.5, 'price': -129.0, 'edge': 0.006739645757234181, 'ev': 0.011964177351989347, 'ev_pct': 1.1964177351989347, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 28.5, 'price': -104.0, 'edge': 7.156292640198014e-05, 'ev': 0.0001403734325576833, 'ev_pct': 0.01403734325576833, 'book': 'fanduel'}]","{'market': 'reb', 'side': 'OVER', 'line': 8.5, 'price': -114.0, 'edge': 0.01924394576730326, 'ev': 0.03612459994914813, 'ev_pct': 3.612459994914813, 'book': 'fanduel'}",model 9.7 vs line 8.5 (+1.2),9.745608121827413,"['EV 3.6%', 'Regular price range (-150 to +150)', 'Consensus: 4 books aligned', 'Best line available']",0.75,1.0
Gabby Williams,GSV,"[{'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': -112.0, 'edge': 0.0283800698810992, 'ev': 0.05371941798922353, 'ev_pct': 5.371941798922353, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -106.0, 'edge': 0.042418506109846654, 'ev': 0.08243596470404158, 'ev_pct': 8.243596470404157, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -115.0, 'edge': 0.037947971000341085, 'ev': 0.07094620665281148, 'ev_pct': 7.094620665281148, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -144.0, 'edge': 0.026920358182900728, 'ev': 0.04561505136547067, 'ev_pct': 4.561505136547067, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -150.0, 'edge': 0.025444948346835083, 'ev': 0.042408247244725084, 'ev_pct': 4.240824724472509, 'book': 'williamhill_us'}]",[],[],"{'pts': 10.804641221374045, 'reb': 2.287083969465649, 'ast': 2.4926717557251905, 'threes': 1.7353893129770994, 'stl': 1.8213740458015264, 'blk': 0.3642748091603053, 'tov': 2.0035114503816795, 'pra': 15.584396946564883, 'pr': 13.091725190839693, 'pa': 13.297312977099235, 'ra': 4.77975572519084}","[{'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -106.0, 'edge': 0.042418506109846654, 'ev': 0.08243596470404158, 'ev_pct': 8.243596470404157, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': -112.0, 'edge': 0.0283800698810992, 'ev': 0.05371941798922353, 'ev_pct': 5.371941798922353, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -144.0, 'edge': 0.026920358182900728, 'ev': 0.04561505136547067, 'ev_pct': 4.561505136547067, 'book': 'fanduel'}]","{'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -106.0, 'edge': 0.042418506109846654, 'ev': 0.08243596470404158, 'ev_pct': 8.243596470404157, 'book': 'fanduel'}",model 13.1 vs line 17.5 (-4.4),13.091725190839693,"['EV 8.2%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Sabrina Ionescu,NYL,"[{'market': 'pa', 'side': 'UNDER', 'line': 21.5, 'price': -125.0, 'edge': 0.06597164333488426, 'ev': 0.11874895800279173, 'ev_pct': 11.874895800279173, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 20.5, 'price': -123.0, 'edge': 0.06853724166244046, 'ev': 0.12425857634735149, 'ev_pct': 12.425857634735149, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -120.0, 'edge': 0.007854945653617218, 'ev': 0.014400733698298196, 'ev_pct': 1.4400733698298196, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -147.0, 'edge': 0.003033689620963398, 'ev': 0.005097424056992816, 'ev_pct': 0.5097424056992816, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -148.0, 'edge': 0.0027888156494340066, 'ev': 0.004673150547700233, 'ev_pct': 0.46731505477002333, 'book': 'williamhill_us'}]",[],[],"{'pts': 8.04, 'reb': 3.62, 'ast': 5.08, 'threes': 1.44, 'stl': 0.5624520000000001, 'blk': 0.460188, 'tov': 1.53396, 'pra': 16.740000000000002, 'pr': 11.66, 'pa': 13.12, 'ra': 8.7}","[{'market': 'pr', 'side': 'UNDER', 'line': 20.5, 'price': -123.0, 'edge': 0.06853724166244046, 'ev': 0.12425857634735149, 'ev_pct': 12.425857634735149, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 21.5, 'price': -125.0, 'edge': 0.06597164333488426, 'ev': 0.11874895800279173, 'ev_pct': 11.874895800279173, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -120.0, 'edge': 0.007854945653617218, 'ev': 0.014400733698298196, 'ev_pct': 1.4400733698298196, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -147.0, 'edge': 0.003033689620963398, 'ev': 0.005097424056992816, 'ev_pct': 0.5097424056992816, 'book': 'draftkings'}]","{'market': 'pr', 'side': 'UNDER', 'line': 20.5, 'price': -123.0, 'edge': 0.06853724166244046, 'ev': 0.12425857634735149, 'ev_pct': 12.425857634735149, 'book': 'draftkings'}",model 11.7 vs line 20.5 (-8.8),11.66,"['EV 12.4%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Kayla Thornton,GSV,"[{'market': 'pr', 'side': 'UNDER', 'line': 16.5, 'price': -110.0, 'edge': 0.022137980045131123, 'ev': 0.04226341644979581, 'ev_pct': 4.2263416449795805, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 16.5, 'price': -113.0, 'edge': 0.020662460259752158, 'ev': 0.038947823321479724, 'ev_pct': 3.8947823321479724, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 124.0, 'edge': 0.01968115773975032, 'ev': 0.04408579333704088, 'ev_pct': 4.408579333704088, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 109.0, 'edge': 0.014875108525806369, 'ev': 0.0310889768189353, 'ev_pct': 3.10889768189353, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 107.0, 'edge': 0.014181675338094002, 'ev': 0.02935606794985468, 'ev_pct': 2.935606794985468, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -130.0, 'edge': 0.04991439168368461, 'ev': 0.08831007759421117, 'ev_pct': 8.831007759421116, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -132.0, 'edge': 0.04616626574665306, 'ev': 0.08114070949411756, 'ev_pct': 8.114070949411756, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -132.0, 'edge': 0.04616626574665306, 'ev': 0.08114070949411756, 'ev_pct': 8.114070949411756, 'book': 'williamhill_us'}]",[],[],"{'pts': 10.025658904109587, 'reb': 3.9124493150684927, 'ast': 0.3107041095890411, 'threes': 1.1194643835616436, 'stl': 0.3845068493150684, 'blk': 0.5767602739726027, 'tov': 0.7690136986301369, 'pra': 14.248812328767125, 'pr': 13.93810821917808, 'pa': 10.336363013698628, 'ra': 4.223153424657534}","[{'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -130.0, 'edge': 0.04991439168368461, 'ev': 0.08831007759421117, 'ev_pct': 8.831007759421116, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 124.0, 'edge': 0.01968115773975032, 'ev': 0.04408579333704088, 'ev_pct': 4.408579333704088, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 16.5, 'price': -110.0, 'edge': 0.022137980045131123, 'ev': 0.04226341644979581, 'ev_pct': 4.2263416449795805, 'book': 'fanduel'}]","{'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -130.0, 'edge': 0.04991439168368461, 'ev': 0.08831007759421117, 'ev_pct': 8.831007759421116, 'book': 'draftkings'}",model 1.1 vs line 1.5 (-0.4),1.1194643835616436,"['EV 8.8%', 'Regular price range (-150 to +150)', 'Consensus: 3 books aligned', 'Best line available']",0.5,1.0
Janelle Salaun,GSV,"[{'market': 'pr', 'side': 'UNDER', 'line': 15.5, 'price': -133.0, 'edge': 0.01756929968856713, 'ev': 0.03077929945440705, 'ev_pct': 3.077929945440705, 'book': 'draftkings'}]",[],[],"{'pts': 9.6606, 'reb': 2.712133333333333, 'ast': 0.5554666666666667, 'threes': 1.5944, 'stl': 0.7657777777777779, 'blk': 0.1914444444444444, 'tov': 0.3828888888888889, 'pra': 12.9282, 'pr': 12.372733333333333, 'pa': 10.216066666666666, 'ra': 3.2676}","[{'market': 'pr', 'side': 'UNDER', 'line': 15.5, 'price': -133.0, 'edge': 0.01756929968856713, 'ev': 0.03077929945440705, 'ev_pct': 3.077929945440705, 'book': 'draftkings'}]","{'market': 'pr', 'side': 'UNDER', 'line': 15.5, 'price': -133.0, 'edge': 0.01756929968856713, 'ev': 0.03077929945440705, 'ev_pct': 3.077929945440705, 'book': 'draftkings'}",model 12.4 vs line 15.5 (-3.1),12.372733333333333,"['EV 3.1%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Aaliyah Edwards,CON,"[{'market': 'pr', 'side': 'OVER', 'line': 14.5, 'price': -101.0, 'edge': 0.012452625836972153, 'ev': 0.024781958348825905, 'ev_pct': 2.4781958348825905, 'book': 'draftkings'}, {'market': 'pr', 'side': 'OVER', 'line': 14.5, 'price': -108.0, 'edge': 0.008769120287794974, 'ev': 0.016888676109827416, 'ev_pct': 1.6888676109827416, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 4.5, 'price': -108.0, 'edge': 0.00729503980048829, 'ev': 0.01404970628242197, 'ev_pct': 1.404970628242197, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 4.5, 'price': -108.0, 'edge': 0.00729503980048829, 'ev': 0.01404970628242197, 'ev_pct': 1.404970628242197, 'book': 'betrivers'}, {'market': 'reb', 'side': 'OVER', 'line': 4.5, 'price': -111.0, 'edge': 0.0062697025784685945, 'ev': 0.011918083279791658, 'ev_pct': 1.1918083279791658, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'OVER', 'line': 4.5, 'price': -114.0, 'edge': 0.005273113129028895, 'ev': 0.009898650961510269, 'ev_pct': 0.9898650961510269, 'book': 'fanduel'}]",[],[],"{'pts': 10.688047058823528, 'reb': 5.012818823529411, 'ast': 1.630005882352941, 'threes': 0.0, 'stl': 1.6280117647058825, 'blk': 0.542670588235294, 'tov': 2.442017647058824, 'pra': 17.33087176470588, 'pr': 15.70086588235294, 'pa': 12.31805294117647, 'ra': 6.642824705882353}","[{'market': 'pr', 'side': 'OVER', 'line': 14.5, 'price': -101.0, 'edge': 0.012452625836972153, 'ev': 0.024781958348825905, 'ev_pct': 2.4781958348825905, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 4.5, 'price': -108.0, 'edge': 0.00729503980048829, 'ev': 0.01404970628242197, 'ev_pct': 1.404970628242197, 'book': 'draftkings'}]","{'market': 'pr', 'side': 'OVER', 'line': 14.5, 'price': -101.0, 'edge': 0.012452625836972153, 'ev': 0.024781958348825905, 'ev_pct': 2.4781958348825905, 'book': 'draftkings'}",model 15.7 vs line 14.5 (+1.2),15.70086588235294,"['EV 2.5%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Satou Sabally,NYL,"[{'market': 'pr', 'side': 'UNDER', 'line': 19.5, 'price': -117.0, 'edge': 0.01141480282800611, 'ev': 0.021171044561344665, 'ev_pct': 2.1171044561344665, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 19.5, 'price': -130.0, 'edge': 0.005684488261786913, 'ev': 0.010057171540084509, 'ev_pct': 1.0057171540084509, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 116.0, 'edge': 0.04671183462692324, 'ev': 0.10089756279415418, 'ev_pct': 10.089756279415418, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 5.5, 'price': -149.0, 'edge': 0.03945215124249257, 'ev': 0.06593010509651448, 'ev_pct': 6.593010509651448, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 5.5, 'price': -150.0, 'edge': 0.03921118738707097, 'ev': 0.06535197897845157, 'ev_pct': 6.5351978978451575, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 100.0, 'edge': 0.24586649034827435, 'ev': 0.4917329806965487, 'ev_pct': 49.17329806965487, 'book': 'betrivers'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -102.0, 'edge': 0.2409159952987694, 'ev': 0.4771081475524649, 'ev_pct': 47.71081475524649, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -111.0, 'edge': 0.21980013963737388, 'ev': 0.41781828345482785, 'ev_pct': 41.781828345482786, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -116.0, 'edge': 0.20882945331123726, 'ev': 0.3888548440967867, 'ev_pct': 38.885484409678675, 'book': 'draftkings'}]",[],[],"{'pts': 15.4, 'reb': 2.24, 'ast': 1.84, 'threes': 2.3600000000000003, 'stl': 0.4610099999999999, 'blk': 0.3771899999999999, 'tov': 1.2573, 'pra': 19.48, 'pr': 17.64, 'pa': 17.240000000000002, 'ra': 4.08}","[{'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 100.0, 'edge': 0.24586649034827435, 'ev': 0.4917329806965487, 'ev_pct': 49.17329806965487, 'book': 'betrivers'}, {'market': 'reb', 'side': 'UNDER', 'line': 5.5, 'price': -149.0, 'edge': 0.03945215124249257, 'ev': 0.06593010509651448, 'ev_pct': 6.593010509651448, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 19.5, 'price': -117.0, 'edge': 0.01141480282800611, 'ev': 0.021171044561344665, 'ev_pct': 2.1171044561344665, 'book': 'draftkings'}]","{'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 100.0, 'edge': 0.24586649034827435, 'ev': 0.4917329806965487, 'ev_pct': 49.17329806965487, 'book': 'betrivers'}",model 2.4 vs line 1.5 (+0.9),2.3600000000000003,"['EV 49.2%', 'Regular price range (-150 to +150)', 'Consensus: 4 books aligned', 'Best line available']",0.75,1.0
Jonquel Jones,NYL,"[{'market': 'pr', 'side': 'UNDER', 'line': 22.5, 'price': -114.0, 'edge': 0.010959007489838024, 'ev': 0.020572171954608087, 'ev_pct': 2.057217195460809, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 22.5, 'price': -122.0, 'edge': 0.007254368271180089, 'ev': 0.013200571772147451, 'ev_pct': 1.3200571772147451, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -138.0, 'edge': 0.00879564970600466, 'ev': 0.01516930891325452, 'ev_pct': 1.516930891325452, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -143.0, 'edge': 0.007498834683699496, 'ev': 0.01274277502195087, 'ev_pct': 1.274277502195087, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -148.0, 'edge': 0.006254310589713041, 'ev': 0.010480196123302976, 'ev_pct': 1.0480196123302976, 'book': 'fanduel'}]",[],[],"{'pts': 13.380077108433737, 'reb': 7.436886746987952, 'ast': 2.34664578313253, 'threes': 0.7188481927710842, 'stl': 0.8539558232931727, 'blk': 0.5123734939759036, 'tov': 2.391076305220884, 'pra': 23.163609638554217, 'pr': 20.81696385542169, 'pa': 15.726722891566267, 'ra': 9.783532530120482}","[{'market': 'pr', 'side': 'UNDER', 'line': 22.5, 'price': -114.0, 'edge': 0.010959007489838024, 'ev': 0.020572171954608087, 'ev_pct': 2.057217195460809, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -138.0, 'edge': 0.00879564970600466, 'ev': 0.01516930891325452, 'ev_pct': 1.516930891325452, 'book': 'draftkings'}]","{'market': 'pr', 'side': 'UNDER', 'line': 22.5, 'price': -114.0, 'edge': 0.010959007489838024, 'ev': 0.020572171954608087, 'ev_pct': 2.057217195460809, 'book': 'fanduel'}",model 20.8 vs line 22.5 (-1.7),20.81696385542169,"['EV 2.1%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
