date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,total,bookmaker,home_tri,away_tri
2026-06-13,1,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,fanduel,CON,IND
2026-06-13,2,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,fanduel,CON,IND
2026-06-13,3,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,fanduel,CON,IND
2026-06-13,4,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,fanduel,CON,IND
2026-06-13,5,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,fanduel,CON,IND
2026-06-13,6,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,fanduel,CON,IND
2026-06-13,7,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,fanatics,CON,IND
2026-06-13,8,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,fanatics,CON,IND
2026-06-13,9,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,fanatics,CON,IND
2026-06-13,10,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,fanatics,CON,IND
2026-06-13,11,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,fanatics,CON,IND
2026-06-13,12,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,fanatics,CON,IND
2026-06-13,13,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,draftkings,CON,IND
2026-06-13,14,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,draftkings,CON,IND
2026-06-13,15,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,draftkings,CON,IND
2026-06-13,16,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,draftkings,CON,IND
2026-06-13,17,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,draftkings,CON,IND
2026-06-13,18,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,draftkings,CON,IND
2026-06-13,19,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,williamhill_us,CON,IND
2026-06-13,20,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,williamhill_us,CON,IND
2026-06-13,21,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,williamhill_us,CON,IND
2026-06-13,22,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,williamhill_us,CON,IND
2026-06-13,23,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,williamhill_us,CON,IND
2026-06-13,24,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,williamhill_us,CON,IND
2026-06-13,25,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,betrivers,CON,IND
2026-06-13,26,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,betrivers,CON,IND
2026-06-13,27,Connecticut Sun,Indiana Fever,2026-06-13T22:00:00Z,,,,,,betrivers,CON,IND
