date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,total,bookmaker,home_tri,away_tri
2026-06-10,1,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,fanduel,TOR,CON
2026-06-10,2,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,fanduel,TOR,CON
2026-06-10,3,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,fanduel,TOR,CON
2026-06-10,4,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,fanduel,TOR,CON
2026-06-10,5,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,fanduel,TOR,CON
2026-06-10,6,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,fanduel,TOR,CON
2026-06-10,7,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,mybookieag,TOR,CON
2026-06-10,8,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,mybookieag,TOR,CON
2026-06-10,9,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,mybookieag,TOR,CON
2026-06-10,10,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,mybookieag,TOR,CON
2026-06-10,11,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,mybookieag,TOR,CON
2026-06-10,12,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,mybookieag,TOR,CON
2026-06-10,13,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,draftkings,TOR,CON
2026-06-10,14,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,draftkings,TOR,CON
2026-06-10,15,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,draftkings,TOR,CON
2026-06-10,16,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,draftkings,TOR,CON
2026-06-10,17,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,draftkings,TOR,CON
2026-06-10,18,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,draftkings,TOR,CON
2026-06-10,19,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,williamhill_us,TOR,CON
2026-06-10,20,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,williamhill_us,TOR,CON
2026-06-10,21,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,williamhill_us,TOR,CON
2026-06-10,22,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,williamhill_us,TOR,CON
2026-06-10,23,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,williamhill_us,TOR,CON
2026-06-10,24,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,williamhill_us,TOR,CON
2026-06-10,25,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,betrivers,TOR,CON
2026-06-10,26,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,betrivers,TOR,CON
2026-06-10,27,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,betrivers,TOR,CON
2026-06-10,28,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,betrivers,TOR,CON
2026-06-10,29,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,betrivers,TOR,CON
2026-06-10,30,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,betrivers,TOR,CON
2026-06-10,31,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,bovada,TOR,CON
2026-06-10,32,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,bovada,TOR,CON
2026-06-10,33,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,bovada,TOR,CON
2026-06-10,34,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,bovada,TOR,CON
2026-06-10,35,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,bovada,TOR,CON
2026-06-10,36,Toronto Tempo,Connecticut Sun,2026-06-10T23:03:44Z,,,,,,bovada,TOR,CON
