date,snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team
2026-05-27,2026-05-28T00:38:03.323932+00:00,2529137.0,Natasha Cloud,CHI,ast,UNDER,6.5,-114,0.5327102803738317,0.601303738317757,0.9983681458881168,0.06859345794392524,0.1287631578947367,fanduel,FanDuel,2026-05-28T00:03:10Z,Chicago Sky,Toronto Tempo
2026-05-27,2026-05-28T00:38:03.323932+00:00,2988756.0,Brittney Sykes,TOR,ast,OVER,3.5,116,0.46296296296296297,0.5210774078846853,0.8503925957744448,0.0581144449217223,0.12552720103092008,fanduel,FanDuel,2026-05-28T00:03:10Z,Chicago Sky,Toronto Tempo
2026-05-27,2026-05-28T00:38:03.323932+00:00,2529137.0,Natasha Cloud,CHI,ast,UNDER,6.5,-130,0.5652173913043478,0.6289347826086956,0.9983681458881168,0.06371739130434784,0.11273076923076919,draftkings,DraftKings,2026-05-28T00:03:10Z,Chicago Sky,Toronto Tempo
2026-05-27,2026-05-28T00:38:03.323932+00:00,2529130.0,Natasha Howard,MIN,ast,OVER,3.5,123,0.4484304932735426,0.49754892670650464,0.7758867161599561,0.049118433432962016,0.10953410655550533,betrivers,BetRivers,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
2026-05-27,2026-05-28T00:38:03.323932+00:00,5017726.0,Jade Melbourne,SEA,ast,OVER,3.5,-112,0.5283018867924528,0.5779064347342029,0.8589988730707867,0.049604547941750066,0.0938943228897412,fanduel,FanDuel,2026-05-28T02:00:00Z,Seattle Storm,Washington Mystics
2026-05-27,2026-05-28T00:38:03.323932+00:00,2988756.0,Brittney Sykes,TOR,ast,OVER,3.5,-110,0.5238095238095238,0.572796984604262,0.8503925957744448,0.04898746079473815,0.093521516062682,draftkings,DraftKings,2026-05-28T00:03:10Z,Chicago Sky,Toronto Tempo
2026-05-27,2026-05-28T00:38:03.323932+00:00,5208982.0,Carla Leite,POR,ast,OVER,4.5,110,0.47619047619047616,0.5205316995692594,0.7717986320490311,0.04434122337878321,0.09311656909544475,fanduel,FanDuel,2026-05-28T02:00:00Z,Portland Fire,Connecticut Sun
2026-05-27,2026-05-28T00:38:03.323932+00:00,5017726.0,Jade Melbourne,SEA,ast,OVER,3.5,-115,0.5348837209302325,0.5835009937513156,0.8589988730707867,0.04861727282108308,0.09089316223072041,williamhill_us,Caesars,2026-05-28T02:00:00Z,Seattle Storm,Washington Mystics
2026-05-27,2026-05-28T00:38:03.323932+00:00,3142250.0,Jordin Canada,ATL,ast,OVER,5.5,-144,0.5901639344262295,0.642844871367242,0.9413701806996463,0.0526809369410125,0.08926492092782673,fanduel,FanDuel,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
2026-05-27,2026-05-28T00:38:03.323932+00:00,5017726.0,Jade Melbourne,SEA,ast,OVER,3.5,-118,0.5412844036697247,0.588941574079884,0.8589988730707867,0.047657170410159266,0.08804460296114164,draftkings,DraftKings,2026-05-28T02:00:00Z,Seattle Storm,Washington Mystics
2026-05-27,2026-05-28T00:38:03.323932+00:00,3142250.0,Jordin Canada,ATL,ast,OVER,5.5,-148,0.5967741935483871,0.648463591621076,0.9413701806996463,0.05168939807268891,0.08661466704072196,betrivers,BetRivers,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
2026-05-27,2026-05-28T00:38:03.323932+00:00,5208982.0,Carla Leite,POR,ast,OVER,4.5,100,0.5,0.5407697948073547,0.7717986320490311,0.04076979480735465,0.0815395896147093,betrivers,BetRivers,2026-05-28T02:00:00Z,Portland Fire,Connecticut Sun
2026-05-27,2026-05-28T00:38:03.323932+00:00,3142250.0,Jordin Canada,ATL,ast,OVER,5.5,-157,0.6108949416342413,0.660466227494052,0.9413701806996463,0.04957128585981074,0.08114535328644185,draftkings,DraftKings,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
2026-05-27,2026-05-28T00:38:03.323932+00:00,3142250.0,Jordin Canada,ATL,ast,OVER,5.5,-157,0.6108949416342413,0.660466227494052,0.9413701806996463,0.04957128585981074,0.08114535328644185,williamhill_us,Caesars,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
2026-05-27,2026-05-28T00:38:03.323932+00:00,4038379.0,Marine Johannes,NYL,ast,UNDER,4.5,134,0.42735042735042733,0.46170488472650684,0.6563801431909573,0.034354457376079506,0.08038943026002598,fanduel,FanDuel,2026-05-27T23:08:00Z,New York Liberty,Phoenix Mercury
2026-05-27,2026-05-28T00:38:03.323932+00:00,4398674.0,Rhyne Howard,ATL,ast,UNDER,4.5,-142,0.5867768595041323,0.632772806112218,0.8934165035580368,0.0459959466080857,0.07838745830392074,draftkings,DraftKings,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
2026-05-27,2026-05-28T00:38:03.323932+00:00,5208982.0,Carla Leite,POR,ast,OVER,4.5,-107,0.5169082125603864,0.5551417754836832,0.7717986320490311,0.038233562923296716,0.07396586472077016,williamhill_us,Caesars,2026-05-28T02:00:00Z,Portland Fire,Connecticut Sun
2026-05-27,2026-05-28T00:38:03.323932+00:00,2529130.0,Natasha Howard,MIN,ast,OVER,2.5,-177,0.6389891696750902,0.6862351881728613,0.9539626263268973,0.0472460184977711,0.07393868431572087,draftkings,DraftKings,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
2026-05-27,2026-05-28T00:38:03.323932+00:00,4398674.0,Rhyne Howard,ATL,ast,UNDER,4.5,-157,0.6108949416342413,0.6532731759228106,0.8934165035580368,0.04237823428856935,0.06937074020485562,williamhill_us,Caesars,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
2026-05-27,2026-05-28T00:38:03.323932+00:00,4398674.0,Rhyne Howard,ATL,ast,UNDER,4.5,-162,0.6183206106870229,0.6595849946176751,0.8934165035580368,0.041264383930652127,0.06673622586315348,fanduel,FanDuel,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
2026-05-27,2026-05-28T00:38:03.323932+00:00,3904576.0,Marina Mabrey,TOR,ast,UNDER,5.5,-152,0.6031746031746031,0.6433793245964211,0.8712060793200566,0.04020472142181797,0.06665519604143505,fanduel,FanDuel,2026-05-28T00:03:10Z,Chicago Sky,Toronto Tempo
2026-05-27,2026-05-28T00:38:03.323932+00:00,3904576.0,Marina Mabrey,TOR,ast,UNDER,5.5,-155,0.6078431372549019,0.6473475785646751,0.8712060793200566,0.03950444130977315,0.06499117763865897,draftkings,DraftKings,2026-05-28T00:03:10Z,Chicago Sky,Toronto Tempo
2026-05-27,2026-05-28T00:38:03.323932+00:00,5208982.0,Carla Leite,POR,ast,OVER,4.5,-118,0.5412844036697247,0.5758615379266206,0.7717986320490311,0.0345771342568959,0.06387979040680763,draftkings,DraftKings,2026-05-28T02:00:00Z,Portland Fire,Connecticut Sun
2026-05-27,2026-05-28T00:38:03.323932+00:00,4433402.0,Angel Reese,ATL,ast,OVER,2.5,110,0.47619047619047616,0.5064511402917482,0.6779282368656232,0.03026066410127204,0.06354739461267123,fanduel,FanDuel,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
2026-05-27,2026-05-28T00:38:03.323932+00:00,2529140.0,Alyssa Thomas,PHX,ast,OVER,7.5,152,0.3968253968253968,0.4210033607741155,0.558011823150188,0.024177963948718684,0.06092846915077099,fanduel,FanDuel,2026-05-27T23:08:00Z,New York Liberty,Phoenix Mercury
2026-05-27,2026-05-28T00:38:03.323932+00:00,4433402.0,Angel Reese,ATL,ast,OVER,2.5,105,0.4878048780487805,0.5163233818713069,0.6779282368656232,0.02851850382252641,0.05846293283617909,betrivers,BetRivers,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
2026-05-27,2026-05-28T00:38:03.323932+00:00,4433402.0,Angel Reese,ATL,ast,OVER,2.5,-103,0.5073891625615764,0.5329700237071834,0.6779282368656232,0.02558086114560698,0.050416648665613906,draftkings,DraftKings,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
