date,player,team,opp,market,line,proj_lambda,p_over,over_price,under_price,book,side,price,ev,prob,edge_score,edge_reasons,chosen_prob
2026-05-17,Nathan MacKinnon,COL,,SOG,1.5,4.7092,0.713737,,,,Over,,0.0,0.9485487793098021,0.6588390234478416,MODEL OVR · CONF60+,0.9485487793098021
2026-05-17,Matt Boldy,MIN,,SOG,1.5,4.4711,0.698969,,,,Over,,0.0,0.9374394447241194,0.6499515557792955,MODEL OVR · CONF60+,0.9374394447241194
2026-05-17,Jason Robertson,DAL,,SOG,1.5,4.2838,0.683613,,,,Over,,0.0,0.9271355537116607,0.6417084429693285,MODEL OVR · CONF60+,0.9271355537116607
2026-05-17,Andrei Svechnikov,CAR,,SOG,1.5,3.7326,0.648324,,,,Over,,0.0,0.8867463477443729,0.6093970781954983,MODEL OVR · CONF60+,0.8867463477443729
2026-05-17,Logan Stankoven,CAR,,SOG,1.5,3.7126,0.646841,,,,Over,,0.0,0.8849467514933553,0.6079574011946842,MODEL OVR · CONF60+,0.8849467514933553
2026-05-17,Joel Eriksson Ek,MIN,,SOG,1.5,3.6072,0.641659,,,,Over,,0.0,0.875017268945754,0.6000138151566032,MODEL OVR · CONF60+,0.875017268945754
2026-05-17,Darren Raddysh,TBL,,SOG,1.5,3.5768,0.639914,,,,Over,,0.0,0.8720095895243254,0.5976076716194603,MODEL OVR · CONF60+,0.8720095895243254
2026-05-17,Rasmus Dahlin,BUF,,SOG,1.5,3.5568,0.635018,,,,Over,,0.0,0.8699946112164522,0.5959956889731617,MODEL OVR · CONF60+,0.8699946112164522
2026-05-17,Ryan Hartman,MIN,,SOG,1.5,3.5255,0.635217,,,,Over,,0.0,0.8667824711704865,0.5934259769363891,MODEL OVR · CONF60+,0.8667824711704865
2026-05-17,Alex Ovechkin,WSH,,SOG,1.5,3.3994,0.621612,,,,Over,,0.0,0.8530895162849115,0.5824716130279292,MODEL OVR · CONF60+,0.8530895162849115
2026-05-17,Nathan MacKinnon,COL,,SOG,2.5,4.7092,0.589068,,,,Over,,0.0,0.848621353274361,0.5788970826194887,MODEL OVR · CONF60+,0.848621353274361
2026-05-17,Wyatt Johnston,DAL,,SOG,1.5,3.314,0.613234,,,,Over,,0.0,0.8430980909531192,0.5744784727624953,MODEL OVR · CONF60+,0.8430980909531192
2026-05-17,Jake Guentzel,TBL,,SOG,1.5,3.3139,0.618148,,,,Over,,0.0,0.8430860373814808,0.5744688299051847,MODEL OVR · CONF60+,0.8430860373814808
2026-05-17,Nikita Kucherov,TBL,,SOG,1.5,3.308,0.617628,,,,Over,,0.0,0.8423733852826172,0.5738987082260937,MODEL OVR · CONF60+,0.8423733852826172
2026-05-17,Sebastian Aho,CAR,,SOG,1.5,3.2248,0.606731,,,,Over,,0.0,0.8320061785921511,0.5656049428737209,MODEL OVR · CONF60+,0.8320061785921511
2026-05-17,Brandon Hagel,TBL,,SOG,1.5,3.2207,0.609848,,,,Over,,0.0,0.8314796911125903,0.5651837528900723,MODEL OVR · CONF60+,0.8314796911125903
2026-05-17,Jack Eichel,VGK,,SOG,1.5,3.1593,0.604798,,,,Over,,0.0,0.8234150489112869,0.5587320391290295,MODEL OVR · CONF60+,0.8234150489112869
2026-05-17,Matt Boldy,MIN,,SOG,2.5,4.4711,0.572395,,,,Over,,0.0,0.8231451076519862,0.558516086121589,MODEL OVR · CONF60+,0.8231451076519862
2026-05-17,Matt Savoie,EDM,,SOG,1.5,3.1068,0.598843,,,,Over,,0.0,0.8162457227404887,0.5529965781923909,MODEL OVR · CONF60+,0.8162457227404887
2026-05-17,Martin Necas,COL,,SOG,1.5,3.0972,0.598155,,,,Over,,0.0,0.8149068720832893,0.5519254976666313,MODEL OVR · CONF60+,0.8149068720832893
2026-05-17,Sidney Crosby,PIT,,SOG,1.5,3.0912,0.597679,,,,Over,,0.0,0.8140656592749728,0.5512525274199782,MODEL OVR · CONF60+,0.8140656592749728
2026-05-17,Taylor Hall,CAR,,SOG,1.5,3.0802,0.593228,,,,Over,,0.0,0.8125145418621565,0.5500116334897253,MODEL OVR · CONF60+,0.8125145418621565
2026-05-17,Brady Tkachuk,OTT,,SOG,1.5,3.0563,0.588263,,,,Over,,0.0,0.8091044333526365,0.5472835466821091,MODEL OVR · CONF60+,0.8091044333526365
2026-05-17,David Pastrnak,BOS,,SOG,1.5,3.0559,0.598058,,,,Over,,0.0,0.8090468919840561,0.5472375135872448,MODEL OVR · CONF60+,0.8090468919840561
2026-05-17,Connor McDavid,EDM,,SOG,1.5,3.0554,0.593853,,,,Over,,0.0,0.8089749434946566,0.5471799547957252,MODEL OVR · CONF60+,0.8089749434946566
2026-05-17,Alex Tuch,BUF,,SOG,1.5,3.0525,0.590592,,,,Over,,0.0,0.8085571647507455,0.5468457318005964,MODEL OVR · CONF60+,0.8085571647507455
2026-05-17,Jason Robertson,DAL,,SOG,2.5,4.2838,0.554265,,,,Over,,0.0,0.8006043394567885,0.5404834715654308,MODEL OVR · CONF60+,0.8006043394567885
2026-05-17,Rickard Rakell,PIT,,SOG,1.5,2.8672,0.575082,,,,Over,,0.0,0.7801191057557295,0.5240952846045835,MODEL OVR · CONF60+,0.7801191057557295
2026-05-17,Jackson Blake,CAR,,SOG,1.5,2.8532,0.570273,,,,Over,,0.0,0.7778263572054018,0.5222610857643214,MODEL OVR · CONF60+,0.7778263572054018
2026-05-17,Cale Makar,COL,,SOG,1.5,2.8378,0.57167,,,,Over,,0.0,0.7752801388904781,0.5202241111123824,MODEL OVR · CONF60+,0.7752801388904781
2026-05-17,Gabriel Landeskog,COL,,SOG,1.5,2.814,0.569083,,,,Over,,0.0,0.7712948118515498,0.5170358494812398,MODEL OVR · CONF60+,0.7712948118515498
2026-05-17,Porter Martone,PHI,,SOG,1.5,2.7903,0.565337,,,,Over,,0.0,0.767265003870936,0.5138120030967488,MODEL OVR · CONF60+,0.767265003870936
2026-05-17,Tage Thompson,BUF,,SOG,1.5,2.7717,0.561517,,,,Over,,0.0,0.7640591572744506,0.5112473258195604,MODEL OVR · CONF60+,0.7640591572744506
2026-05-17,Mitch Marner,VGK,,SOG,1.5,2.7519,0.563569,,,,Over,,0.0,0.7606043416723389,0.5084834733378711,MODEL OVR · CONF60+,0.7606043416723389
2026-05-17,Nazem Kadri,COL,,SOG,1.5,2.7489,0.561879,,,,Over,,0.0,0.7600770710004382,0.5080616568003505,MODEL OVR · CONF60+,0.7600770710004382
2026-05-17,Josh Doan,BUF,,SOG,1.5,2.7423,0.558268,,,,Over,,0.0,0.7589135278704768,0.5071308222963814,MODEL OVR · CONF60+,0.7589135278704768
2026-05-17,Evgeni Malkin,PIT,,SOG,1.5,2.7259,0.559659,,,,Over,,0.0,0.7560011011510839,0.5048008809208671,MODEL OVR · CONF60+,0.7560011011510839
2026-05-17,Brock Faber,MIN,,SOG,1.5,2.7219,0.55881,,,,Over,,0.0,0.7552861498041243,0.5042289198432994,MODEL OVR · CONF60+,0.7552861498041243
