team,player_id,period,player,game_home,game_away,date,shots,goals,assists,points,blocks,saves,toi_sec,is_dressed
Carolina Hurricanes,8478427,1,Sebastian Aho,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0.846,0.11800000000000001,0.23700000000000002,0.35500000000000004,0.5730000000000001,0.0,428.0888888888867,1
Carolina Hurricanes,8482093,1,Seth Jarvis,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0.9540000000000001,0.131,0.224,0.355,0.626,0.0,428.0888888888867,1
Carolina Hurricanes,8477940,1,Nikolaj Ehlers,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1.078,0.166,0.241,0.40700000000000003,0.731,0.0,428.0888888888867,1
Carolina Hurricanes,8480817,1,K'Andre Miller,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0.9440000000000001,0.148,0.23900000000000002,0.387,0.631,0.0,522.2222222222154,1
Carolina Hurricanes,8478970,1,Jalen Chatfield,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0.964,0.134,0.215,0.349,0.658,0.0,522.2222222222154,1
Vegas Golden Knights,8477964,1,Ivan Barbashev,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0.9380000000000001,0.159,0.191,0.35,0.617,0.0,403.1555555555554,1
Vegas Golden Knights,8483890,1,Braeden Bowman,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0.908,0.129,0.22,0.349,0.601,0.0,403.1555555555554,1
Vegas Golden Knights,8484803,1,Trevor Connelly,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0.873,0.117,0.211,0.328,0.622,0.0,403.1555555555554,1
Vegas Golden Knights,8478397,1,Rasmus Andersson,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0.922,0.133,0.254,0.387,0.656,0.0,493.5999999999932,1
Vegas Golden Knights,8479639,1,Dylan Coghlan,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0.842,0.131,0.211,0.34199999999999997,0.515,0.0,454.6666666666621,1
