team,player_id,player,market,value,sim_idx,game_home,game_away,date,period
Carolina Hurricanes,0,TEAM,GOALS,0.0,10,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,0.0,10,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,7.0,10,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,3.0,10,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,3.0,10,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,1.0,10,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,3.0,11,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,1.0,11,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,1.0,11,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,1.0,11,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,6.0,11,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,3.0,11,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,1.0,11,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,2.0,11,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,5.0,12,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,1.0,12,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,2.0,12,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,2.0,12,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,7.0,12,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,0.0,12,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,3.0,12,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,4.0,12,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,8.0,13,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,2.0,13,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,6.0,13,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,0.0,13,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,7.0,13,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,1.0,13,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,2.0,13,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,4.0,13,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,4.0,14,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,1.0,14,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,1.0,14,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,2.0,14,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,6.0,14,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,4.0,14,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,1.0,14,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,1.0,14,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,7.0,15,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,3.0,15,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,4.0,15,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,0.0,15,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,7.0,15,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,2.0,15,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,3.0,15,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,2.0,15,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,6.0,16,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,2.0,16,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,2.0,16,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,2.0,16,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,5.0,16,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,1.0,16,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,2.0,16,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,2.0,16,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,9.0,17,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,4.0,17,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,3.0,17,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,2.0,17,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,5.0,17,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,1.0,17,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,2.0,17,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,2.0,17,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,7.0,18,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,4.0,18,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,2.0,18,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,1.0,18,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,6.0,18,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,1.0,18,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,3.0,18,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,2.0,18,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,8.0,19,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,1.0,19,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,2.0,19,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,5.0,19,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,9.0,19,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,1.0,19,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,4.0,19,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,4.0,19,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,6.0,20,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,3.0,20,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,3.0,20,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,0.0,20,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,6.0,20,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,1.0,20,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,4.0,20,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,1.0,20,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,10.0,21,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,5.0,21,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,2.0,21,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,3.0,21,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,7.0,21,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,2.0,21,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,1.0,21,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,4.0,21,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,10.0,22,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,4.0,22,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,3.0,22,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,3.0,22,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,3.0,22,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,0.0,22,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,2.0,22,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,1.0,22,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,4.0,23,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,1.0,23,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,1.0,23,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,2.0,23,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,5.0,23,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,2.0,23,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,1.0,23,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,1.0,23,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,9.0,24,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,1.0,24,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,4.0,24,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,2.0,24,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,8.0,24,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,2.0,24,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,2.0,24,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,3.0,24,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,7.0,25,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,3.0,25,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,1.0,25,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,3.0,25,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,8.0,25,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,2.0,25,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,4.0,25,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,2.0,25,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,5.0,26,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,2.0,26,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,1.0,26,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,2.0,26,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,4.0,26,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,1.0,26,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,2.0,26,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,1.0,26,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,5.0,27,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,2.0,27,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,0.0,27,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,3.0,27,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,5.0,27,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,3.0,27,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,1.0,27,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,1.0,27,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Carolina Hurricanes,0,TEAM,GOALS,8.0,28,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Carolina Hurricanes,0,TEAM,GOALS,3.0,28,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Carolina Hurricanes,0,TEAM,GOALS,2.0,28,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Carolina Hurricanes,0,TEAM,GOALS,3.0,28,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
Vegas Golden Knights,0,TEAM,GOALS,5.0,28,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,0
Vegas Golden Knights,0,TEAM,GOALS,2.0,28,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,1
Vegas Golden Knights,0,TEAM,GOALS,2.0,28,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,2
Vegas Golden Knights,0,TEAM,GOALS,1.0,28,Carolina Hurricanes,Vegas Golden Knights,2026-06-02,3
