team,player_id,player,market,value,sim_idx,game_home,game_away,date,period
Vegas Golden Knights,0,TEAM,GOALS,3.0,14,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Carolina Hurricanes,0,TEAM,GOALS,4.0,14,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Carolina Hurricanes,0,TEAM,GOALS,2.0,14,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Carolina Hurricanes,0,TEAM,GOALS,0.0,14,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Carolina Hurricanes,0,TEAM,GOALS,2.0,14,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Vegas Golden Knights,0,TEAM,GOALS,6.0,15,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Vegas Golden Knights,0,TEAM,GOALS,1.0,15,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Vegas Golden Knights,0,TEAM,GOALS,2.0,15,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Vegas Golden Knights,0,TEAM,GOALS,3.0,15,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Carolina Hurricanes,0,TEAM,GOALS,7.0,15,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Carolina Hurricanes,0,TEAM,GOALS,2.0,15,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Carolina Hurricanes,0,TEAM,GOALS,1.0,15,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Carolina Hurricanes,0,TEAM,GOALS,3.0,15,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Vegas Golden Knights,0,TEAM,GOALS,3.0,16,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Vegas Golden Knights,0,TEAM,GOALS,0.0,16,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Vegas Golden Knights,0,TEAM,GOALS,2.0,16,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Vegas Golden Knights,0,TEAM,GOALS,1.0,16,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Carolina Hurricanes,0,TEAM,GOALS,5.0,16,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Carolina Hurricanes,0,TEAM,GOALS,2.0,16,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Carolina Hurricanes,0,TEAM,GOALS,1.0,16,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Carolina Hurricanes,0,TEAM,GOALS,2.0,16,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Vegas Golden Knights,0,TEAM,GOALS,3.0,17,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Vegas Golden Knights,0,TEAM,GOALS,1.0,17,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Vegas Golden Knights,0,TEAM,GOALS,0.0,17,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Vegas Golden Knights,0,TEAM,GOALS,2.0,17,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Carolina Hurricanes,0,TEAM,GOALS,5.0,17,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Carolina Hurricanes,0,TEAM,GOALS,3.0,17,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Carolina Hurricanes,0,TEAM,GOALS,2.0,17,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Carolina Hurricanes,0,TEAM,GOALS,0.0,17,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Vegas Golden Knights,0,TEAM,GOALS,9.0,18,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Vegas Golden Knights,0,TEAM,GOALS,4.0,18,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Vegas Golden Knights,0,TEAM,GOALS,3.0,18,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Vegas Golden Knights,0,TEAM,GOALS,2.0,18,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Carolina Hurricanes,0,TEAM,GOALS,4.0,18,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Carolina Hurricanes,0,TEAM,GOALS,0.0,18,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Carolina Hurricanes,0,TEAM,GOALS,1.0,18,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Carolina Hurricanes,0,TEAM,GOALS,3.0,18,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Vegas Golden Knights,0,TEAM,GOALS,4.0,19,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Vegas Golden Knights,0,TEAM,GOALS,2.0,19,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Vegas Golden Knights,0,TEAM,GOALS,1.0,19,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Vegas Golden Knights,0,TEAM,GOALS,1.0,19,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Carolina Hurricanes,0,TEAM,GOALS,3.0,19,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Carolina Hurricanes,0,TEAM,GOALS,1.0,19,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Carolina Hurricanes,0,TEAM,GOALS,2.0,19,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Carolina Hurricanes,0,TEAM,GOALS,0.0,19,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Vegas Golden Knights,0,TEAM,GOALS,3.0,20,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Vegas Golden Knights,0,TEAM,GOALS,1.0,20,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Vegas Golden Knights,0,TEAM,GOALS,0.0,20,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Vegas Golden Knights,0,TEAM,GOALS,2.0,20,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Carolina Hurricanes,0,TEAM,GOALS,7.0,20,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Carolina Hurricanes,0,TEAM,GOALS,2.0,20,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Carolina Hurricanes,0,TEAM,GOALS,3.0,20,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Carolina Hurricanes,0,TEAM,GOALS,2.0,20,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Vegas Golden Knights,0,TEAM,GOALS,5.0,21,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Vegas Golden Knights,0,TEAM,GOALS,3.0,21,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Vegas Golden Knights,0,TEAM,GOALS,2.0,21,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Vegas Golden Knights,0,TEAM,GOALS,0.0,21,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Carolina Hurricanes,0,TEAM,GOALS,6.0,21,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Carolina Hurricanes,0,TEAM,GOALS,3.0,21,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Carolina Hurricanes,0,TEAM,GOALS,1.0,21,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Carolina Hurricanes,0,TEAM,GOALS,2.0,21,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Vegas Golden Knights,0,TEAM,GOALS,11.0,22,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Vegas Golden Knights,0,TEAM,GOALS,3.0,22,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Vegas Golden Knights,0,TEAM,GOALS,3.0,22,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Vegas Golden Knights,0,TEAM,GOALS,5.0,22,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Carolina Hurricanes,0,TEAM,GOALS,5.0,22,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Carolina Hurricanes,0,TEAM,GOALS,1.0,22,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Carolina Hurricanes,0,TEAM,GOALS,2.0,22,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Carolina Hurricanes,0,TEAM,GOALS,2.0,22,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Vegas Golden Knights,0,TEAM,GOALS,5.0,23,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Vegas Golden Knights,0,TEAM,GOALS,2.0,23,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Vegas Golden Knights,0,TEAM,GOALS,0.0,23,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Vegas Golden Knights,0,TEAM,GOALS,2.0,23,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Carolina Hurricanes,0,TEAM,GOALS,4.0,23,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Carolina Hurricanes,0,TEAM,GOALS,2.0,23,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Carolina Hurricanes,0,TEAM,GOALS,2.0,23,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Carolina Hurricanes,0,TEAM,GOALS,0.0,23,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Vegas Golden Knights,0,TEAM,GOALS,6.0,24,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Vegas Golden Knights,0,TEAM,GOALS,3.0,24,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Vegas Golden Knights,0,TEAM,GOALS,1.0,24,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Vegas Golden Knights,0,TEAM,GOALS,2.0,24,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Carolina Hurricanes,0,TEAM,GOALS,11.0,24,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Carolina Hurricanes,0,TEAM,GOALS,3.0,24,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Carolina Hurricanes,0,TEAM,GOALS,5.0,24,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Carolina Hurricanes,0,TEAM,GOALS,3.0,24,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Vegas Golden Knights,0,TEAM,GOALS,5.0,25,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Vegas Golden Knights,0,TEAM,GOALS,0.0,25,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Vegas Golden Knights,0,TEAM,GOALS,3.0,25,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Vegas Golden Knights,0,TEAM,GOALS,2.0,25,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Carolina Hurricanes,0,TEAM,GOALS,7.0,25,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Carolina Hurricanes,0,TEAM,GOALS,4.0,25,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Carolina Hurricanes,0,TEAM,GOALS,1.0,25,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Carolina Hurricanes,0,TEAM,GOALS,2.0,25,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Vegas Golden Knights,0,TEAM,GOALS,7.0,26,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Vegas Golden Knights,0,TEAM,GOALS,3.0,26,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Vegas Golden Knights,0,TEAM,GOALS,3.0,26,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Vegas Golden Knights,0,TEAM,GOALS,1.0,26,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Carolina Hurricanes,0,TEAM,GOALS,6.0,26,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Carolina Hurricanes,0,TEAM,GOALS,1.0,26,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Carolina Hurricanes,0,TEAM,GOALS,3.0,26,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Carolina Hurricanes,0,TEAM,GOALS,2.0,26,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Vegas Golden Knights,0,TEAM,GOALS,7.0,27,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Vegas Golden Knights,0,TEAM,GOALS,2.0,27,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Vegas Golden Knights,0,TEAM,GOALS,3.0,27,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Vegas Golden Knights,0,TEAM,GOALS,2.0,27,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Carolina Hurricanes,0,TEAM,GOALS,5.0,27,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Carolina Hurricanes,0,TEAM,GOALS,2.0,27,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Carolina Hurricanes,0,TEAM,GOALS,1.0,27,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Carolina Hurricanes,0,TEAM,GOALS,2.0,27,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Vegas Golden Knights,0,TEAM,GOALS,4.0,28,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Vegas Golden Knights,0,TEAM,GOALS,1.0,28,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Vegas Golden Knights,0,TEAM,GOALS,1.0,28,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Vegas Golden Knights,0,TEAM,GOALS,0.0,28,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
Carolina Hurricanes,0,TEAM,GOALS,2.0,28,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,0
Carolina Hurricanes,0,TEAM,GOALS,1.0,28,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,1
Carolina Hurricanes,0,TEAM,GOALS,0.0,28,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,2
Carolina Hurricanes,0,TEAM,GOALS,1.0,28,Vegas Golden Knights,Carolina Hurricanes,2026-06-09,3
