team_id,abbreviation,location,display_name,primary_color,secondary_color,logo_url,source_snapshot_date
349,BOU,AFC Bournemouth,AFC Bournemouth,#f42727,#0000cc,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,2026-07-20
359,ARS,Arsenal,Arsenal,#e20520,#003399,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,2026-07-20
362,AVL,Aston Villa,Aston Villa,#660e36,#333333,https://a.espncdn.com/i/teamlogos/soccer/500/362.png,2026-07-20
337,BRE,Brentford,Brentford,#f42727,#f8ced9,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,2026-07-20
331,BHA,Brighton & Hove Albion,Brighton & Hove Albion,#0606fa,#ffdd00,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,2026-07-20
363,CHE,Chelsea,Chelsea,#144992,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,2026-07-20
388,COV,Coventry City,Coventry City,#87cced,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/388.png,2026-07-20
384,CRY,Crystal Palace,Crystal Palace,#0202fb,#ffdd00,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,2026-07-20
368,EVE,Everton,Everton,#0606fa,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,2026-07-20
370,FUL,Fulham,Fulham,#ffffff,#00cc00,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,2026-07-20
306,HUL,Hull City,Hull City,#f28800,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/306.png,2026-07-20
373,IPS,Ipswich Town,Ipswich Town,#0000fa,#cd1937,https://a.espncdn.com/i/teamlogos/soccer/500/373.png,2026-07-20
357,LEE,Leeds United,Leeds United,#ffffff,#0000ff,https://a.espncdn.com/i/teamlogos/soccer/500/357.png,2026-07-20
364,LIV,Liverpool,Liverpool,#d11317,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,2026-07-20
382,MNC,Manchester City,Manchester City,#99c5ea,#000000,https://a.espncdn.com/i/teamlogos/soccer/500/382.png,2026-07-20
360,MAN,Manchester United,Manchester United,#da020e,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/360.png,2026-07-20
361,NEW,Newcastle United,Newcastle United,#000000,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/361.png,2026-07-20
393,NFO,Nottingham Forest,Nottingham Forest,#c8102e,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/393.png,2026-07-20
366,SUN,Sunderland,Sunderland,#eb172b,#87cced,https://a.espncdn.com/i/teamlogos/soccer/500/366.png,2026-07-20
367,TOT,Tottenham Hotspur,Tottenham Hotspur,#ffffff,#000000,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,2026-07-20
