league,player_id,player_name,team,position,is_goalkeeper,appearances,starts,minutes_played,shots_per90,xg_per90,xa_per90,shot_on_target_rate,expected_minutes_share,source
primeira_liga,177898,Rui Silva,Sporting CP,Goalkeeper,True,9,9,810.0,0.0,0.0,0.0,,0.8182,espn_true_per90
primeira_liga,304106,Gonçalo Inácio,Sporting CP,Center Left Defender,False,11,11,990.0,0.4545,0.0,0.1818,0.2,1.0,espn_true_per90
primeira_liga,343964,Ousmane Diomande,Sporting CP,Center Right Defender,False,4,4,327.1,1.1007,0.0,0.0,0.0,0.3304,espn_true_per90
primeira_liga,287025,Maxi Araújo,Sporting CP,Left Back,False,8,6,555.5,1.4581,0.0,0.162,0.2222,0.5611,espn_true_per90
primeira_liga,333209,Iván Fresneda,Sporting CP,Right Back,False,9,7,458.4,0.0,0.0,0.0,,0.4631,espn_true_per90
primeira_liga,274159,Francisco Trincão,Sporting CP,Attacking Midfielder,False,11,11,963.4,2.6158,0.2803,0.1868,0.3571,0.9731,espn_true_per90
primeira_liga,270752,Hidemasa Morita,Sporting CP,Left Midfielder,False,8,5,378.9,0.9502,0.0,0.0,0.0,0.3827,espn_true_per90
primeira_liga,274911,Morten Hjulmand,Sporting CP,Right Midfielder,False,11,11,990.0,1.3636,0.1818,0.0909,0.1333,1.0,espn_true_per90
primeira_liga,272722,Luis Suárez,Sporting CP,Forward,False,11,11,904.0,4.9782,0.6969,0.1991,0.44,0.9131,espn_true_per90
primeira_liga,262591,Pedro Gonçalves,Sporting CP,Attacking Midfielder Left,False,11,11,904.6,4.5764,0.7959,0.4974,0.5,0.9138,espn_true_per90
primeira_liga,296969,Geny Catamo,Sporting CP,Attacking Midfielder Right,False,9,7,458.4,2.1595,0.0,0.1963,0.4545,0.4631,espn_true_per90
primeira_liga,258923,Giorgi Kochorashvili,Sporting CP,Substitute,False,9,3,340.9,1.5839,0.0,0.0,0.1667,0.3444,espn_true_per90
primeira_liga,314473,Zeno Debast,Sporting CP,Substitute,False,8,7,663.0,0.543,0.0,0.0,0.25,0.6696,espn_true_per90
primeira_liga,362794,Conrad Harder,Sporting CP,Substitute,False,4,0,59.6,9.0589,1.5098,0.0,0.6667,0.0602,espn_true_per90
primeira_liga,376274,Geovany Quenda,Sporting CP,Substitute,False,11,4,545.1,1.8162,0.1651,0.6604,0.4545,0.5506,espn_true_per90
primeira_liga,259871,Ricardo Mangas,Sporting CP,Substitute,False,6,5,402.1,0.8954,0.4477,0.0,0.5,0.4061,espn_true_per90
primeira_liga,236200,Lucas Oliveira,C.D. Nacional,Goalkeeper,True,6,6,540.0,0.0,0.0,0.0,,0.5455,espn_true_per90
primeira_liga,225543,Léo Santos,C.D. Nacional,Center Left Defender,False,11,10,942.9,0.6681,0.1909,0.0,0.4286,0.9525,espn_true_per90
primeira_liga,269954,Ulisses,C.D. Nacional,Center Right Defender,False,5,3,224.4,0.4011,0.0,0.0,1.0,0.2266,espn_true_per90
primeira_liga,351497,José Gomes,C.D. Nacional,Left Back,False,11,11,960.0,0.5625,0.0938,0.2812,0.5,0.9697,espn_true_per90
primeira_liga,124019,João Aurélio,C.D. Nacional,Right Back,False,10,10,887.0,0.5073,0.0,0.0,0.2,0.8959,espn_true_per90
primeira_liga,216371,Matheus Dias,C.D. Nacional,Center Midfielder,False,10,10,844.1,0.9596,0.0,0.0,0.1111,0.8527,espn_true_per90
primeira_liga,183972,Filipe Soares,C.D. Nacional,Left Midfielder,False,10,2,314.2,0.573,0.0,0.0,0.0,0.3173,espn_true_per90
primeira_liga,228403,Liziero,C.D. Nacional,Right Midfielder,False,11,11,901.6,1.098,0.0,0.2995,0.0909,0.9107,espn_true_per90
primeira_liga,82009,Jesús Ramírez,C.D. Nacional,Forward,False,11,11,950.1,2.463,0.5684,0.0,0.5385,0.9597,espn_true_per90
primeira_liga,215279,Witi,C.D. Nacional,Left Forward,False,11,5,471.3,1.3367,0.0,0.0,0.2857,0.4761,espn_true_per90
primeira_liga,265388,Paulinho,C.D. Nacional,Right Forward,False,11,11,933.8,1.7348,0.0964,0.0,0.3333,0.9432,espn_true_per90
primeira_liga,165576,André Sousa,C.D. Nacional,Substitute,False,3,0,21.0,4.2857,0.0,0.0,0.0,0.0212,espn_true_per90
primeira_liga,346832,Joel Silva,C.D. Nacional,Substitute,False,5,0,73.8,2.44,0.0,0.0,0.0,0.0745,espn_true_per90
primeira_liga,278802,Andrew,Gil Vicente,Goalkeeper,True,11,11,955.4,0.0,0.0,0.0,,0.965,espn_true_per90
primeira_liga,183070,Jonathan Buatu,Gil Vicente,Center Left Defender,False,11,11,945.0,0.6667,0.0,0.0,0.1429,0.9545,espn_true_per90
primeira_liga,313888,Marvin Elimbi,Gil Vicente,Center Right Defender,False,11,11,990.0,0.3636,0.0,0.0,0.0,1.0,espn_true_per90
primeira_liga,250888,Ghislain Konan,Gil Vicente,Left Back,False,11,11,983.8,0.4574,0.0,0.0,0.6,0.9937,espn_true_per90
primeira_liga,345768,Hevertton Santos,Gil Vicente,Right Back,False,8,2,214.5,0.0,0.0,0.4196,,0.2166,espn_true_per90
primeira_liga,312549,Luís Esteves,Gil Vicente,Attacking Midfielder,False,10,10,838.5,2.6833,0.322,0.2147,0.44,0.847,espn_true_per90
primeira_liga,309575,Facundo Cáseres,Gil Vicente,Left Midfielder,False,11,11,911.9,0.1974,0.0,0.0,0.5,0.9211,espn_true_per90
primeira_liga,313229,Pablo,Gil Vicente,Forward,False,11,11,841.1,2.1401,0.856,0.107,0.55,0.8496,espn_true_per90
primeira_liga,358927,Martín Fernández,Gil Vicente,Attacking Midfielder Left,False,9,4,354.7,1.5222,0.2537,0.2537,0.1667,0.3583,espn_true_per90
primeira_liga,279658,Sergio Bermejo,Gil Vicente,Attacking Midfielder Right,False,8,4,338.5,1.8612,0.0,0.0,0.1429,0.3419,espn_true_per90
primeira_liga,384482,Gustavo Varela,Gil Vicente,Substitute,False,10,0,171.3,3.6767,0.5252,0.5252,0.5714,0.1731,espn_true_per90
primeira_liga,304634,Zé Carlos,Gil Vicente,Substitute,False,11,9,776.3,0.9274,0.0,0.0,0.125,0.7842,espn_true_per90
primeira_liga,332042,Santiago García,Gil Vicente,Substitute,False,11,9,745.2,2.2947,0.2415,0.0,0.4211,0.7527,espn_true_per90
primeira_liga,338296,Zé Carlos,Gil Vicente,Substitute,False,11,2,346.2,0.7799,0.0,0.0,0.0,0.3497,espn_true_per90
primeira_liga,284798,João Valido,Arouca,Goalkeeper,True,9,9,810.0,0.0,0.0,0.0,,0.8182,espn_true_per90
primeira_liga,301904,José Fontán,Arouca,Center Left Defender,False,10,10,888.4,0.6078,0.1013,0.0,0.1667,0.8974,espn_true_per90
primeira_liga,307191,Boris Popovic,Arouca,Center Right Defender,False,7,7,630.0,0.4286,0.1429,0.0,0.6667,0.6364,espn_true_per90
primeira_liga,345110,Arnau Solà,Arouca,Left Back,False,8,6,498.9,0.5412,0.0,0.1804,0.0,0.5039,espn_true_per90
primeira_liga,256725,Alex Pinto,Arouca,Right Back,False,5,3,263.3,0.0,0.0,0.0,,0.2659,espn_true_per90
primeira_liga,346774,Lee Hyun-Ju,Arouca,Attacking Midfielder,False,9,7,622.1,1.5913,0.0,0.2893,0.1818,0.6284,espn_true_per90
primeira_liga,316899,Taichi Fukui,Arouca,Left Midfielder,False,11,10,864.3,0.5207,0.1041,0.1041,0.2,0.873,espn_true_per90
primeira_liga,355525,Pedro Santos,Arouca,Right Midfielder,False,5,4,321.2,0.2802,0.0,0.0,0.0,0.3244,espn_true_per90
primeira_liga,381385,Dylan Nandín,Arouca,Forward,False,7,5,406.7,1.3277,0.0,0.0,0.3333,0.4108,espn_true_per90
primeira_liga,281113,Näis Djouahra,Arouca,Attacking Midfielder Left,False,11,10,801.0,1.6854,0.5618,0.1124,0.5333,0.8091,espn_true_per90
primeira_liga,284853,Alfonso Trezza,Arouca,Attacking Midfielder Right,False,11,10,778.5,1.0405,0.4625,0.1156,0.5556,0.7863,espn_true_per90
primeira_liga,285232,Mateo Flores,Arouca,Substitute,False,3,0,70.4,0.0,0.0,0.0,,0.0711,espn_true_per90
primeira_liga,217150,Brian Mansilla,Arouca,Substitute,False,9,0,135.0,3.3323,0.0,0.0,0.2,0.1364,espn_true_per90
primeira_liga,324959,Miguel Puche,Arouca,Substitute,False,10,2,301.7,1.7899,0.0,0.2983,0.3333,0.3047,espn_true_per90
primeira_liga,287434,Amadou Dante,Arouca,Substitute,False,8,5,479.8,1.1254,0.0,0.0,0.1667,0.4847,espn_true_per90
primeira_liga,119440,David Simão,Arouca,Substitute,False,10,7,607.5,0.4444,0.0,0.0,0.3333,0.6137,espn_true_per90
primeira_liga,202353,Simão Bertelli,AVS,Goalkeeper,True,8,8,720.0,0.0,0.0,0.0,,0.6667,espn_true_per90
primeira_liga,82720,Cristian Devenish,AVS,Center Left Defender,False,11,11,945.0,0.0,0.0,0.0,,0.875,espn_true_per90
primeira_liga,184036,Aderlan Santos,AVS,Center Right Defender,False,5,5,369.2,1.7063,0.0,0.0,0.1429,0.3419,espn_true_per90
primeira_liga,185902,Kiki,AVS,Left Back,False,11,9,726.2,0.4957,0.0,0.0,0.0,0.6724,espn_true_per90
primeira_liga,307930,Pedro Lima,AVS,Attacking Midfielder,False,9,5,520.1,1.9034,0.173,0.173,0.3636,0.4816,espn_true_per90
primeira_liga,284914,Jaume Grau,AVS,Left Midfielder,False,12,12,1053.4,0.5126,0.0,0.0,0.1667,0.9754,espn_true_per90
primeira_liga,283792,Ángel Algobia,AVS,Right Midfielder,False,8,7,427.6,0.2105,0.0,0.0,0.0,0.3959,espn_true_per90
primeira_liga,276349,Jordi Escobar,AVS,Forward,False,3,2,112.1,0.8026,0.0,0.0,0.0,0.1038,espn_true_per90
primeira_liga,271823,Rafael Barbosa,AVS,Attacking Midfielder Left,False,11,7,615.0,2.0489,0.1463,0.2927,0.2143,0.5694,espn_true_per90
primeira_liga,362144,Babatunde Akinsola,AVS,Attacking Midfielder Right,False,12,11,910.4,1.2852,0.0,0.1977,0.1538,0.8429,espn_true_per90
primeira_liga,407001,Guilherme Neiva,AVS,Substitute,False,6,0,169.4,2.1255,0.0,0.0,0.25,0.1568,espn_true_per90
primeira_liga,302630,Tiago Galletto,AVS,Substitute,False,5,1,150.4,0.5982,0.0,0.0,0.0,0.1393,espn_true_per90
primeira_liga,119532,Diego Duarte,AVS,Substitute,False,9,2,307.0,2.6389,0.2932,0.0,0.5556,0.2842,espn_true_per90
primeira_liga,352200,Gustavo Mendonça,AVS,Substitute,False,3,0,73.3,0.0,0.0,0.0,,0.0679,espn_true_per90
primeira_liga,124021,Nenê,AVS,Substitute,False,9,1,191.8,5.1603,0.9382,0.0,0.4545,0.1776,espn_true_per90
primeira_liga,330458,Lazar Carevic,FC Famalicao,Goalkeeper,True,11,11,990.0,0.0,0.0,0.0,,1.0,espn_true_per90
primeira_liga,282086,Justin de Haas,FC Famalicao,Center Left Defender,False,9,9,810.0,0.5556,0.2222,0.0,0.4,0.8182,espn_true_per90
primeira_liga,287018,Leonardo Realpe,FC Famalicao,Center Right Defender,False,10,10,865.6,0.3119,0.104,0.0,0.3333,0.8743,espn_true_per90
primeira_liga,219663,Rafa,FC Famalicao,Left Back,False,7,5,398.3,0.452,0.0,0.226,0.5,0.4023,espn_true_per90
primeira_liga,366785,Rodrigo Pinheiro,FC Famalicao,Right Back,False,11,11,990.0,0.4545,0.0909,0.0909,0.4,1.0,espn_true_per90
primeira_liga,347406,Gustavo Sá,FC Famalicao,Attacking Midfielder,False,11,11,950.6,1.5149,0.1894,0.0,0.3125,0.9602,espn_true_per90
primeira_liga,368008,Mathias De Amorim,FC Famalicao,Left Midfielder,False,10,10,846.5,1.4886,0.1063,0.1063,0.0714,0.855,espn_true_per90
primeira_liga,261366,Tommie van de Looi,FC Famalicao,Right Midfielder,False,10,9,821.8,1.0951,0.0,0.0,0.2,0.8301,espn_true_per90
primeira_liga,306034,Simon Elisor,FC Famalicao,Forward,False,11,10,813.1,2.4351,0.1107,0.1107,0.4091,0.8213,espn_true_per90
primeira_liga,314606,Sorriso,FC Famalicao,Attacking Midfielder Left,False,11,11,957.0,2.257,0.094,0.094,0.25,0.9667,espn_true_per90
primeira_liga,229573,Gil Dias,FC Famalicao,Attacking Midfielder Right,False,11,8,659.2,3.0035,0.1365,0.273,0.2273,0.6659,espn_true_per90
primeira_liga,390389,Yassir Zabiri,FC Famalicao,Substitute,False,5,1,132.1,2.0436,0.0,0.0,0.3333,0.1335,espn_true_per90
primeira_liga,342743,Otar Mamageishvili,FC Famalicao,Substitute,False,6,1,103.4,0.8707,0.0,0.0,0.0,0.1044,espn_true_per90
primeira_liga,370133,Pedro Santos,FC Famalicao,Substitute,False,6,1,160.8,1.6788,0.0,0.0,0.0,0.1625,espn_true_per90
primeira_liga,228401,Gabriel Batista,Santa Clara,Goalkeeper,True,11,11,990.0,0.0,0.0,0.0,,1.0,espn_true_per90
primeira_liga,181290,Luís Rocha,Santa Clara,Center Defender,False,5,5,450.0,0.4,0.0,0.0,0.0,0.4545,espn_true_per90
primeira_liga,177918,Frederico Venâncio,Santa Clara,Center Left Defender,False,9,9,720.0,0.25,0.0,0.0,0.5,0.7273,espn_true_per90
primeira_liga,373576,Sidney,Santa Clara,Center Right Defender,False,11,11,966.4,0.6519,0.0,0.0,0.1429,0.9762,espn_true_per90
primeira_liga,290212,Adriano,Santa Clara,Center Left Midfielder,False,11,10,920.9,0.8796,0.0,0.0,0.1111,0.9302,espn_true_per90
primeira_liga,351573,Serginho,Santa Clara,Center Right Midfielder,False,11,10,811.5,1.9964,0.2218,0.0,0.2778,0.8197,espn_true_per90
primeira_liga,301819,Matheus Pereira,Santa Clara,Left Midfielder,False,10,8,721.0,0.9987,0.0,0.1248,0.25,0.7283,espn_true_per90
primeira_liga,269912,Wendel,Santa Clara,Forward,False,7,6,478.8,1.5037,0.188,0.3759,0.375,0.4837,espn_true_per90
primeira_liga,297080,Gabriel Silva,Santa Clara,Center Left Forward,False,8,6,482.7,3.5426,0.1865,0.0,0.3684,0.4876,espn_true_per90
primeira_liga,298067,Vinícius,Santa Clara,Center Right Forward,False,11,8,668.0,2.56,0.5389,0.0,0.4211,0.6747,espn_true_per90
primeira_liga,116745,Paulo Victor,Santa Clara,Substitute,False,9,6,532.5,0.3381,0.0,0.0,0.0,0.5378,espn_true_per90
primeira_liga,306663,Pedro Ferreira,Santa Clara,Substitute,False,11,6,605.4,0.892,0.0,0.0,0.1667,0.6115,espn_true_per90
primeira_liga,386928,João Costa,Santa Clara,Substitute,False,5,0,58.7,3.067,0.0,1.5335,0.5,0.0593,espn_true_per90
primeira_liga,307660,Elias Manoel,Santa Clara,Substitute,False,5,0,108.2,3.3278,0.0,0.0,0.5,0.1093,espn_true_per90
primeira_liga,314863,MT,Santa Clara,Substitute,False,8,6,630.0,1.2857,0.1429,0.0,0.4444,0.6364,espn_true_per90
primeira_liga,319267,Lukás Hornícek,Braga,Goalkeeper,True,11,11,990.0,0.0,0.0,0.0,,1.0,espn_true_per90
primeira_liga,301417,Bright Arrey-Mbi,Braga,Center Left Defender,False,7,6,512.8,0.0,0.0,0.0,,0.518,espn_true_per90
primeira_liga,92335,Paulo Oliveira,Braga,Center Right Defender,False,5,5,367.5,0.0,0.0,0.0,,0.3713,espn_true_per90
primeira_liga,344843,Leonardo Lelo,Braga,Left Back,False,11,11,910.7,0.2965,0.0,0.3953,0.3333,0.9199,espn_true_per90
primeira_liga,250906,Carvalho,Braga,Right Back,False,3,3,233.6,1.1558,0.3853,0.0,0.3333,0.236,espn_true_per90
primeira_liga,398386,Diego Rodrigues,Braga,Center Left Midfielder,False,6,3,319.1,0.8463,0.2821,0.0,0.6667,0.3223,espn_true_per90
primeira_liga,326029,Jean-Baptiste Gorby,Braga,Center Right Midfielder,False,11,9,745.0,1.0872,0.0,0.0,0.2222,0.7526,espn_true_per90
primeira_liga,324373,Roger Fernandes,Braga,Right Midfielder,False,4,4,326.3,3.5857,0.2758,0.2758,0.6154,0.3296,espn_true_per90
primeira_liga,301262,Amine El Ouazzani,Braga,Center Left Forward,False,7,5,473.3,1.7113,0.3803,0.0,0.3333,0.4781,espn_true_per90
primeira_liga,303808,Pau Víctor,Braga,Center Right Forward,False,10,7,561.0,1.7648,0.1604,0.0,0.2727,0.5666,espn_true_per90
primeira_liga,324930,Gustaf Lagerbielke,Braga,Substitute,False,10,8,779.8,0.2308,0.1154,0.0,0.5,0.7877,espn_true_per90
primeira_liga,347459,Mario Dorgeles,Braga,Substitute,False,6,3,300.6,1.1974,0.2994,0.0,0.25,0.3037,espn_true_per90
primeira_liga,184423,Ricardo Horta,Braga,Substitute,False,9,7,611.4,2.9442,0.5888,0.0,0.65,0.6175,espn_true_per90
primeira_liga,400353,Sandro Vidigal,Braga,Substitute,False,3,0,41.6,2.1619,0.0,0.0,0.0,0.0421,espn_true_per90
primeira_liga,265984,Víctor Gómez,Braga,Substitute,False,11,8,770.3,0.7011,0.1168,0.0,0.5,0.7781,espn_true_per90
primeira_liga,340560,Bernardo,Tondela,Goalkeeper,True,11,11,990.0,0.0,0.0,0.0,,1.0,espn_true_per90
primeira_liga,336590,Brayan Medina,Tondela,Center Left Defender,False,9,9,810.0,0.5556,0.0,0.0,0.2,0.8182,espn_true_per90
primeira_liga,206735,João Afonso,Tondela,Center Right Defender,False,4,4,360.0,0.25,0.0,0.0,0.0,0.3636,espn_true_per90
primeira_liga,321383,Emmanuel Maviram,Tondela,Left Back,False,9,7,639.2,0.9855,0.0,0.0,0.1429,0.6457,espn_true_per90
primeira_liga,324512,Tiago Manso,Tondela,Right Back,False,11,8,661.1,1.2253,0.1361,0.0,0.4444,0.6678,espn_true_per90
primeira_liga,290102,Joseph Hodge,Tondela,Attacking Midfielder,False,5,4,303.3,0.8902,0.0,0.0,0.0,0.3064,espn_true_per90
primeira_liga,218691,Cícero,Tondela,Left Midfielder,False,5,3,210.6,0.4273,0.0,0.0,1.0,0.2127,espn_true_per90
primeira_liga,93334,Hélder,Tondela,Right Midfielder,False,7,4,337.8,0.0,0.0,0.0,,0.3412,espn_true_per90
primeira_liga,366012,Miro,Tondela,Forward,False,4,4,281.1,2.2415,0.0,0.0,0.2857,0.2839,espn_true_per90
primeira_liga,287809,Pedro Maranhão,Tondela,Attacking Midfielder Left,False,11,9,800.0,3.375,0.225,0.0,0.3667,0.8081,espn_true_per90
primeira_liga,381139,Yarlen,Tondela,Attacking Midfielder Right,False,10,5,440.7,1.2252,0.0,0.0,0.5,0.4452,espn_true_per90
primeira_liga,384293,Xabi Huarte,Tondela,Substitute,False,4,1,134.2,2.6816,0.0,0.0,0.5,0.1356,espn_true_per90
primeira_liga,353247,Yefrei Rodriguez,Tondela,Substitute,False,11,1,345.1,1.5646,0.0,0.0,0.5,0.3486,espn_true_per90
primeira_liga,359925,Juan Sebastián Rodríguez,Tondela,Substitute,False,11,7,660.0,0.2727,0.0,0.0,0.5,0.6667,espn_true_per90
primeira_liga,333221,Sie Outtara,Tondela,Substitute,False,5,1,123.5,1.457,0.0,0.0,0.0,0.1248,espn_true_per90
primeira_liga,158211,Caio Secco,Moreirense,Goalkeeper,True,7,7,630.0,0.0,0.0,0.0,,0.6364,espn_true_per90
primeira_liga,219004,Jobson Maracás,Moreirense,Center Left Defender,False,10,10,885.4,0.1016,0.1016,0.0,1.0,0.8944,espn_true_per90
primeira_liga,177563,Marcelo,Moreirense,Center Right Defender,False,10,10,900.0,0.7,0.1,0.0,0.2857,0.9091,espn_true_per90
primeira_liga,406868,Kiko,Moreirense,Left Back,False,10,10,828.3,0.6519,0.1087,0.0,0.1667,0.8367,espn_true_per90
primeira_liga,333090,Dinis Pinto,Moreirense,Right Back,False,11,11,984.1,0.4573,0.0,0.4573,0.4,0.9941,espn_true_per90
primeira_liga,266670,Alan,Moreirense,Attacking Midfielder,False,11,11,944.3,1.3344,0.1906,0.2859,0.3571,0.9538,espn_true_per90
primeira_liga,359248,Mateja Stjepanovic,Moreirense,Left Midfielder,False,11,11,966.7,0.5586,0.0,0.0,0.1667,0.9764,espn_true_per90
primeira_liga,285846,Lawrence Ofori,Moreirense,Right Midfielder,False,4,3,206.6,0.4356,0.0,0.4356,0.0,0.2087,espn_true_per90
primeira_liga,202570,Guilherme Schettine,Moreirense,Forward,False,10,9,670.1,2.4175,0.9401,0.0,0.5556,0.6769,espn_true_per90
primeira_liga,321375,Kiko Bondoso,Moreirense,Attacking Midfielder Left,False,8,8,591.9,0.3041,0.0,0.3041,0.0,0.5979,espn_true_per90
primeira_liga,276645,Cedric Teguia,Moreirense,Attacking Midfielder Right,False,10,7,552.1,0.9782,0.0,0.0,0.0,0.5576,espn_true_per90
primeira_liga,393761,Álvaro Martínez,Moreirense,Substitute,False,5,1,141.2,0.0,0.0,0.0,,0.1426,espn_true_per90
primeira_liga,343635,Rodri Alonso,Moreirense,Substitute,False,5,0,76.9,1.17,0.0,0.0,0.0,0.0777,espn_true_per90
primeira_liga,394475,Yan Maranhão,Moreirense,Substitute,False,8,2,251.6,2.1463,0.3577,0.3577,0.3333,0.2541,espn_true_per90
primeira_liga,289695,Bernardo Martins,Moreirense,Substitute,False,8,3,372.3,1.9338,0.2417,0.2417,0.5,0.3761,espn_true_per90
primeira_liga,346589,André Gomes,Alverca,Goalkeeper,True,10,10,900.0,0.0,0.0,0.0,,0.9091,espn_true_per90
primeira_liga,332351,Kaiky Naves,Alverca,Center Defender,False,10,10,854.1,0.7376,0.0,0.0,0.0,0.8627,espn_true_per90
primeira_liga,367550,Bastien Meupiyou,Alverca,Center Left Defender,False,9,9,810.0,0.2222,0.0,0.0,0.5,0.8182,espn_true_per90
primeira_liga,364697,Steven Baseya,Alverca,Center Right Defender,False,4,2,208.1,0.4325,0.0,0.0,0.0,0.2102,espn_true_per90
primeira_liga,332008,Tomás Mendes,Alverca,Center Left Midfielder,False,5,3,312.3,0.2881,0.0,0.2881,0.0,0.3155,espn_true_per90
primeira_liga,358445,Alexsandro Amorim,Alverca,Center Right Midfielder,False,11,11,930.5,0.677,0.0967,0.0,0.2857,0.9399,espn_true_per90
primeira_liga,380857,Isaac James,Alverca,Left Midfielder,False,5,4,371.2,0.2425,0.0,0.2425,0.0,0.3749,espn_true_per90
primeira_liga,324296,Gonçalo Esteves,Alverca,Right Midfielder,False,5,2,162.6,1.1072,0.5536,0.0,0.5,0.1642,espn_true_per90
primeira_liga,97026,Marko Milovanovic,Alverca,Forward,False,11,11,772.9,1.7466,0.3493,0.0,0.4,0.7808,espn_true_per90
primeira_liga,321359,Chiquinho,Alverca,Center Left Forward,False,4,4,332.4,1.6247,0.0,0.0,0.1667,0.3357,espn_true_per90
primeira_liga,406867,Cédric Nuozzi,Alverca,Center Right Forward,False,10,6,539.1,1.5025,0.1669,0.0,0.5556,0.5445,espn_true_per90
primeira_liga,192505,Sandro Lima,Alverca,Substitute,False,10,0,218.6,1.2349,0.8233,0.4116,1.0,0.2208,espn_true_per90
primeira_liga,406869,Tiago Leite,Alverca,Substitute,False,6,0,64.1,7.0247,0.0,0.0,0.4,0.0647,espn_true_per90
primeira_liga,276256,Nabili Touaizi,Alverca,Substitute,False,11,9,838.2,0.3221,0.0,0.0,0.0,0.8467,espn_true_per90
primeira_liga,303812,Sabit Abdulai,Alverca,Substitute,False,8,7,486.1,1.1109,0.0,0.0,0.3333,0.491,espn_true_per90
primeira_liga,141624,Joel Robles,Estoril,Goalkeeper,True,11,11,990.0,0.0,0.0,0.0,,1.0,espn_true_per90
primeira_liga,320945,Felix Bacher,Estoril,Center Defender,False,11,11,990.0,0.6364,0.0,0.0,0.0,1.0,espn_true_per90
primeira_liga,284764,Pedro Amaral,Estoril,Center Left Defender,False,7,7,555.4,0.9723,0.0,0.0,0.1667,0.561,espn_true_per90
primeira_liga,306030,Kévin Boma,Estoril,Center Right Defender,False,10,10,900.0,0.7,0.1,0.0,0.4286,0.9091,espn_true_per90
primeira_liga,243734,Jordan Holsgrove,Estoril,Center Left Midfielder,False,11,11,935.2,1.8286,0.0962,0.2887,0.2632,0.9446,espn_true_per90
primeira_liga,307733,Nodar Lominadze,Estoril,Center Right Midfielder,False,9,7,494.4,1.2742,0.3641,0.0,0.2857,0.4994,espn_true_per90
primeira_liga,401300,Tiago Parente,Estoril,Left Midfielder,False,9,4,403.6,0.892,0.223,0.0,0.25,0.4077,espn_true_per90
primeira_liga,373605,Pedro Carvalho,Estoril,Right Midfielder,False,11,8,666.1,0.6756,0.0,0.1351,0.0,0.6728,espn_true_per90
primeira_liga,272488,Yanis Begraoui,Estoril,Forward,False,11,8,695.3,2.4594,0.6472,0.1294,0.4211,0.7023,espn_true_per90
primeira_liga,185343,João Carvalho,Estoril,Center Left Forward,False,11,11,972.5,2.3137,0.2776,0.2776,0.48,0.9823,espn_true_per90
primeira_liga,245913,Rafik Guitane,Estoril,Center Right Forward,False,10,6,437.1,1.4413,0.4118,0.4118,0.7143,0.4415,espn_true_per90
primeira_liga,367588,Fabrício Andrade,Estoril,Substitute,False,5,0,133.0,2.0307,0.0,0.0,0.3333,0.1343,espn_true_per90
primeira_liga,361726,Tiago Brito,Estoril,Substitute,False,4,0,66.3,1.3564,0.0,0.0,0.0,0.067,espn_true_per90
