league,season,team,match_index,date,home_away,xg_for,xg_against,npxg_for,npxg_against,ppda,ppda_allowed,deep_entries,deep_entries_allowed,goals_for,goals_against,expected_points,points,result
epl,2024,Everton,20,2025-01-19 14:00:00,h,2.5609,1.3572,2.5609,1.3572,12.0357,9.0,6.0,8.0,3.0,2.0,2.1962,3.0,w
epl,2024,Everton,21,2025-01-25 15:00:00,a,0.8709,0.6438,0.1097,0.6438,16.6842,6.6923,2.0,9.0,1.0,0.0,1.6616,3.0,w
epl,2024,Everton,22,2025-02-01 15:00:00,h,3.1126,0.4471,3.1126,0.4471,17.9444,12.0435,14.0,4.0,4.0,0.0,2.845,3.0,w
epl,2024,Everton,23,2025-02-12 19:30:00,h,0.9105,0.9291,0.9105,0.9291,17.7222,4.5625,2.0,2.0,2.0,2.0,1.2764,1.0,d
epl,2024,Everton,24,2025-02-15 17:30:00,a,1.0156,2.3065,1.0156,2.3065,10.6957,9.65,4.0,9.0,2.0,1.0,0.5251,3.0,w
epl,2024,Everton,25,2025-02-22 12:30:00,h,2.1044,0.6457,2.1044,0.6457,14.0435,6.3913,6.0,5.0,2.0,2.0,2.4612,1.0,d
epl,2024,Everton,26,2025-02-26 19:30:00,a,1.4495,1.3401,1.4495,1.3401,31.875,13.625,4.0,6.0,1.0,1.0,1.4207,1.0,d
epl,2024,Everton,27,2025-03-08 20:00:00,a,1.3672,0.8124,1.3672,0.8124,10.2647,9.2632,3.0,7.0,1.0,1.0,1.843,1.0,d
epl,2024,Everton,28,2025-03-15 15:00:00,h,1.189,0.516,1.189,0.516,8.9231,25.0,5.0,7.0,1.0,1.0,1.9839,1.0,d
epl,2024,Everton,29,2025-04-02 20:00:00,a,0.8231,1.2972,0.8231,1.2972,16.7059,4.3182,3.0,10.0,0.0,1.0,0.9608,0.0,l
epl,2024,Everton,30,2025-04-05 11:30:00,h,1.2288,1.4031,0.4676,1.4031,11.7917,3.55,3.0,7.0,1.0,1.0,1.2601,1.0,d
epl,2024,Everton,31,2025-04-12 14:00:00,a,1.2604,0.4239,1.2604,0.4239,11.3333,22.1,9.0,1.0,1.0,0.0,2.092,3.0,w
epl,2024,Everton,32,2025-04-19 14:00:00,h,0.8168,1.8799,0.8168,1.8799,17.7,10.9375,4.0,11.0,0.0,2.0,0.5501,0.0,l
epl,2024,Everton,33,2025-04-26 11:30:00,a,0.9168,0.7683,0.9168,0.7683,14.619,10.5769,0.0,2.0,0.0,1.0,1.4964,0.0,l
epl,2024,Everton,34,2025-05-03 14:00:00,h,0.8085,1.1435,0.8085,1.1435,10.1667,18.0,2.0,2.0,2.0,2.0,1.0232,1.0,d
epl,2024,Everton,35,2025-05-10 14:00:00,a,1.326,1.2087,1.326,1.2087,17.4118,8.0455,4.0,15.0,3.0,1.0,1.4426,3.0,w
epl,2024,Everton,36,2025-05-18 11:00:00,h,2.6779,1.0502,2.6779,1.0502,16.619,21.2857,11.0,2.0,2.0,0.0,2.5638,3.0,w
epl,2024,Everton,37,2025-05-25 15:00:00,a,1.0728,1.1591,1.0728,1.1591,17.8667,6.25,1.0,6.0,1.0,0.0,1.2846,3.0,w
epl,2024,Bournemouth,0,2024-08-17 14:00:00,a,1.9091,1.2441,1.9091,1.2441,9.9545,8.6538,4.0,10.0,1.0,1.0,1.8944,1.0,d
epl,2024,Bournemouth,1,2024-08-25 13:00:00,h,2.5351,1.8929,2.5351,1.8929,9.2,9.0714,8.0,9.0,1.0,1.0,1.8522,1.0,d
epl,2024,Bournemouth,2,2024-08-31 14:00:00,a,2.9569,2.5563,2.9569,2.5563,7.0952,8.3043,7.0,15.0,3.0,2.0,1.6599,3.0,w
epl,2024,Bournemouth,3,2024-09-14 19:00:00,h,1.5373,0.9327,0.7761,0.9327,11.2667,9.5,5.0,9.0,0.0,1.0,1.8796,0.0,l
epl,2024,Bournemouth,4,2024-09-21 14:00:00,a,1.4698,2.4373,1.4698,2.4373,16.087,11.85,6.0,13.0,0.0,3.0,0.7964,0.0,l
epl,2024,Bournemouth,5,2024-09-30 19:00:00,h,1.4422,0.6961,1.4422,0.6961,11.5938,11.75,7.0,7.0,3.0,1.0,1.9961,3.0,w
epl,2024,Bournemouth,6,2024-10-05 14:00:00,a,1.9496,0.9121,1.9496,0.9121,8.5,13.4,7.0,2.0,0.0,1.0,2.1873,0.0,l
epl,2024,Bournemouth,7,2024-10-19 16:30:00,h,2.1842,0.7408,1.423,0.7408,11.7619,8.9,7.0,4.0,2.0,0.0,2.4646,3.0,w
epl,2024,Bournemouth,8,2024-10-26 14:00:00,a,0.3287,1.974,0.3287,1.974,8.8077,10.3333,6.0,16.0,1.0,1.0,0.267,1.0,d
epl,2024,Bournemouth,9,2024-11-02 15:00:00,h,2.4493,2.3527,2.4493,2.3527,15.05,13.0,6.0,17.0,2.0,1.0,1.4571,3.0,w
epl,2024,Bournemouth,10,2024-11-09 15:00:00,a,2.4923,1.5647,2.4923,1.5647,8.7826,9.0,6.0,14.0,2.0,3.0,2.0433,0.0,l
epl,2024,Bournemouth,11,2024-11-23 15:00:00,h,1.9116,1.2306,1.9116,1.2306,7.4194,13.0,11.0,5.0,1.0,2.0,1.8322,0.0,l
epl,2024,Bournemouth,12,2024-11-30 15:00:00,a,3.079,0.866,0.7955,0.866,10.7407,11.3125,4.0,8.0,4.0,2.0,2.7676,3.0,w
epl,2024,Bournemouth,13,2024-12-05 20:15:00,h,3.2772,0.6239,3.2772,0.6239,7.0645,3.5926,10.0,11.0,1.0,0.0,2.7977,3.0,w
epl,2024,Bournemouth,14,2024-12-08 14:00:00,a,3.4913,1.5668,3.4913,1.5668,5.125,9.4,12.0,12.0,2.0,1.0,2.5853,3.0,w
epl,2024,Bournemouth,15,2024-12-16 20:00:00,h,2.0484,1.8183,2.0484,1.0571,11.4737,10.8947,10.0,6.0,1.0,1.0,1.5072,1.0,d
epl,2024,Bournemouth,16,2024-12-22 14:00:00,a,1.8283,2.2853,1.0671,2.2853,9.2308,7.3478,3.0,14.0,3.0,0.0,1.0631,3.0,w
epl,2024,Bournemouth,17,2024-12-26 15:00:00,h,1.2019,0.5001,1.2019,0.5001,6.4118,11.8421,10.0,8.0,0.0,0.0,1.9444,1.0,d
epl,2024,Bournemouth,18,2024-12-29 15:00:00,a,1.7069,0.9616,1.7069,0.9616,10.4231,11.9444,10.0,5.0,2.0,2.0,1.9376,1.0,d
epl,2024,Bournemouth,19,2025-01-04 15:00:00,h,2.6185,0.561,2.6185,0.561,3.963,10.7222,14.0,1.0,1.0,0.0,2.738,3.0,w
epl,2024,Bournemouth,20,2025-01-14 19:30:00,a,1.1484,2.5381,0.3873,2.5381,8.9231,9.4211,8.0,12.0,2.0,2.0,0.4455,1.0,d
epl,2024,Bournemouth,21,2025-01-18 12:30:00,a,2.7017,0.8378,2.7017,0.8378,6.1471,7.9375,8.0,12.0,4.0,1.0,2.5229,3.0,w
epl,2024,Bournemouth,22,2025-01-25 15:00:00,h,2.8254,0.9962,2.8254,0.9962,7.6667,7.65,6.0,12.0,5.0,0.0,2.5601,3.0,w
epl,2024,Bournemouth,23,2025-02-01 15:00:00,h,1.6527,2.7219,1.6527,1.9607,8.1923,8.6364,5.0,11.0,0.0,2.0,0.7025,0.0,l
epl,2024,Bournemouth,24,2025-02-15 15:00:00,a,2.0872,0.9744,2.0872,0.9744,7.2308,8.7241,3.0,7.0,3.0,1.0,2.2659,3.0,w
epl,2024,Bournemouth,25,2025-02-22 15:00:00,h,0.6297,2.1012,0.6297,2.1012,8.3333,5.3871,8.0,5.0,0.0,1.0,0.3528,0.0,l
epl,2024,Bournemouth,26,2025-02-25 19:30:00,a,1.7017,2.5793,1.7017,1.8181,4.5882,11.619,8.0,7.0,1.0,2.0,0.7937,0.0,l
epl,2024,Bournemouth,27,2025-03-09 14:00:00,a,2.2254,1.3505,2.2254,0.5894,7.8611,6.8846,7.0,5.0,2.0,2.0,2.0221,1.0,d
epl,2024,Bournemouth,28,2025-03-15 17:30:00,h,2.0271,1.6032,2.0271,1.6032,7.2857,7.8,17.0,8.0,1.0,2.0,1.6718,0.0,l
epl,2024,Bournemouth,29,2025-04-02 19:45:00,h,1.9964,1.4126,1.9964,1.4126,5.2333,15.6667,7.0,6.0,1.0,2.0,1.8446,0.0,l
epl,2024,Bournemouth,30,2025-04-05 14:00:00,a,1.9487,0.9078,1.9487,0.9078,8.25,8.1739,6.0,5.0,2.0,2.0,2.2605,1.0,d
epl,2024,Bournemouth,31,2025-04-14 19:00:00,h,1.8577,1.072,1.8577,1.072,11.7368,9.6111,4.0,10.0,1.0,0.0,2.0067,3.0,w
epl,2024,Bournemouth,32,2025-04-19 14:00:00,a,0.6641,0.3378,0.6641,0.3378,6.6923,16.0625,8.0,4.0,0.0,0.0,1.5989,1.0,d
epl,2024,Bournemouth,33,2025-04-27 13:00:00,h,0.6099,1.9104,0.6099,1.9104,10.0,7.2941,4.0,15.0,1.0,1.0,0.4725,1.0,d
epl,2024,Bournemouth,34,2025-05-03 16:30:00,a,1.4178,2.0548,1.4178,2.0548,8.75,12.7778,3.0,10.0,2.0,1.0,0.9253,3.0,w
epl,2024,Bournemouth,35,2025-05-10 16:30:00,h,1.0227,1.1238,1.0227,1.1238,4.5,12.0,10.0,1.0,0.0,1.0,1.2057,0.0,l
epl,2024,Bournemouth,36,2025-05-20 19:00:00,a,0.962,1.5978,0.962,1.5978,22.4667,20.8182,2.0,8.0,1.0,3.0,0.8342,0.0,l
epl,2024,Bournemouth,37,2025-05-25 15:00:00,h,2.7245,0.1567,2.7245,0.1567,4.6471,9.28,16.0,3.0,2.0,0.0,2.8687,3.0,w
epl,2024,Southampton,0,2024-08-17 14:00:00,a,1.9548,0.4335,1.9548,0.4335,3.7895,16.25,13.0,4.0,0.0,1.0,2.5586,0.0,l
epl,2024,Southampton,1,2024-08-24 14:00:00,h,0.215,2.8647,0.215,2.8647,8.1429,18.4783,4.0,9.0,0.0,1.0,0.0697,0.0,l
epl,2024,Southampton,2,2024-08-31 14:00:00,a,1.6471,3.8628,1.6471,3.8628,8.2174,14.5714,14.0,15.0,1.0,3.0,0.2902,0.0,l
epl,2024,Southampton,3,2024-09-14 11:30:00,h,1.3559,3.0269,0.5453,3.0269,10.8571,10.3448,3.0,17.0,0.0,3.0,0.3435,0.0,l
epl,2024,Southampton,4,2024-09-21 14:00:00,h,2.8981,1.645,2.8981,1.645,8.8,9.2353,7.0,5.0,1.0,1.0,2.2631,1.0,d
epl,2024,Southampton,5,2024-09-30 19:00:00,a,0.6961,1.4422,0.6961,1.4422,11.75,11.5938,7.0,7.0,1.0,3.0,0.7307,0.0,l
epl,2024,Southampton,6,2024-10-05 14:00:00,a,1.2731,3.2517,1.2731,3.2517,15.4375,8.1034,3.0,14.0,1.0,3.0,0.3293,0.0,l
epl,2024,Southampton,7,2024-10-19 14:00:00,h,2.4278,2.8383,2.4278,2.0771,16.0,6.6333,8.0,11.0,2.0,3.0,1.0828,0.0,l
epl,2024,Southampton,8,2024-10-26 14:00:00,a,0.37,3.1629,0.37,3.1629,15.9091,11.8,6.0,12.0,0.0,1.0,0.0695,0.0,l
epl,2024,Southampton,9,2024-11-02 15:00:00,h,0.5403,1.7858,0.5403,1.7858,9.2353,15.0,6.0,4.0,1.0,0.0,0.4341,3.0,w
epl,2024,Southampton,10,2024-11-09 15:00:00,a,0.7927,0.9128,0.7927,0.9128,5.8148,25.4375,6.0,7.0,0.0,2.0,1.1777,0.0,l
epl,2024,Southampton,11,2024-11-24 14:00:00,h,1.5398,3.1883,0.642,2.4272,24.0,8.2857,6.0,13.0,2.0,3.0,0.3767,0.0,l
epl,2024,Southampton,12,2024-11-29 20:00:00,a,0.935,1.8699,0.935,1.8699,12.0455,8.5882,4.0,16.0,1.0,1.0,0.7225,1.0,d
epl,2024,Southampton,13,2024-12-04 19:30:00,h,1.9101,5.8331,1.9101,5.8331,33.375,11.0741,6.0,18.0,1.0,5.0,0.0521,0.0,l
epl,2024,Southampton,14,2024-12-07 15:00:00,a,0.3858,2.5134,0.3858,2.5134,8.8519,7.8857,7.0,13.0,0.0,1.0,0.1582,0.0,l
epl,2024,Southampton,15,2024-12-15 19:00:00,h,1.2736,3.8932,1.2736,3.8932,17.4783,10.6667,2.0,10.0,0.0,5.0,0.1389,0.0,l
epl,2024,Southampton,16,2024-12-22 14:00:00,a,0.28,1.2526,0.28,1.2526,11.6538,18.3333,3.0,8.0,0.0,0.0,0.5035,1.0,d
epl,2024,Southampton,17,2024-12-26 15:00:00,h,2.1983,1.9011,2.1983,1.9011,7.9655,18.8571,9.0,6.0,0.0,1.0,1.5784,0.0,l
epl,2024,Southampton,18,2024-12-29 15:00:00,a,1.2185,3.0542,1.2185,3.0542,5.6562,7.0286,1.0,10.0,1.0,2.0,0.2976,0.0,l
epl,2024,Southampton,19,2025-01-04 15:00:00,h,0.2496,5.5487,0.2496,4.7876,12.8889,11.0909,9.0,15.0,0.0,5.0,0.0018,0.0,l
epl,2024,Southampton,20,2025-01-16 20:00:00,a,1.3671,3.1085,1.3671,3.1085,12.8214,12.4118,1.0,15.0,1.0,3.0,0.4456,0.0,l
epl,2024,Southampton,21,2025-01-19 14:00:00,a,1.2592,2.3642,1.2592,2.3642,9.8235,12.8421,2.0,9.0,2.0,3.0,0.4667,0.0,l
epl,2024,Southampton,22,2025-01-25 15:00:00,h,0.8256,3.0832,0.8256,2.322,13.5556,11.1818,2.0,11.0,1.0,3.0,0.1946,0.0,l
epl,2024,Southampton,23,2025-02-01 15:00:00,a,1.1757,1.9485,1.1757,1.9485,10.3103,9.0417,1.0,5.0,2.0,1.0,0.7546,3.0,w
epl,2024,Southampton,24,2025-02-15 15:00:00,h,0.9744,2.0872,0.9744,2.0872,8.7241,7.2308,7.0,3.0,1.0,3.0,0.5265,0.0,l
epl,2024,Southampton,25,2025-02-22 15:00:00,h,0.1541,5.1202,0.1541,5.1202,9.8462,9.7778,1.0,6.0,0.0,4.0,0.0021,0.0,l
epl,2024,Southampton,26,2025-02-25 20:15:00,a,0.845,2.9823,0.845,2.9823,21.8667,13.75,4.0,18.0,0.0,4.0,0.2546,0.0,l
epl,2024,Southampton,27,2025-03-08 15:00:00,a,0.5116,4.99,0.5116,3.4676,19.8333,4.8235,0.0,19.0,1.0,3.0,0.0095,0.0,l
epl,2024,Southampton,28,2025-03-15 15:00:00,h,1.2821,0.5407,1.2821,0.5407,11.4545,12.3571,6.0,3.0,1.0,2.0,2.0458,0.0,l
epl,2024,Southampton,29,2025-04-02 19:45:00,h,0.6873,0.9378,0.6873,0.9378,12.0,15.6429,3.0,8.0,1.0,1.0,1.0684,1.0,d
epl,2024,Southampton,30,2025-04-06 13:00:00,a,0.7804,2.648,0.7804,1.8868,8.7647,7.7273,5.0,10.0,1.0,3.0,0.2759,0.0,l
epl,2024,Southampton,31,2025-04-12 14:00:00,h,0.4123,2.9993,0.4123,1.3695,22.9091,10.9524,1.0,13.0,0.0,3.0,0.0602,0.0,l
epl,2024,Southampton,32,2025-04-19 14:00:00,a,0.9229,0.9842,0.9229,0.9842,14.05,21.1818,9.0,8.0,1.0,1.0,1.3031,1.0,d
epl,2024,Southampton,33,2025-04-26 14:00:00,h,0.9356,1.9956,0.9356,1.9956,16.2143,7.4167,2.0,8.0,1.0,2.0,0.6812,0.0,l
epl,2024,Southampton,34,2025-05-03 14:00:00,a,0.5508,1.6074,0.5508,1.6074,16.7368,12.4783,2.0,2.0,0.0,2.0,0.5436,0.0,l
epl,2024,Southampton,35,2025-05-10 14:00:00,h,0.137,1.5846,0.137,1.5846,17.25,7.3636,3.0,24.0,0.0,0.0,0.2781,1.0,d
epl,2024,Southampton,36,2025-05-18 11:00:00,a,1.0502,2.6779,1.0502,2.6779,21.2857,16.619,2.0,11.0,0.0,2.0,0.285,0.0,l
epl,2024,Southampton,37,2025-05-25 15:00:00,h,0.5981,2.4071,0.5981,2.4071,17.3,7.3571,4.0,11.0,1.0,2.0,0.3112,0.0,l
epl,2024,Leicester,0,2024-08-19 19:00:00,h,1.0261,1.4078,1.0261,1.4078,20.6875,5.4828,2.0,21.0,1.0,1.0,1.0574,1.0,d
epl,2024,Leicester,1,2024-08-24 14:00:00,a,0.857,1.9622,0.857,1.9622,13.7,10.2581,1.0,7.0,1.0,2.0,0.5912,0.0,l
epl,2024,Leicester,2,2024-08-31 14:00:00,h,0.7747,2.1639,0.7747,2.1639,6.4,10.4667,3.0,6.0,1.0,2.0,0.3729,0.0,l
epl,2024,Leicester,3,2024-09-14 14:00:00,a,1.6519,2.8872,1.6519,2.126,14.3182,4.9118,7.0,15.0,2.0,2.0,0.5925,1.0,d
epl,2024,Leicester,4,2024-09-21 14:00:00,h,1.3379,1.8238,1.3379,1.8238,8.4211,19.3077,8.0,6.0,1.0,1.0,1.0394,1.0,d
epl,2024,Leicester,5,2024-09-28 14:00:00,a,0.3379,6.053,0.3379,6.053,29.4444,4.6333,4.0,21.0,2.0,4.0,0.0018,0.0,l
epl,2024,Leicester,6,2024-10-05 14:00:00,h,0.9121,1.9496,0.9121,1.9496,13.4,8.5,2.0,7.0,1.0,0.0,0.5877,3.0,w
epl,2024,Leicester,7,2024-10-19 14:00:00,a,2.8383,2.4278,2.0771,2.4278,6.6333,16.0,11.0,8.0,3.0,2.0,1.6762,3.0,w
epl,2024,Leicester,8,2024-10-25 19:00:00,h,0.8324,2.5449,0.8324,2.5449,5.1304,14.1905,8.0,6.0,1.0,3.0,0.281,0.0,l
epl,2024,Leicester,9,2024-11-02 15:00:00,a,2.3386,1.3362,2.3386,1.3362,10.6154,11.3182,10.0,4.0,1.0,1.0,2.1052,1.0,d
epl,2024,Leicester,10,2024-11-10 14:00:00,a,0.4173,1.2369,0.4173,1.2369,14.6,10.1429,5.0,2.0,0.0,3.0,0.6164,0.0,l
