team_id,team,player_id,player_name,jersey,position,position_abbreviation,age,height,weight,date_of_birth,headshot_url
21607,Académico de Viseu,262096,Marcos Lavin,1,Goalkeeper,G,29.0,74.0,172.0,1996-09-02T07:00Z,
21607,Académico de Viseu,286700,Ewerton,98,Goalkeeper,G,28.0,75.0,174.0,1998-05-07T07:00Z,
21607,Académico de Viseu,384019,Matheus Sampaio,58,Goalkeeper,G,21.0,74.0,163.0,2004-09-01T07:00Z,
21607,Académico de Viseu,278901,Nikos Michelis,2,Defender,D,25.0,76.0,,2001-03-23T08:00Z,
21607,Académico de Viseu,303126,Anthony Paulo Correia,41,Defender,D,26.0,73.0,172.0,1999-09-06T07:00Z,
21607,Académico de Viseu,340896,Rúben Pereira,44,Defender,D,28.0,76.0,196.0,1998-04-19T07:00Z,
21607,Académico de Viseu,344846,Tomás Domingos,21,Defender,D,27.0,69.0,148.0,1999-05-01T07:00Z,
21607,Académico de Viseu,351547,Pedro Barcelos,5,Defender,D,30.0,74.0,174.0,1996-01-19T08:00Z,
21607,Académico de Viseu,351550,Igor Milioransa,66,Defender,D,29.0,73.0,174.0,1996-09-12T07:00Z,
21607,Académico de Viseu,411414,Gu Costa,57,Defender,D,20.0,71.0,,2005-09-15T07:00Z,
21607,Académico de Viseu,192419,Luís Silva,7,Midfielder,M,33.0,73.0,181.0,1992-09-29T07:00Z,
21607,Académico de Viseu,233987,Cihan Kahraman,8,Midfielder,M,27.0,69.0,150.0,1998-10-08T07:00Z,
21607,Académico de Viseu,252098,Cristian Ferreira,18,Midfielder,M,26.0,69.0,148.0,1999-09-12T07:00Z,
21607,Académico de Viseu,321256,Soufiane Messeguem,14,Midfielder,M,25.0,72.0,168.0,2001-02-05T08:00Z,
21607,Académico de Viseu,351479,André Ceitil,6,Midfielder,M,31.0,72.0,172.0,1995-03-11T08:00Z,
21607,Académico de Viseu,351598,Silva,55,Midfielder,M,22.0,72.0,161.0,2003-10-25T07:00Z,
21607,Académico de Viseu,356065,Andro Babic,,Midfielder,M,21.0,,,2004-09-08T07:00Z,
21607,Académico de Viseu,384207,João Guilherme,31,Midfielder,M,25.0,71.0,159.0,2000-10-30T08:00Z,
21607,Académico de Viseu,411404,Simão Silva,78,Midfielder,M,21.0,69.0,,2005-07-27T07:00Z,
21607,Académico de Viseu,416642,Alejandro Mestanza,45,Midfielder,M,21.0,70.0,,2004-12-07T08:00Z,
21607,Académico de Viseu,270648,André Clóvis,33,Forward,F,28.0,73.0,172.0,1997-11-21T08:00Z,
21607,Académico de Viseu,286966,Robinho,9,Forward,F,29.0,70.0,137.0,1997-07-31T07:00Z,
21607,Académico de Viseu,288486,Dominik Steczyk,11,Forward,F,27.0,73.0,163.0,1999-05-04T07:00Z,
21607,Académico de Viseu,297367,Nils Mortimer Moreno,22,Forward,F,25.0,70.0,161.0,2001-06-11T07:00Z,
21607,Académico de Viseu,323030,Mohamed Bouldini,,Forward,F,30.0,74.0,192.0,1995-11-27T08:00Z,
21607,Académico de Viseu,350718,Álvaro Zamora,32,Forward,F,24.0,71.0,163.0,2002-03-09T08:00Z,
21607,Académico de Viseu,411406,Lorougnon Gohi,47,Forward,F,21.0,72.0,,2004-08-10T07:00Z,
21613,Alverca,85096,André Paulo,23,Goalkeeper,G,29.0,74.0,168.0,1996-12-18T08:00Z,
21613,Alverca,202442,Jhonatan,91,Goalkeeper,G,35.0,75.0,181.0,1991-05-08T07:00Z,
21613,Alverca,302601,Matheus Mendes,31,Goalkeeper,G,27.0,75.0,194.0,1999-03-10T08:00Z,
21613,Alverca,346393,Noah Raveyre,1,Goalkeeper,G,21.0,72.0,163.0,2005-06-22T07:00Z,
21613,Alverca,120708,Sergi Gómez,21,Defender,D,34.0,73.0,174.0,1992-03-28T08:00Z,
21613,Alverca,360071,Julián Martinez,3,Defender,D,22.0,73.0,139.0,2003-12-01T08:00Z,
21613,Alverca,364697,Steven Baseya,14,Defender,D,21.0,75.0,161.0,2005-01-14T08:00Z,
21613,Alverca,367550,Bastien Meupiyou,33,Defender,D,20.0,75.0,174.0,2006-03-19T08:00Z,
21613,Alverca,373196,Yahya Bojang,4,Defender,D,21.0,73.0,,2004-09-10T07:00Z,
21613,Alverca,379620,Francisco Chissumba,55,Defender,D,21.0,71.0,161.0,2005-05-29T07:00Z,
21613,Alverca,380857,Isaac James,12,Defender,D,21.0,69.0,150.0,2004-08-28T07:00Z,
21613,Alverca,381436,Diogo Spencer,20,Defender,D,22.0,70.0,146.0,2004-04-17T07:00Z,
21613,Alverca,385396,Ikker Julian,15,Defender,D,21.0,71.0,159.0,2005-07-07T07:00Z,
21613,Alverca,303812,Sabit Abdulai,5,Midfielder,M,27.0,74.0,170.0,1999-05-11T07:00Z,
21613,Alverca,304380,Ian Luccas,25,Midfielder,M,23.0,,,2003-02-11T08:00Z,
21613,Alverca,394357,Lucca Giuntini,,Midfielder,M,22.0,,,2004-01-01T08:00Z,
21613,Alverca,399003,Davy Gui,6,Midfielder,M,20.0,73.0,150.0,2006-06-15T07:00Z,
21613,Alverca,411399,Vasco Moreira,8,Midfielder,M,25.0,71.0,152.0,2001-05-07T07:00Z,
21613,Alverca,417824,Zakaria Kessary,18,Midfielder,M,20.0,69.0,159.0,2006-01-25T08:00Z,
21613,Alverca,3101754,Tiago André Facho Octávio,,Midfielder,M,,,,,
21613,Alverca,234912,Stephan Diarra,25,Forward,F,27.0,68.0,128.0,1998-12-09T08:00Z,
21613,Alverca,276256,Nabili Touaizi,2,Forward,F,25.0,72.0,139.0,2001-02-01T08:00Z,
21613,Alverca,290756,Marco Essimi,19,Forward,F,27.0,72.0,146.0,1999-02-18T08:00Z,
21613,Alverca,314864,Figueiredo,22,Forward,F,24.0,70.0,152.0,2001-08-14T07:00Z,
21613,Alverca,321359,Chiquinho,10,Forward,F,26.0,70.0,161.0,2000-02-05T08:00Z,
21613,Alverca,349681,Vivaldo Semedo,9,Forward,F,21.0,76.0,185.0,2005-01-28T08:00Z,
21613,Alverca,380621,Samy Merheg,17,Forward,F,19.0,73.0,,2006-12-06T08:00Z,
