date,snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team
2026-05-27,2026-05-26T14:59:45.820690+00:00,3142250.0,Jordin Canada,ATL,ast,OVER,5.5,-134,0.5726495726495726,0.6249942509068527,0.9216140943647727,0.052344678257280064,0.09140787098659353,williamhill_us,Caesars,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
2026-05-27,2026-05-26T14:59:45.820690+00:00,3142250.0,Jordin Canada,ATL,ast,OVER,5.5,-136,0.576271186440678,0.6280726226292922,0.9216140943647727,0.051801436188614214,0.0898907275037718,fanduel,FanDuel,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
2026-05-27,2026-05-26T14:59:45.820690+00:00,3142250.0,Jordin Canada,ATL,ast,OVER,5.5,-141,0.5850622406639004,0.6355450187190312,0.9216140943647727,0.050482778055130795,0.08628616674671297,draftkings,DraftKings,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
2026-05-27,2026-05-26T14:59:45.820690+00:00,2529130.0,Natasha Howard,MIN,ast,OVER,3.5,117,0.4608294930875576,0.48595995777971757,0.6283659243686239,0.02513046469215996,0.054533108381987105,williamhill_us,Caesars,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
2026-05-27,2026-05-26T14:59:45.820690+00:00,2529130.0,Natasha Howard,MIN,ast,OVER,3.5,116,0.46296296296296297,0.4877734071738121,0.6283659243686239,0.02481044421084916,0.05359055949543412,fanduel,FanDuel,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
2026-05-27,2026-05-26T14:59:45.820690+00:00,2529130.0,Natasha Howard,MIN,ast,OVER,3.5,112,0.4716981132075472,0.4951982848817087,0.6283659243686239,0.02350017167416152,0.04982036394922251,draftkings,DraftKings,2026-05-28T01:00:00Z,Minnesota Lynx,Atlanta Dream
2026-05-27,2026-05-26T14:59:45.820690+00:00,3904576.0,Marina Mabrey,TOR,ast,OVER,3.5,106,0.4854368932038835,0.5061468108127802,0.623503010596528,0.020709917608896733,0.04266243027432726,fanduel,FanDuel,2026-05-28T00:00:00Z,Chicago Sky,Toronto Tempo
2026-05-27,2026-05-26T14:59:45.820690+00:00,3904576.0,Marina Mabrey,TOR,ast,OVER,3.5,105,0.4878048780487805,0.5081595979309426,0.623503010596528,0.020354719882162087,0.04172717575843232,williamhill_us,Caesars,2026-05-28T00:00:00Z,Chicago Sky,Toronto Tempo
2026-05-27,2026-05-26T14:59:45.820690+00:00,5208982.0,Carla Leite,POR,ast,OVER,4.5,-117,0.5391705069124424,0.5572603656838018,0.6597695653881714,0.01808985877135938,0.03355127652465795,williamhill_us,Caesars,2026-05-28T02:00:00Z,Portland Fire,Connecticut Sun
2026-05-27,2026-05-26T14:59:45.820690+00:00,5208982.0,Carla Leite,POR,ast,OVER,4.5,-118,0.5412844036697247,0.5590571779274918,0.6597695653881714,0.01777277425776702,0.03283444735756952,fanduel,FanDuel,2026-05-28T02:00:00Z,Portland Fire,Connecticut Sun
