player,team,plays,ladders,sim_ladders,model,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
Veronica Burton,GSV,"[{'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 110.0, 'edge': 0.031199315618913648, 'ev': 0.06551856279971868, 'ev_pct': 6.551856279971869, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 105.0, 'edge': 0.029457155340167906, 'ev': 0.060387168447344264, 'ev_pct': 6.038716844734426, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': -104.0, 'edge': 0.026157298812190977, 'ev': 0.05130854767006687, 'ev_pct': 5.130854767006687, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 21.5, 'price': -109.0, 'edge': 0.007841555830346625, 'ev': 0.01503564374809574, 'ev_pct': 1.503564374809574, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -132.0, 'edge': 0.008265388722448752, 'ev': 0.014527046845516034, 'ev_pct': 1.4527046845516034, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': -125.0, 'edge': 0.034555439175206426, 'ev': 0.06219979051537161, 'ev_pct': 6.219979051537161, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 105.0, 'edge': 0.029042484666020996, 'ev': 0.05953709356534309, 'ev_pct': 5.9537093565343095, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 110.0, 'edge': 0.1802760911196576, 'ev': 0.37857979135128095, 'ev_pct': 37.8579791351281, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 105.0, 'edge': 0.16866168926135328, 'ev': 0.3457564629857742, 'ev_pct': 34.575646298577425, 'book': 'betrivers'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 102.0, 'edge': 0.1614170623596387, 'ev': 0.32606246596647015, 'ev_pct': 32.60624659664701, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -102.0, 'edge': 0.1515160722606288, 'ev': 0.3000612411435982, 'ev_pct': 30.00612411435982, 'book': 'draftkings'}]",[],[],"{'pts': 15.06167741935484, 'reb': 3.007535483870968, 'ast': 5.301409032258064, 'threes': 2.023690322580645, 'stl': 1.1516903225806454, 'blk': 0.3838967741935484, 'tov': 1.919483870967742, 'pra': 23.37062193548387, 'pr': 18.069212903225807, 'pa': 20.363086451612904, 'ra': 8.308944516129031}","[{'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 110.0, 'edge': 0.1802760911196576, 'ev': 0.37857979135128095, 'ev_pct': 37.8579791351281, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 110.0, 'edge': 0.031199315618913648, 'ev': 0.06551856279971868, 'ev_pct': 6.551856279971869, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': -125.0, 'edge': 0.034555439175206426, 'ev': 0.06219979051537161, 'ev_pct': 6.219979051537161, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -132.0, 'edge': 0.008265388722448752, 'ev': 0.014527046845516034, 'ev_pct': 1.4527046845516034, 'book': 'fanduel'}]","{'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 110.0, 'edge': 0.1802760911196576, 'ev': 0.37857979135128095, 'ev_pct': 37.8579791351281, 'book': 'fanduel'}",model 2.0 vs line 1.5 (+0.5),2.023690322580645,"['EV 37.9%', 'Regular price range (-150 to +150)', 'Consensus: 4 books aligned', 'Best line available']",0.75,1.0
Carla Leite,POR,"[{'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': -125.0, 'edge': 0.015632101474892357, 'ev': 0.02813778265480632, 'ev_pct': 2.8137782654806323, 'book': 'draftkings'}, {'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': -138.0, 'edge': 0.011990644892259317, 'ev': 0.020679518002592212, 'ev_pct': 2.0679518002592214, 'book': 'fanduel'}, {'market': 'pa', 'side': 'OVER', 'line': 16.5, 'price': -115.0, 'edge': 0.024548930385276724, 'ev': 0.04589582637247375, 'ev_pct': 4.589582637247375, 'book': 'draftkings'}]",[],[],"{'pts': 13.941428571428572, 'reb': 2.621128571428572, 'ast': 5.529585714285714, 'threes': 0.1495571428571428, 'stl': 0.4718571428571429, 'blk': 0.0, 'tov': 2.595214285714286, 'pra': 22.09214285714286, 'pr': 16.562557142857145, 'pa': 19.471014285714286, 'ra': 8.150714285714287}","[{'market': 'pa', 'side': 'OVER', 'line': 16.5, 'price': -115.0, 'edge': 0.024548930385276724, 'ev': 0.04589582637247375, 'ev_pct': 4.589582637247375, 'book': 'draftkings'}, {'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': -125.0, 'edge': 0.015632101474892357, 'ev': 0.02813778265480632, 'ev_pct': 2.8137782654806323, 'book': 'draftkings'}]","{'market': 'pa', 'side': 'OVER', 'line': 16.5, 'price': -115.0, 'edge': 0.024548930385276724, 'ev': 0.04589582637247375, 'ev_pct': 4.589582637247375, 'book': 'draftkings'}",model 19.5 vs line 16.5 (+3.0),19.471014285714286,"['EV 4.6%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Gabby Williams,GSV,"[{'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': -119.0, 'edge': 0.02506310598000505, 'ev': 0.04612453957664803, 'ev_pct': 4.612453957664803, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -102.0, 'edge': 0.04453328069410112, 'ev': 0.08819335980596499, 'ev_pct': 8.819335980596499, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -117.0, 'edge': 0.0370048780842549, 'ev': 0.06863297901096849, 'ev_pct': 6.863297901096849, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 3.5, 'price': 123.0, 'edge': 0.03128631256671971, 'ev': 0.06976847702378497, 'ev_pct': 6.976847702378497, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -144.0, 'edge': 0.026920358182900728, 'ev': 0.04561505136547067, 'ev_pct': 4.561505136547067, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -148.0, 'edge': 0.025928819314577023, 'ev': 0.04344829182442639, 'ev_pct': 4.344829182442639, 'book': 'williamhill_us'}]",[],[],"{'pts': 10.804641221374045, 'reb': 2.287083969465649, 'ast': 2.4926717557251905, 'threes': 1.7353893129770994, 'stl': 1.8213740458015264, 'blk': 0.3642748091603053, 'tov': 2.0035114503816795, 'pra': 15.584396946564883, 'pr': 13.091725190839693, 'pa': 13.297312977099235, 'ra': 4.77975572519084}","[{'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -102.0, 'edge': 0.04453328069410112, 'ev': 0.08819335980596499, 'ev_pct': 8.819335980596499, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': -119.0, 'edge': 0.02506310598000505, 'ev': 0.04612453957664803, 'ev_pct': 4.612453957664803, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -144.0, 'edge': 0.026920358182900728, 'ev': 0.04561505136547067, 'ev_pct': 4.561505136547067, 'book': 'fanduel'}]","{'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -102.0, 'edge': 0.04453328069410112, 'ev': 0.08819335980596499, 'ev_pct': 8.819335980596499, 'book': 'fanduel'}",model 13.1 vs line 17.5 (-4.4),13.091725190839693,"['EV 8.8%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Tiffany Hayes,GSV,"[{'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 106.0, 'edge': 0.011925644346295006, 'ev': 0.024566827353367682, 'ev_pct': 2.456682735336768, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 102.0, 'edge': 0.01048375258430323, 'ev': 0.02117718022029258, 'ev_pct': 2.117718022029258, 'book': 'fanduel'}, {'market': 'pa', 'side': 'OVER', 'line': 13.5, 'price': -102.0, 'edge': 0.026441278908089783, 'ev': 0.052364101367001314, 'ev_pct': 5.2364101367001314, 'book': 'fanduel'}, {'market': 'pa', 'side': 'OVER', 'line': 13.5, 'price': -110.0, 'edge': 0.02229229258088561, 'ev': 0.042558013108963455, 'ev_pct': 4.255801310896345, 'book': 'draftkings'}, {'market': 'pr', 'side': 'OVER', 'line': 13.5, 'price': -114.0, 'edge': 0.013054535070569862, 'ev': 0.02450588162370121, 'ev_pct': 2.4505881623701207, 'book': 'fanduel'}, {'market': 'pr', 'side': 'OVER', 'line': 13.5, 'price': -121.0, 'edge': 0.009798308065030015, 'ev': 0.017896083325385503, 'ev_pct': 1.7896083325385503, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 5.5, 'price': 112.0, 'edge': 0.04847254899857778, 'ev': 0.10276180387698497, 'ev_pct': 10.276180387698497, 'book': 'fanduel'}]",[],[],"{'pts': 13.930718181818182, 'reb': 1.4499363636363638, 'ast': 2.0912272727272727, 'threes': 1.4579363636363638, 'stl': 0.4410757575757576, 'blk': 0.0, 'tov': 0.8821515151515152, 'pra': 17.47188181818182, 'pr': 15.380654545454547, 'pa': 16.021945454545456, 'ra': 3.5411636363636365}","[{'market': 'ra', 'side': 'UNDER', 'line': 5.5, 'price': 112.0, 'edge': 0.04847254899857778, 'ev': 0.10276180387698497, 'ev_pct': 10.276180387698497, 'book': 'fanduel'}, {'market': 'pa', 'side': 'OVER', 'line': 13.5, 'price': -102.0, 'edge': 0.026441278908089783, 'ev': 0.052364101367001314, 'ev_pct': 5.2364101367001314, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 106.0, 'edge': 0.011925644346295006, 'ev': 0.024566827353367682, 'ev_pct': 2.456682735336768, 'book': 'draftkings'}, {'market': 'pr', 'side': 'OVER', 'line': 13.5, 'price': -114.0, 'edge': 0.013054535070569862, 'ev': 0.02450588162370121, 'ev_pct': 2.4505881623701207, 'book': 'fanduel'}]","{'market': 'ra', 'side': 'UNDER', 'line': 5.5, 'price': 112.0, 'edge': 0.04847254899857778, 'ev': 0.10276180387698497, 'ev_pct': 10.276180387698497, 'book': 'fanduel'}",model 3.5 vs line 5.5 (-2.0),3.5411636363636365,"['EV 10.3%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Breanna Stewart,NYL,"[{'market': 'pr', 'side': 'UNDER', 'line': 29.5, 'price': -112.0, 'edge': 0.006819152054695521, 'ev': 0.012907680674959399, 'ev_pct': 1.2907680674959399, 'book': 'fanduel'}, {'market': 'ra', 'side': 'OVER', 'line': 11.5, 'price': -117.0, 'edge': 0.012052265240863669, 'ev': 0.022353346643311234, 'ev_pct': 2.2353346643311234, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 8.5, 'price': 106.0, 'edge': 0.026334953842795494, 'ev': 0.05425000491615872, 'ev_pct': 5.425000491615872, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 7.5, 'price': -150.0, 'edge': 0.025939734522418267, 'ev': 0.04323289087069704, 'ev_pct': 4.323289087069703, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 104.0, 'edge': 0.34657521817537035, 'ev': 0.7070134450777555, 'ev_pct': 70.70134450777556, 'book': 'fanduel'}]",[],[],"{'pts': 18.549275126903552, 'reb': 9.745608121827413, 'ast': 2.682745177664974, 'threes': 0.2243431472081217, 'stl': 1.001715736040609, 'blk': 1.5025736040609134, 'tov': 2.5042893401015225, 'pra': 30.97762842639593, 'pr': 28.294883248730965, 'pa': 21.232020304568525, 'ra': 12.428353299492386}","[{'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 104.0, 'edge': 0.34657521817537035, 'ev': 0.7070134450777555, 'ev_pct': 70.70134450777556, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 8.5, 'price': 106.0, 'edge': 0.026334953842795494, 'ev': 0.05425000491615872, 'ev_pct': 5.425000491615872, 'book': 'fanduel'}, {'market': 'ra', 'side': 'OVER', 'line': 11.5, 'price': -117.0, 'edge': 0.012052265240863669, 'ev': 0.022353346643311234, 'ev_pct': 2.2353346643311234, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 29.5, 'price': -112.0, 'edge': 0.006819152054695521, 'ev': 0.012907680674959399, 'ev_pct': 1.2907680674959399, 'book': 'fanduel'}]","{'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 104.0, 'edge': 0.34657521817537035, 'ev': 0.7070134450777555, 'ev_pct': 70.70134450777556, 'book': 'fanduel'}",model 0.2 vs line 1.5 (-1.3),0.2243431472081217,"['EV 70.7%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Olivia Nelson-Ododa,CON,"[{'market': 'pr', 'side': 'UNDER', 'line': 13.5, 'price': -122.0, 'edge': 0.07254745830942122, 'ev': 0.13201258807124194, 'ev_pct': 13.201258807124194, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 14.5, 'price': -132.0, 'edge': 0.07335544798736127, 'ev': 0.12892775706869558, 'ev_pct': 12.892775706869559, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -109.0, 'edge': 0.050859022484545324, 'ev': 0.09751867614009146, 'ev_pct': 9.751867614009146, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -114.0, 'edge': 0.049182145500240915, 'ev': 0.09232437839518892, 'ev_pct': 9.232437839518893, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -144.0, 'edge': 0.040564097392381204, 'ev': 0.06873360947042367, 'ev_pct': 6.873360947042367, 'book': 'fanduel'}]",[],[],"{'pts': 2.785469387755102, 'reb': 1.2510612244897958, 'ast': 0.959714285714286, 'threes': 0.0, 'stl': 0.6683673469387755, 'blk': 0.2227891156462585, 'tov': 0.6683673469387755, 'pra': 4.996244897959184, 'pr': 4.036530612244898, 'pa': 3.745183673469388, 'ra': 2.2107755102040816}","[{'market': 'pr', 'side': 'UNDER', 'line': 14.5, 'price': -132.0, 'edge': 0.07335544798736127, 'ev': 0.12892775706869558, 'ev_pct': 12.892775706869559, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -109.0, 'edge': 0.050859022484545324, 'ev': 0.09751867614009146, 'ev_pct': 9.751867614009146, 'book': 'draftkings'}]","{'market': 'pr', 'side': 'UNDER', 'line': 14.5, 'price': -132.0, 'edge': 0.07335544798736127, 'ev': 0.12892775706869558, 'ev_pct': 12.892775706869559, 'book': 'draftkings'}",model 4.0 vs line 14.5 (-10.5),4.036530612244898,"['EV 12.9%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Luisa Geiselsoder,POR,"[{'market': 'pr', 'side': 'UNDER', 'line': 14.5, 'price': -120.0, 'edge': 0.03909218010450055, 'ev': 0.07166899685825096, 'ev_pct': 7.166899685825095, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 11.5, 'price': -102.0, 'edge': 0.018135560978048137, 'ev': 0.03591552272123255, 'ev_pct': 3.591552272123255, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 5.5, 'price': 105.0, 'edge': 0.03163810616553575, 'ev': 0.06485811763934834, 'ev_pct': 6.4858117639348345, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 5.5, 'price': -106.0, 'edge': 0.02762437185343536, 'ev': 0.05368510001705362, 'ev_pct': 5.368510001705362, 'book': 'fanduel'}]",[],[],"{'pts': 5.778463309352517, 'reb': 3.9377841726618703, 'ast': 1.209105035971223, 'threes': 0.3727654676258993, 'stl': 0.3106378896882494, 'blk': 0.6212757793764988, 'tov': 1.087232613908873, 'pra': 10.925352517985612, 'pr': 9.716247482014388, 'pa': 6.987568345323741, 'ra': 5.146889208633093}","[{'market': 'pr', 'side': 'UNDER', 'line': 14.5, 'price': -120.0, 'edge': 0.03909218010450055, 'ev': 0.07166899685825096, 'ev_pct': 7.166899685825095, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 5.5, 'price': 105.0, 'edge': 0.03163810616553575, 'ev': 0.06485811763934834, 'ev_pct': 6.4858117639348345, 'book': 'draftkings'}]","{'market': 'pr', 'side': 'UNDER', 'line': 14.5, 'price': -120.0, 'edge': 0.03909218010450055, 'ev': 0.07166899685825096, 'ev_pct': 7.166899685825095, 'book': 'draftkings'}",model 9.7 vs line 14.5 (-4.8),9.716247482014388,"['EV 7.2%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Marine Johannes,NYL,"[{'market': 'pr', 'side': 'UNDER', 'line': 11.5, 'price': 100.0, 'edge': 0.030936267873780343, 'ev': 0.061872535747560686, 'ev_pct': 6.187253574756069, 'book': 'draftkings'}]",[],[],"{'pts': 5.722417241379309, 'reb': 2.868665517241378, 'ast': 4.088489655172413, 'threes': 1.3590517241379307, 'stl': 1.456724137931034, 'blk': 0.0, 'tov': 1.456724137931034, 'pra': 12.6795724137931, 'pr': 8.591082758620686, 'pa': 9.810906896551721, 'ra': 6.957155172413792}","[{'market': 'pr', 'side': 'UNDER', 'line': 11.5, 'price': 100.0, 'edge': 0.030936267873780343, 'ev': 0.061872535747560686, 'ev_pct': 6.187253574756069, 'book': 'draftkings'}]","{'market': 'pr', 'side': 'UNDER', 'line': 11.5, 'price': 100.0, 'edge': 0.030936267873780343, 'ev': 0.061872535747560686, 'ev_pct': 6.187253574756069, 'book': 'draftkings'}",model 8.6 vs line 11.5 (-2.9),8.591082758620686,"['EV 6.2%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Emily Engstler,POR,"[{'market': 'pr', 'side': 'OVER', 'line': 12.5, 'price': -102.0, 'edge': 0.029482828538589745, 'ev': 0.05838756239995224, 'ev_pct': 5.838756239995224, 'book': 'fanduel'}, {'market': 'pr', 'side': 'OVER', 'line': 13.5, 'price': -115.0, 'edge': 0.012497199686345106, 'ev': 0.023364329848384213, 'ev_pct': 2.3364329848384213, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': -145.0, 'edge': 0.00269002022734266, 'ev': 0.004545206591027251, 'ev_pct': 0.4545206591027251, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 122.0, 'edge': 0.13622472775220357, 'ev': 0.3024188956098919, 'ev_pct': 30.241889560989186, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 120.0, 'edge': 0.1321297236571995, 'ev': 0.2906853920458389, 'ev_pct': 29.06853920458389, 'book': 'draftkings'}]",[],[],"{'pts': 11.037007299270073, 'reb': 4.336160583941606, 'ast': 0.5375620437956203, 'threes': 1.2152992700729923, 'stl': 1.1423114355231143, 'blk': 1.9582481751824807, 'tov': 2.1214355231143545, 'pra': 15.9107299270073, 'pr': 15.373167883211678, 'pa': 11.574569343065694, 'ra': 4.8737226277372265}","[{'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 122.0, 'edge': 0.13622472775220357, 'ev': 0.3024188956098919, 'ev_pct': 30.241889560989186, 'book': 'fanduel'}, {'market': 'pr', 'side': 'OVER', 'line': 13.5, 'price': -115.0, 'edge': 0.012497199686345106, 'ev': 0.023364329848384213, 'ev_pct': 2.3364329848384213, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': -145.0, 'edge': 0.00269002022734266, 'ev': 0.004545206591027251, 'ev_pct': 0.4545206591027251, 'book': 'draftkings'}]","{'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 122.0, 'edge': 0.13622472775220357, 'ev': 0.3024188956098919, 'ev_pct': 30.241889560989186, 'book': 'fanduel'}",model 1.2 vs line 1.5 (-0.3),1.2152992700729923,"['EV 30.2%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Bridget Carleton,POR,"[{'market': 'pr', 'side': 'OVER', 'line': 15.5, 'price': -105.0, 'edge': 0.027574987820848107, 'ev': 0.05383688098356054, 'ev_pct': 5.383688098356054, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 3.5, 'price': -105.0, 'edge': 0.015395805384049055, 'ev': 0.030058477178381504, 'ev_pct': 3.0058477178381504, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 3.5, 'price': -110.0, 'edge': 0.013653645105303425, 'ev': 0.026066049746488407, 'ev_pct': 2.6066049746488407, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -120.0, 'edge': 0.3483510755477077, 'ev': 0.6386436385041308, 'ev_pct': 63.86436385041308, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -122.0, 'edge': 0.34425607145270354, 'ev': 0.6264331792008213, 'ev_pct': 62.64331792008213, 'book': 'fanduel'}]",[],[],"{'pts': 15.718220689655174, 'reb': 2.6241793103448274, 'ast': 2.1154206896551724, 'threes': 3.121131034482759, 'stl': 2.262206896551724, 'blk': 0.3231724137931034, 'tov': 0.8079310344827586, 'pra': 20.45782068965517, 'pr': 18.3424, 'pa': 17.833641379310347, 'ra': 4.739599999999999}","[{'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -120.0, 'edge': 0.3483510755477077, 'ev': 0.6386436385041308, 'ev_pct': 63.86436385041308, 'book': 'draftkings'}, {'market': 'pr', 'side': 'OVER', 'line': 15.5, 'price': -105.0, 'edge': 0.027574987820848107, 'ev': 0.05383688098356054, 'ev_pct': 5.383688098356054, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 3.5, 'price': -105.0, 'edge': 0.015395805384049055, 'ev': 0.030058477178381504, 'ev_pct': 3.0058477178381504, 'book': 'draftkings'}]","{'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -120.0, 'edge': 0.3483510755477077, 'ev': 0.6386436385041308, 'ev_pct': 63.86436385041308, 'book': 'draftkings'}",model 3.1 vs line 1.5 (+1.6),3.121131034482759,"['EV 63.9%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
