date,snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team,expected_value,edge_pct,model_probability,market_probability
2026-06-14,2026-06-14T08:02:51.060670+00:00,2988756,Brittney Sykes,TOR,ast,OVER,3.5,133,0.4291845493562232,0.49250980406068323,0.8513529140526236,0.06332525470446004,0.14754784346139194,williamhill_us,Caesars,2026-06-14T19:00:00Z,Toronto Tempo,Atlanta Dream,0.14754784346139194,6.332525470446004,0.49250980406068323,0.4291845493562232
2026-06-14,2026-06-14T08:02:51.060670+00:00,2988756,Brittney Sykes,TOR,ast,OVER,3.5,130,0.43478260869565216,0.49726815449919787,0.8513529140526236,0.062485545803545706,0.1437167553481552,fanduel,FanDuel,2026-06-14T19:00:00Z,Toronto Tempo,Atlanta Dream,0.1437167553481552,6.24855458035457,0.49726815449919787,0.43478260869565216
2026-06-14,2026-06-14T08:02:51.060670+00:00,4066533,Sabrina Ionescu,NYL,ast,UNDER,5.5,-120,0.5454545454545454,0.6121107979601701,0.9898295621587097,0.06665625250562468,0.12220312959364521,fanduel,FanDuel,2026-06-14T19:00:00Z,New York Liberty,Washington Mystics,0.12220312959364521,6.665625250562468,0.6121107979601701,0.5454545454545454
2026-06-14,2026-06-14T08:02:51.060670+00:00,4066533,Sabrina Ionescu,NYL,ast,UNDER,5.5,-132,0.5689655172413793,0.6320951239789789,0.9898295621587097,0.0631296067375996,0.1109550663872963,draftkings,DraftKings,2026-06-14T19:00:00Z,New York Liberty,Washington Mystics,0.1109550663872963,6.31296067375996,0.6320951239789789,0.5689655172413793
2026-06-14,2026-06-14T08:02:51.060670+00:00,4066533,Sabrina Ionescu,NYL,ast,UNDER,5.5,-132,0.5689655172413793,0.6320951239789789,0.9898295621587097,0.0631296067375996,0.1109550663872963,williamhill_us,Caesars,2026-06-14T19:00:00Z,New York Liberty,Washington Mystics,0.1109550663872963,6.31296067375996,0.6320951239789789,0.5689655172413793
2026-06-14,2026-06-14T08:02:51.060670+00:00,3142250,Jordin Canada,ATL,ast,OVER,6.5,112,0.4716981132075472,0.5218838440283567,0.8062696520129446,0.05018573082080957,0.10639374934011636,fanduel,FanDuel,2026-06-14T19:00:00Z,Toronto Tempo,Atlanta Dream,0.10639374934011636,5.018573082080957,0.5218838440283567,0.4716981132075472
2026-06-14,2026-06-14T08:02:51.060670+00:00,4398911,Shakira Austin,WSH,ast,UNDER,2.5,128,0.43859649122807015,0.48461298323075314,0.74537310457929,0.046016492002682985,0.10491760176611709,draftkings,DraftKings,2026-06-14T19:00:00Z,New York Liberty,Washington Mystics,0.10491760176611709,4.601649200268298,0.48461298323075314,0.43859649122807015
2026-06-14,2026-06-14T08:02:51.060670+00:00,4433524,Sonia Citron,WSH,ast,UNDER,3.5,-128,0.5614035087719298,0.6165758507109546,0.9292191216987615,0.05517234193902476,0.09827573407888779,fanduel,FanDuel,2026-06-14T19:00:00Z,New York Liberty,Washington Mystics,0.09827573407888779,5.5172341939024765,0.6165758507109546,0.5614035087719298
2026-06-14,2026-06-14T08:02:51.060670+00:00,3142250,Jordin Canada,ATL,ast,OVER,6.5,104,0.49019607843137253,0.5376071144686083,0.8062696520129446,0.04741103603723579,0.09671851351596095,williamhill_us,Caesars,2026-06-14T19:00:00Z,Toronto Tempo,Atlanta Dream,0.09671851351596095,4.7411036037235785,0.5376071144686083,0.49019607843137253
2026-06-14,2026-06-14T08:02:51.060670+00:00,4433524,Sonia Citron,WSH,ast,UNDER,3.5,-134,0.5726495726495726,0.626135005006951,0.9292191216987615,0.05348543235737835,0.0933999341166159,williamhill_us,Caesars,2026-06-14T19:00:00Z,New York Liberty,Washington Mystics,0.0933999341166159,5.348543235737835,0.626135005006951,0.5726495726495726
