date,team_tri,player_id,player_id,player_name,stat,line,line_n_books,sim_mu,expected_min,game_id,actual_min,actual,pace_proj_final,sim_vs_line,actual_vs_line,pace_vs_line
2026-05-28,DAL,3904577,3904577,Arike Ogunbowale,pra,21.5,1,22.29523946188341,31.8,,,,,0.7952394618834084,,
2026-05-28,DAL,3904577,3904577,Arike Ogunbowale,threes,1.5,3,2.9185874439461883,31.8,,,,,1.4185874439461883,,
2026-05-28,DAL,3906949,3906949,Jessica Shepard,ast,4.5,3,5.937966666666666,31.2,,,,,1.4379666666666662,,
2026-05-28,DAL,3906949,3906949,Jessica Shepard,pra,25.5,2,28.09141666666666,31.2,,,,,2.5914166666666603,,
2026-05-28,DAL,3906949,3906949,Jessica Shepard,pts,10.5,3,11.459077777777775,31.2,,,,,0.9590777777777753,,
2026-05-28,DAL,3906949,3906949,Jessica Shepard,reb,9.5,3,10.69437222222222,31.2,,,,,1.1943722222222206,,
2026-05-28,DAL,4433730,4433730,Paige Bueckers,ast,5.5,3,4.419026315789473,33.3,,,,,-1.0809736842105266,,
2026-05-28,DAL,4433730,4433730,Paige Bueckers,reb,3.5,3,3.782615789473685,33.3,,,,,0.28261578947368493,,
2026-05-28,DAL,4433730,4433730,Paige Bueckers,threes,1.5,3,1.9644105263157896,33.3,,,,,0.4644105263157896,,
2026-05-28,GSV,3142328,3142328,Gabby Williams,ast,2.5,1,2.4926717557251905,25.7,,,,,-0.007328244274809492,,
2026-05-28,GSV,3142328,3142328,Gabby Williams,pra,20.0,2,15.584396946564883,25.7,,,,,-4.415603053435117,,
2026-05-28,GSV,3142328,3142328,Gabby Williams,pts,12.5,3,10.804641221374045,25.7,,,,,-1.6953587786259554,,
2026-05-28,GSV,3142328,3142328,Gabby Williams,reb,4.5,3,2.287083969465649,25.7,,,,,-2.212916030534351,,
2026-05-28,GSV,3142328,3142328,Gabby Williams,threes,2.5,3,1.7353893129770994,25.7,,,,,-0.7646106870229006,,
2026-05-28,GSV,4790264,4790264,Janelle Salaun,pts,12.5,2,9.6606,21.8,,,,,-2.8393999999999995,,
2026-05-28,GSV,4790264,4790264,Janelle Salaun,threes,2.5,1,1.5944,21.8,,,,,-0.9056,,
2026-05-28,GSV,2529622,2529622,Kayla Thornton,pts,11.5,3,10.025658904109587,28.6,,,,,-1.4743410958904128,,
2026-05-28,GSV,2529622,2529622,Kayla Thornton,reb,5.5,3,3.9124493150684927,28.6,,,,,-1.5875506849315073,,
2026-05-28,GSV,2529622,2529622,Kayla Thornton,threes,1.5,3,1.1194643835616436,28.6,,,,,-0.3805356164383564,,
2026-05-28,GSV,4398935,4398935,Veronica Burton,ast,5.5,3,5.301409032258064,30.8,,,,,-0.19859096774193574,,
2026-05-28,GSV,4398935,4398935,Veronica Burton,pts,14.5,3,15.06167741935484,30.8,,,,,0.5616774193548402,,
2026-05-28,GSV,4398935,4398935,Veronica Burton,reb,3.0,2,3.007535483870968,30.8,,,,,0.007535483870968029,,
2026-05-28,GSV,4398935,4398935,Veronica Burton,threes,1.5,3,2.023690322580645,30.8,,,,,0.5236903225806451,,
2026-05-28,IND,4432831,4432831,Aliyah Boston,pts,14.5,3,17.741999999999997,17.1,,,,,3.2419999999999973,,
2026-05-28,IND,4432831,4432831,Aliyah Boston,reb,7.5,3,10.150125,17.1,,,,,2.650124999999999,,
2026-05-28,IND,4433403,4433403,Caitlin Clark,ast,8.5,3,7.657554838709678,20.5,,,,,-0.8424451612903221,,
2026-05-28,IND,4433403,4433403,Caitlin Clark,pra,33.5,2,30.39896,20.5,,,,,-3.101040000000001,,
2026-05-28,IND,4433403,4433403,Caitlin Clark,reb,4.5,3,3.0960490322580645,20.5,,,,,-1.4039509677419355,,
2026-05-28,IND,4433403,4433403,Caitlin Clark,threes,2.5,3,2.9433083870967742,20.5,,,,,0.4433083870967742,,
2026-05-28,IND,3142191,3142191,Kelsey Mitchell,pts,20.5,2,20.9778,30.0,,,,,0.47779999999999845,,
2026-05-28,IND,3142191,3142191,Kelsey Mitchell,threes,2.5,3,1.4004,30.0,,,,,-1.0996,,
2026-05-28,LVA,3149391,3149391,A'ja Wilson,ast,3.5,3,3.088980346820809,31.5,,,,,-0.4110196531791912,,
2026-05-28,LVA,3149391,3149391,A'ja Wilson,pra,36.5,1,39.14074450867052,31.5,,,,,2.6407445086705224,,
2026-05-28,LVA,3149391,3149391,A'ja Wilson,pts,24.5,3,26.316129479768783,31.5,,,,,1.816129479768783,,
2026-05-28,LVA,3149391,3149391,A'ja Wilson,reb,8.5,3,9.735634682080926,31.5,,,,,1.235634682080926,,
2026-05-28,LVA,2529122,2529122,Chelsea Gray,ast,6.5,3,7.254011049723756,32.9,,,,,0.754011049723756,,
2026-05-28,LVA,2529122,2529122,Chelsea Gray,pra,22.5,2,24.65403756906077,32.9,,,,,2.154037569060769,,
2026-05-28,LVA,2529122,2529122,Chelsea Gray,pts,12.5,3,13.52601988950276,32.9,,,,,1.0260198895027592,,
2026-05-28,LVA,2529122,2529122,Chelsea Gray,reb,3.5,3,3.8740066298342537,32.9,,,,,0.3740066298342537,,
2026-05-28,LVA,2529122,2529122,Chelsea Gray,threes,1.5,3,1.9327535911602207,32.9,,,,,0.4327535911602207,,
2026-05-28,LVA,4280892,4280892,Chennedy Carter,pts,15.5,3,21.77750375939849,23.2,,,,,6.277503759398488,,
2026-05-28,LVA,4065870,4065870,Jackie Young,ast,5.5,3,4.246267065868263,27.9,,,,,-1.2537329341317367,,
2026-05-28,LVA,4065870,4065870,Jackie Young,pra,26.0,2,13.650583233532934,27.9,,,,,-12.349416766467066,,
2026-05-28,LVA,4065870,4065870,Jackie Young,pts,15.5,3,5.352210778443115,27.9,,,,,-10.147789221556884,,
2026-05-28,LVA,4065870,4065870,Jackie Young,reb,4.5,3,4.052105389221557,27.9,,,,,-0.4478946107784427,,
2026-05-28,LVA,4065870,4065870,Jackie Young,threes,1.5,3,0.3537293413173652,27.9,,,,,-1.1462706586826348,,
2026-05-28,LVA,2987869,2987869,Jewell Loyd,pts,8.5,3,8.042164417177913,28.3,,,,,-0.4578355828220868,,
2026-05-28,LVA,2987869,2987869,Jewell Loyd,threes,1.5,3,2.008463803680981,28.3,,,,,0.5084638036809812,,
