date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,total,bookmaker,home_tri,away_tri
2026-06-11,1,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,fanduel,IND,CHI
2026-06-11,2,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,fanduel,IND,CHI
2026-06-11,3,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,fanduel,IND,CHI
2026-06-11,4,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,fanduel,IND,CHI
2026-06-11,5,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,fanduel,IND,CHI
2026-06-11,6,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,fanduel,IND,CHI
2026-06-11,7,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,fanatics,IND,CHI
2026-06-11,8,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,fanatics,IND,CHI
2026-06-11,9,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,fanatics,IND,CHI
2026-06-11,10,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,fanatics,IND,CHI
2026-06-11,11,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,fanatics,IND,CHI
2026-06-11,12,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,fanatics,IND,CHI
2026-06-11,13,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,betrivers,IND,CHI
2026-06-11,14,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,betrivers,IND,CHI
2026-06-11,15,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,betrivers,IND,CHI
2026-06-11,16,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,betrivers,IND,CHI
2026-06-11,17,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,betrivers,IND,CHI
2026-06-11,18,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,betrivers,IND,CHI
2026-06-11,19,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,draftkings,IND,CHI
2026-06-11,20,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,draftkings,IND,CHI
2026-06-11,21,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,draftkings,IND,CHI
2026-06-11,22,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,draftkings,IND,CHI
2026-06-11,23,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,draftkings,IND,CHI
2026-06-11,24,Indiana Fever,Chicago Sky,2026-06-11T23:00:00Z,,,,,,draftkings,IND,CHI
