date,snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team,expected_value,edge_pct,model_probability,market_probability
2026-06-13,2026-06-13T13:57:31.474888+00:00,5208981,Leïla Lacan,CON,ast,UNDER,4.5,114,0.4672897196261682,0.5418067141645758,0.9640696832155524,0.0745169945384076,0.15946636831219219,fanduel,FanDuel,2026-06-13T22:00:00Z,Connecticut Sun,Indiana Fever,0.15946636831219219,7.45169945384076,0.5418067141645758,0.4672897196261682
2026-06-13,2026-06-13T13:57:31.474888+00:00,5208981,Leïla Lacan,CON,ast,UNDER,4.5,111,0.47393364928909953,0.5474540543780675,0.9640696832155524,0.07352040508896796,0.1551280547377225,draftkings,DraftKings,2026-06-13T22:00:00Z,Connecticut Sun,Indiana Fever,0.1551280547377225,7.3520405088967955,0.5474540543780675,0.47393364928909953
2026-06-13,2026-06-13T13:57:31.474888+00:00,5208981,Leïla Lacan,CON,ast,UNDER,4.5,110,0.47619047619047616,0.5493723572442376,0.9640696832155524,0.07318188105376144,0.153681950212899,williamhill_us,Caesars,2026-06-13T22:00:00Z,Connecticut Sun,Indiana Fever,0.153681950212899,7.318188105376144,0.5493723572442376,0.47619047619047616
2026-06-13,2026-06-13T13:57:31.474888+00:00,2491214,Erica Wheeler,LAS,ast,OVER,4.5,125,0.4444444444444444,0.4930206099231597,0.7682855476358796,0.048576165478715294,0.10929637232710943,williamhill_us,Caesars,2026-06-14T02:00:00Z,Phoenix Mercury,Los Angeles Sparks,0.10929637232710943,4.85761654787153,0.4930206099231597,0.4444444444444444
2026-06-13,2026-06-13T13:57:31.474888+00:00,2491214,Erica Wheeler,LAS,ast,OVER,4.5,124,0.44642857142857145,0.4947071178596677,0.7682855476358796,0.04827854643109625,0.10814394400565563,fanduel,FanDuel,2026-06-14T02:00:00Z,Phoenix Mercury,Los Angeles Sparks,0.10814394400565563,4.8278546431096245,0.4947071178596677,0.44642857142857145
2026-06-13,2026-06-13T13:57:31.474888+00:00,2491214,Erica Wheeler,LAS,ast,OVER,4.5,123,0.4484304932735426,0.49640875142789315,0.7682855476358796,0.04797825815435053,0.10699151568420173,betrivers,BetRivers,2026-06-14T02:00:00Z,Phoenix Mercury,Los Angeles Sparks,0.10699151568420173,4.797825815435052,0.49640875142789315,0.4484304932735426
2026-06-13,2026-06-13T13:57:31.474888+00:00,2529130,Natasha Howard,MIN,ast,OVER,2.5,-130,0.5652173913043478,0.6237288324079666,0.9552936653284737,0.05851144110361883,0.10352024195255632,draftkings,DraftKings,2026-06-14T00:00:00Z,Las Vegas Aces,Minnesota Lynx,0.10352024195255632,5.851144110361883,0.6237288324079666,0.5652173913043478
2026-06-13,2026-06-13T13:57:31.474888+00:00,4433791,Olivia Miles,MIN,ast,UNDER,6.5,-136,0.576271186440678,0.6318003758588149,0.9464657825615908,0.05552918941813689,0.09635947575500231,draftkings,DraftKings,2026-06-14T00:00:00Z,Las Vegas Aces,Minnesota Lynx,0.09635947575500231,5.552918941813689,0.6318003758588149,0.576271186440678
2026-06-13,2026-06-13T13:57:31.474888+00:00,4433791,Olivia Miles,MIN,ast,UNDER,6.5,-143,0.588477366255144,0.642175628701111,0.9464657825615908,0.05369826244596698,0.09124949492566414,williamhill_us,Caesars,2026-06-14T00:00:00Z,Las Vegas Aces,Minnesota Lynx,0.09124949492566414,5.369826244596698,0.642175628701111,0.588477366255144
2026-06-13,2026-06-13T13:57:31.474888+00:00,4433791,Olivia Miles,MIN,ast,UNDER,6.5,-146,0.5934959349593496,0.6464414120996858,0.9464657825615908,0.05294547714033615,0.08920950257892257,fanduel,FanDuel,2026-06-14T00:00:00Z,Las Vegas Aces,Minnesota Lynx,0.08920950257892257,5.294547714033615,0.6464414120996858,0.5934959349593496
