date,team_tri,player_id,player_id,player_name,stat,line,line_n_books,sim_mu,expected_min,game_id,actual_min,actual,pace_proj_final,sim_vs_line,actual_vs_line,pace_vs_line
2026-05-27,ATL,3058901,3058901,Allisha Gray,pts,19.5,4,20.55233448275862,35.5,,,,,1.0523344827586207,,
2026-05-27,ATL,3058901,3058901,Allisha Gray,reb,4.5,3,4.023786206896551,35.5,,,,,-0.47621379310344913,,
2026-05-27,ATL,3058901,3058901,Allisha Gray,threes,1.5,3,1.6067034482758622,35.5,,,,,0.1067034482758622,,
2026-05-27,ATL,4433402,4433402,Angel Reese,ast,2.5,3,2.9619132075471697,31.3,,,,,0.4619132075471697,,
2026-05-27,ATL,4433402,4433402,Angel Reese,pts,13.5,3,14.097418867924528,31.3,,,,,0.597418867924528,,
2026-05-27,ATL,4433402,4433402,Angel Reese,reb,11.5,3,10.768388679245282,31.3,,,,,-0.7316113207547179,,
2026-05-27,ATL,3142250,3142250,Jordin Canada,ast,5.5,4,9.040031578947367,31.3,,,,,3.5400315789473673,,
2026-05-27,ATL,3142250,3142250,Jordin Canada,pra,20.5,3,26.322773684210528,31.3,,,,,5.822773684210528,,
2026-05-27,ATL,3142250,3142250,Jordin Canada,pts,10.5,3,11.82672105263158,31.3,,,,,1.32672105263158,,
2026-05-27,ATL,3142250,3142250,Jordin Canada,reb,3.5,4,5.456021052631579,31.3,,,,,1.9560210526315789,,
2026-05-27,ATL,4398915,4398915,Naz Hillmon,reb,4.5,3,3.887103797468354,30.3,,,,,-0.6128962025316458,,
2026-05-27,ATL,4398674,4398674,Rhyne Howard,ast,4.5,3,3.255095833333333,35.6,,,,,-1.2449041666666671,,
2026-05-27,ATL,4398674,4398674,Rhyne Howard,pra,24.5,3,28.50269583333333,35.6,,,,,4.0026958333333305,,
2026-05-27,ATL,4398674,4398674,Rhyne Howard,pts,16.5,5,19.4411875,35.6,,,,,2.9411875000000016,,
2026-05-27,ATL,4398674,4398674,Rhyne Howard,reb,4.0,4,5.8064125,35.6,,,,,1.8064125000000004,,
2026-05-27,ATL,4398674,4398674,Rhyne Howard,threes,2.5,4,3.68595,35.6,,,,,1.18595,,
2026-05-27,CHI,4433405,4433405,Kamilla Cardoso,pra,28.5,1,26.49584713375796,26.9,,,,,-2.004152866242041,,
2026-05-27,CHI,4433405,4433405,Kamilla Cardoso,reb,9.5,3,9.003393630573248,26.9,,,,,-0.4966063694267522,,
2026-05-27,CHI,2529137,2529137,Natasha Cloud,ast,4.5,3,3.5582571428571423,32.0,,,,,-0.9417428571428577,,
2026-05-27,CHI,2529137,2529137,Natasha Cloud,pra,20.5,2,18.593721428571428,32.0,,,,,-1.9062785714285724,,
2026-05-27,CHI,2529137,2529137,Natasha Cloud,pts,11.5,3,10.608268571428573,32.0,,,,,-0.8917314285714273,,
2026-05-27,CHI,2529137,2529137,Natasha Cloud,reb,3.5,4,4.427195714285714,32.0,,,,,0.9271957142857143,,
2026-05-27,MIN,2987891,2987891,Courtney Williams,pra,24.5,3,26.64584648648649,30.7,,,,,2.145846486486491,,
2026-05-27,MIN,2987891,2987891,Courtney Williams,pts,14.5,4,16.401643243243246,30.7,,,,,1.901643243243246,,
2026-05-27,MIN,2987891,2987891,Courtney Williams,reb,5.5,4,6.688605405405406,30.7,,,,,1.188605405405406,,
2026-05-27,MIN,2529205,2529205,Kayla McBride,pra,21.5,1,22.24456363636364,32.8,,,,,0.7445636363636403,,
2026-05-27,MIN,2529205,2529205,Kayla McBride,reb,3.5,4,5.173145454545455,32.8,,,,,1.6731454545454554,,
2026-05-27,MIN,2529205,2529205,Kayla McBride,threes,1.5,3,1.6018727272727276,32.8,,,,,0.10187272727272756,,
2026-05-27,MIN,2529130,2529130,Natasha Howard,ast,3.0,2,4.318821428571429,28.7,,,,,1.3188214285714288,,
2026-05-27,MIN,2529130,2529130,Natasha Howard,pra,25.5,3,34.34824999999999,28.7,,,,,8.848249999999993,,
2026-05-27,MIN,2529130,2529130,Natasha Howard,pts,15.5,4,19.959642857142853,28.7,,,,,4.459642857142853,,
2026-05-27,MIN,2529130,2529130,Natasha Howard,reb,7.5,4,10.069785714285716,28.7,,,,,2.5697857142857163,,
2026-05-27,MIN,3054590,3054590,Nia Coffey,reb,5.5,3,5.701910828025478,25.5,,,,,0.20191082802547822,,
2026-05-27,MIN,4433791,4433791,Olivia Miles,ast,5.5,3,5.278196721311476,30.5,,,,,-0.22180327868852423,,
2026-05-27,MIN,4433791,4433791,Olivia Miles,pra,25.5,2,26.087639344262293,30.5,,,,,0.5876393442622927,,
2026-05-27,MIN,4433791,4433791,Olivia Miles,pts,14.5,1,14.699081967213116,30.5,,,,,0.19908196721311633,,
2026-05-27,MIN,4433791,4433791,Olivia Miles,reb,4.5,4,6.110360655737704,30.5,,,,,1.6103606557377041,,
2026-05-27,NYL,2998928,2998928,Breanna Stewart,ast,2.5,2,2.682745177664974,31.4,,,,,0.182745177664974,,
2026-05-27,NYL,2998928,2998928,Breanna Stewart,pts,19.5,2,18.549275126903552,31.4,,,,,-0.9507248730964477,,
2026-05-27,NYL,2998928,2998928,Breanna Stewart,reb,8.5,4,9.745608121827413,31.4,,,,,1.2456081218274129,,
2026-05-27,NYL,2999101,2999101,Jonquel Jones,pts,12.5,4,13.380077108433737,28.3,,,,,0.8800771084337367,,
2026-05-27,NYL,2999101,2999101,Jonquel Jones,reb,8.5,3,7.436886746987952,28.3,,,,,-1.0631132530120482,,
2026-05-27,NYL,2999101,2999101,Jonquel Jones,threes,1.5,3,0.7188481927710842,28.3,,,,,-0.7811518072289158,,
2026-05-27,NYL,4066533,4066533,Sabrina Ionescu,ast,6.5,3,5.08,10.9,,,,,-1.42,,
2026-05-27,NYL,4066533,4066533,Sabrina Ionescu,pra,27.5,2,16.740000000000002,10.9,,,,,-10.759999999999998,,
2026-05-27,NYL,4066533,4066533,Sabrina Ionescu,pts,16.5,3,8.04,10.9,,,,,-8.46,,
2026-05-27,NYL,4066533,4066533,Sabrina Ionescu,reb,4.5,3,3.62,10.9,,,,,-0.8799999999999999,,
2026-05-27,NYL,4066533,4066533,Sabrina Ionescu,threes,2.5,3,1.44,10.9,,,,,-1.06,,
2026-05-27,NYL,4281929,4281929,Satou Sabally,pts,13.5,5,15.4,12.3,,,,,1.9000000000000004,,
2026-05-27,NYL,4281929,4281929,Satou Sabally,reb,4.5,3,2.24,12.3,,,,,-2.26,,
2026-05-27,NYL,4281929,4281929,Satou Sabally,threes,1.5,4,2.3600000000000003,12.3,,,,,0.8600000000000003,,
2026-05-27,PHX,2529140,2529140,Alyssa Thomas,ast,8.5,3,7.783979746835444,35.1,,,,,-0.7160202531645563,,
2026-05-27,PHX,2529140,2529140,Alyssa Thomas,pra,33.5,3,36.2332,35.1,,,,,2.7331999999999965,,
2026-05-27,PHX,2529140,2529140,Alyssa Thomas,pts,16.5,6,19.321954430379748,35.1,,,,,2.8219544303797477,,
2026-05-27,PHX,2529140,2529140,Alyssa Thomas,reb,7.5,4,9.12726582278481,35.1,,,,,1.6272658227848105,,
2026-05-27,PHX,3906769,3906769,Jovana Nogic,pts,11.5,6,13.345043181818182,27.1,,,,,1.8450431818181823,,
2026-05-27,PHX,3906769,3906769,Jovana Nogic,threes,2.5,4,2.544590909090909,27.1,,,,,0.044590909090909125,,
2026-05-27,PHX,2998938,2998938,Kahleah Copper,reb,2.5,1,2.8634000000000004,33.7,,,,,0.3634000000000004,,
2026-05-27,PHX,2998938,2998938,Kahleah Copper,threes,1.5,3,0.8717999999999999,33.7,,,,,-0.6282000000000001,,
2026-05-27,PHX,4068042,4068042,Natasha Mack,pts,9.5,3,7.801379310344826,21.6,,,,,-1.6986206896551739,,
2026-05-27,PHX,4068042,4068042,Natasha Mack,reb,8.5,3,7.280137931034483,21.6,,,,,-1.2198620689655169,,
2026-05-27,POR,3906972,3906972,Bridget Carleton,pts,14.5,5,15.718220689655174,28.3,,,,,1.2182206896551744,,
2026-05-27,POR,3906972,3906972,Bridget Carleton,threes,2.5,4,3.121131034482759,28.3,,,,,0.621131034482759,,
2026-05-27,POR,5208982,5208982,Carla Leite,ast,4.5,4,5.529585714285714,21.5,,,,,1.029585714285714,,
2026-05-27,POR,5208982,5208982,Carla Leite,pra,23.5,1,22.09214285714286,21.5,,,,,-1.4078571428571394,,
2026-05-27,POR,5208982,5208982,Carla Leite,pts,15.5,3,13.941428571428572,21.5,,,,,-1.5585714285714278,,
2026-05-27,POR,4398729,4398729,Emily Engstler,pts,8.5,5,11.037007299270073,23.2,,,,,2.5370072992700727,,
2026-05-27,POR,4398729,4398729,Emily Engstler,reb,4.5,4,4.336160583941606,23.2,,,,,-0.16383941605839425,,
2026-05-27,SEA,4698736,4698736,Flau'jae Johnson,reb,5.5,1,5.43993945945946,24.4,,,,,-0.06006054054054033,,
2026-05-27,SEA,4698736,4698736,Flau'jae Johnson,threes,1.5,4,1.5739848648648649,24.4,,,,,0.07398486486486489,,
2026-05-27,SEA,3906753,3906753,Natisha Hiedeman,ast,4.5,4,4.618266310160428,28.6,,,,,0.11826631016042821,,
2026-05-27,SEA,3906753,3906753,Natisha Hiedeman,pra,20.5,2,23.160853475935827,28.6,,,,,2.660853475935827,,
2026-05-27,SEA,3906753,3906753,Natisha Hiedeman,pts,13.5,5,16.905985026737966,28.6,,,,,3.405985026737966,,
2026-05-27,SEA,3906753,3906753,Natisha Hiedeman,threes,1.5,4,2.388248128342246,28.6,,,,,0.8882481283422461,,
