league,season,match_id,date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home,odds_draw,odds_away,odds_over_2_5,odds_under_2_5
belgian_pro_league,2025,belgian_pro_league_2025_0_antwerp_st._gilloise,25/07/2025,Antwerp,St. Gilloise,1,1,1,0,8,17,4,8,2,5,9,16,3,3,0,0,3.87,3.45,1.9,1.91,1.83
belgian_pro_league,2025,belgian_pro_league_2025_1_dender_cercle_brugge,26/07/2025,Dender,Cercle Brugge,0,0,0,0,11,10,3,2,3,3,12,13,0,2,0,0,2.79,3.39,2.37,1.8,1.94
belgian_pro_league,2025,belgian_pro_league_2025_2_waregem_mechelen,26/07/2025,Waregem,Mechelen,1,1,0,1,21,7,5,2,9,6,8,8,3,2,0,0,3.13,3.54,2.11,1.67,2.1
belgian_pro_league,2025,belgian_pro_league_2025_3_raal_la_louviere_standard,26/07/2025,RAAL La Louviere,Standard,0,2,0,2,14,9,2,4,5,1,15,12,2,1,0,0,2.54,3.26,2.65,1.94,1.79
belgian_pro_league,2025,belgian_pro_league_2025_4_anderlecht_westerlo,27/07/2025,Anderlecht,Westerlo,5,2,2,0,25,10,10,4,8,3,14,14,4,3,0,0,1.7,3.86,4.37,1.65,2.14
belgian_pro_league,2025,belgian_pro_league_2025_5_oud-heverlee_leuven_charleroi,27/07/2025,Oud-Heverlee Leuven,Charleroi,2,2,1,0,7,15,3,7,4,8,15,14,2,2,0,0,2.79,3.3,2.4,1.83,1.89
belgian_pro_league,2025,belgian_pro_league_2025_6_club_brugge_genk,27/07/2025,Club Brugge,Genk,2,1,0,1,18,17,4,10,8,6,10,7,1,2,1,0,1.73,3.82,4.29,1.68,2.09
belgian_pro_league,2025,belgian_pro_league_2025_7_st_truiden_gent,27/07/2025,St Truiden,Gent,3,1,0,0,14,12,5,2,4,6,13,10,1,1,0,0,2.04,3.55,3.29,1.7,2.06
belgian_pro_league,2025,belgian_pro_league_2025_8_mechelen_club_brugge,01/08/2025,Mechelen,Club Brugge,2,1,1,0,9,20,5,6,2,3,11,7,4,0,0,0,3.82,3.83,1.83,1.54,2.36
belgian_pro_league,2025,belgian_pro_league_2025_9_westerlo_waregem,02/08/2025,Westerlo,Waregem,3,1,2,1,13,12,6,4,3,5,7,10,1,1,0,0,1.79,3.92,3.86,1.52,2.4
belgian_pro_league,2025,belgian_pro_league_2025_10_standard_dender,02/08/2025,Standard,Dender,1,1,0,0,10,9,6,2,5,1,11,13,3,3,0,0,1.88,3.36,4.08,2.0,1.75
belgian_pro_league,2025,belgian_pro_league_2025_11_gent_raal_la_louviere,02/08/2025,Gent,RAAL La Louviere,1,0,0,0,11,5,6,1,5,2,12,19,0,1,0,0,1.7,3.76,4.56,1.73,2.02
belgian_pro_league,2025,belgian_pro_league_2025_12_genk_antwerp,03/08/2025,Genk,Antwerp,1,1,1,1,15,6,3,5,4,2,11,10,0,2,0,0,1.58,4.15,4.98,1.56,2.31
belgian_pro_league,2025,belgian_pro_league_2025_13_cercle_brugge_anderlecht,03/08/2025,Cercle Brugge,Anderlecht,0,2,0,1,12,9,2,5,5,3,7,21,2,2,0,0,2.94,3.33,2.32,1.87,1.85
belgian_pro_league,2025,belgian_pro_league_2025_14_st._gilloise_oud-heverlee_leuven,03/08/2025,St. Gilloise,Oud-Heverlee Leuven,5,0,2,0,19,6,10,0,4,7,12,9,1,2,0,0,1.32,5.15,8.51,1.6,2.23
belgian_pro_league,2025,belgian_pro_league_2025_15_charleroi_st_truiden,03/08/2025,Charleroi,St Truiden,1,1,1,1,4,14,2,4,1,7,18,14,5,1,1,0,1.98,3.54,3.47,1.73,2.01
belgian_pro_league,2025,belgian_pro_league_2025_16_st_truiden_dender,08/08/2025,St Truiden,Dender,2,0,1,0,14,6,3,2,4,2,18,7,3,0,0,1,1.85,3.67,3.83,1.72,2.03
belgian_pro_league,2025,belgian_pro_league_2025_17_club_brugge_cercle_brugge,09/08/2025,Club Brugge,Cercle Brugge,2,0,0,0,14,10,5,2,9,5,15,11,2,3,0,1,1.43,4.56,6.37,1.59,2.24
belgian_pro_league,2025,belgian_pro_league_2025_18_westerlo_mechelen,09/08/2025,Westerlo,Mechelen,0,1,0,0,18,6,2,3,8,5,9,7,1,1,0,0,2.43,3.63,2.57,1.49,2.49
belgian_pro_league,2025,belgian_pro_league_2025_19_gent_st._gilloise,09/08/2025,Gent,St. Gilloise,2,3,0,1,20,12,6,8,5,10,11,10,1,4,0,0,4.97,4.07,1.59,1.69,2.07
belgian_pro_league,2025,belgian_pro_league_2025_20_raal_la_louviere_charleroi,10/08/2025,RAAL La Louviere,Charleroi,1,0,1,0,11,15,2,4,4,3,11,11,3,0,0,0,3.33,3.34,2.11,2.01,1.73
belgian_pro_league,2025,belgian_pro_league_2025_21_anderlecht_waregem,10/08/2025,Anderlecht,Waregem,2,3,0,1,20,9,7,6,6,5,11,11,0,3,0,0,1.46,4.62,5.85,1.53,2.37
belgian_pro_league,2025,belgian_pro_league_2025_22_standard_genk,10/08/2025,Standard,Genk,2,1,1,0,7,19,5,5,2,6,11,16,3,3,0,0,4.25,3.59,1.79,1.94,1.78
