league,season,match_id,date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home,odds_draw,odds_away,odds_over_2_5,odds_under_2_5
belgian_pro_league,2023,belgian_pro_league_2023_0_st._gilloise_anderlecht,28/07/2023,St. Gilloise,Anderlecht,2,0,1,0,10,5,3,2,3,3,16,13,5,3,0,0,2.21,3.46,3.1,1.84,1.96
belgian_pro_league,2023,belgian_pro_league_2023_1_eupen_westerlo,29/07/2023,Eupen,Westerlo,2,2,1,0,13,22,6,5,1,4,14,7,1,0,0,0,3.36,3.46,2.11,1.88,1.9
belgian_pro_league,2023,belgian_pro_league_2023_2_charleroi_oud-heverlee_leuven,29/07/2023,Charleroi,Oud-Heverlee Leuven,1,1,1,0,4,19,2,5,2,6,7,12,3,1,1,0,1.99,3.59,3.56,1.76,2.03
belgian_pro_league,2023,belgian_pro_league_2023_3_rwd_molenbeek_genk,29/07/2023,RWD Molenbeek,Genk,0,4,0,3,10,28,4,10,2,6,11,11,1,0,0,0,3.6,3.69,1.94,1.73,2.08
belgian_pro_league,2023,belgian_pro_league_2023_4_antwerp_cercle_brugge,30/07/2023,Antwerp,Cercle Brugge,1,0,1,0,15,8,4,1,7,7,15,13,0,2,0,0,1.82,3.61,4.18,1.84,1.93
belgian_pro_league,2023,belgian_pro_league_2023_5_gent_kortrijk,30/07/2023,Gent,Kortrijk,3,2,2,1,17,10,4,3,7,5,5,9,1,4,0,0,1.32,5.23,8.52,1.59,2.33
belgian_pro_league,2023,belgian_pro_league_2023_6_club_brugge_mechelen,30/07/2023,Club Brugge,Mechelen,1,1,0,1,21,9,5,2,4,3,8,9,2,2,1,0,1.47,4.57,6.16,1.57,2.34
belgian_pro_league,2023,belgian_pro_league_2023_7_st_truiden_standard,30/07/2023,St Truiden,Standard,1,0,0,0,11,7,3,3,3,2,13,11,1,1,0,0,2.64,3.26,2.63,2.05,1.75
belgian_pro_league,2023,belgian_pro_league_2023_8_standard_st._gilloise,04/08/2023,Standard,St. Gilloise,0,1,0,1,8,24,3,8,2,13,9,12,4,1,1,0,3.55,3.61,1.99,1.75,2.06
belgian_pro_league,2023,belgian_pro_league_2023_9_genk_eupen,05/08/2023,Genk,Eupen,0,1,0,1,28,5,3,2,7,2,11,11,1,2,0,0,1.29,5.67,8.88,1.45,2.67
belgian_pro_league,2023,belgian_pro_league_2023_10_cercle_brugge_charleroi,05/08/2023,Cercle Brugge,Charleroi,2,0,2,0,19,8,3,3,4,5,11,13,0,3,0,0,1.87,3.75,3.8,1.7,2.12
belgian_pro_league,2023,belgian_pro_league_2023_11_oud-heverlee_leuven_rwd_molenbeek,05/08/2023,Oud-Heverlee Leuven,RWD Molenbeek,1,2,1,1,18,15,5,4,15,6,14,18,4,1,0,0,1.78,3.87,4.1,1.66,2.18
belgian_pro_league,2023,belgian_pro_league_2023_12_anderlecht_antwerp,06/08/2023,Anderlecht,Antwerp,1,0,1,0,9,5,2,3,3,6,9,19,1,1,0,0,2.55,3.5,2.58,1.77,2.03
belgian_pro_league,2023,belgian_pro_league_2023_13_mechelen_gent,06/08/2023,Mechelen,Gent,0,1,0,0,14,12,2,3,7,3,14,14,2,3,0,0,3.81,3.88,1.83,1.61,2.28
belgian_pro_league,2023,belgian_pro_league_2023_14_westerlo_club_brugge,06/08/2023,Westerlo,Club Brugge,0,1,0,1,11,20,3,8,4,5,7,9,1,0,0,0,3.48,3.72,1.97,1.63,2.24
belgian_pro_league,2023,belgian_pro_league_2023_15_kortrijk_st_truiden,06/08/2023,Kortrijk,St Truiden,0,1,0,0,8,14,1,4,0,14,10,12,1,2,0,0,2.8,3.36,2.44,1.95,1.83
belgian_pro_league,2023,belgian_pro_league_2023_16_antwerp_kortrijk,11/08/2023,Antwerp,Kortrijk,6,0,4,0,25,4,9,1,4,1,8,11,0,2,0,0,1.26,5.86,10.02,1.49,2.54
belgian_pro_league,2023,belgian_pro_league_2023_17_rwd_molenbeek_mechelen,12/08/2023,RWD Molenbeek,Mechelen,1,0,0,0,18,9,8,4,7,4,12,11,3,1,0,0,2.24,3.67,2.9,1.6,2.3
belgian_pro_league,2023,belgian_pro_league_2023_18_st._gilloise_oud-heverlee_leuven,12/08/2023,St. Gilloise,Oud-Heverlee Leuven,5,1,2,1,16,4,9,1,0,3,10,15,1,4,0,0,1.47,4.61,6.06,1.54,2.43
belgian_pro_league,2023,belgian_pro_league_2023_19_st_truiden_anderlecht,13/08/2023,St Truiden,Anderlecht,0,1,0,0,14,9,5,3,6,1,13,15,4,5,0,1,3.26,3.41,2.15,1.94,1.83
belgian_pro_league,2023,belgian_pro_league_2023_20_cercle_brugge_genk,13/08/2023,Cercle Brugge,Genk,0,1,0,0,13,10,2,3,5,3,8,20,2,3,0,0,2.75,3.67,2.33,1.56,2.36
belgian_pro_league,2023,belgian_pro_league_2023_21_eupen_club_brugge,13/08/2023,Eupen,Club Brugge,0,5,0,3,9,13,1,7,4,6,9,13,0,2,0,0,5.28,4.29,1.55,1.56,2.34
belgian_pro_league,2023,belgian_pro_league_2023_22_charleroi_standard,13/08/2023,Charleroi,Standard,1,1,0,1,18,7,3,2,13,2,11,12,3,2,1,1,2.04,3.59,3.36,1.72,2.09
belgian_pro_league,2023,belgian_pro_league_2023_23_westerlo_gent,13/08/2023,Westerlo,Gent,1,3,1,1,14,18,4,9,4,10,10,14,1,1,0,0,3.44,3.79,1.96,1.54,2.41
belgian_pro_league,2023,belgian_pro_league_2023_24_oud-heverlee_leuven_antwerp,18/08/2023,Oud-Heverlee Leuven,Antwerp,1,1,0,1,10,13,2,4,7,7,16,10,4,2,1,0,4.66,4.07,1.66,1.61,2.28
belgian_pro_league,2023,belgian_pro_league_2023_25_standard_cercle_brugge,19/08/2023,Standard,Cercle Brugge,0,1,0,0,7,16,3,4,3,2,10,11,2,2,0,0,2.85,3.49,2.35,1.71,2.1
belgian_pro_league,2023,belgian_pro_league_2023_26_mechelen_st._gilloise,19/08/2023,Mechelen,St. Gilloise,4,0,1,0,10,14,7,1,4,6,9,10,0,2,0,0,4.2,3.93,1.75,1.62,2.25
belgian_pro_league,2023,belgian_pro_league_2023_27_anderlecht_westerlo,20/08/2023,Anderlecht,Westerlo,2,1,1,0,24,18,7,3,6,2,7,13,1,3,0,0,1.87,3.69,3.86,1.64,2.21
belgian_pro_league,2023,belgian_pro_league_2023_28_genk_charleroi,20/08/2023,Genk,Charleroi,0,0,0,0,23,7,7,3,11,4,11,13,0,0,0,0,1.56,4.37,5.19,1.54,2.42
belgian_pro_league,2023,belgian_pro_league_2023_29_gent_st_truiden,20/08/2023,Gent,St Truiden,2,2,1,2,19,14,5,3,7,2,11,9,2,2,0,0,1.41,4.71,6.99,1.73,2.09
belgian_pro_league,2023,belgian_pro_league_2023_30_club_brugge_rwd_molenbeek,20/08/2023,Club Brugge,RWD Molenbeek,7,1,2,1,23,9,9,3,8,3,10,12,0,1,0,0,1.28,5.78,9.33,1.44,2.69
