event_key,segment,market,selection,current_line,current_price,open_line,open_price,line_move,price_move,latest_snapshot_ts
Colorado Rockies @ San Francisco Giants,first3,total,over,2.5,-120,2.5,-120,0.0,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,first3,total,under,2.5,-110,2.5,-110,0.0,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,first5,moneyline,away,,+115,,+115,,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,first5,moneyline,home,,-145,,-145,,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,first5,spread_away,away,0.5,-125,0.5,-125,0.0,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,first5,spread_home,home,-0.5,-105,-0.5,-105,0.0,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,first5,total,over,4.5,-125,4.5,-125,0.0,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,first5,total,under,4.5,-105,4.5,-105,0.0,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,first7,moneyline,away,,+105,,+105,,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,first7,moneyline,home,,-140,,-140,,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,first7,spread_away,away,0.5,-120,0.5,-120,0.0,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,first7,spread_home,home,-0.5,-110,-0.5,-110,0.0,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,first7,total,over,6.5,-130,6.5,-130,0.0,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,first7,total,under,6.5,-102,6.5,-102,0.0,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,full,moneyline,away,,+110,,+110,,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,full,moneyline,home,,-130,,-130,,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,full,spread_away,away,1.5,-190,1.5,-190,0.0,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,full,spread_home,home,-1.5,+155,-1.5,+155,0.0,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,full,total,over,8.5,-120,8.5,-120,0.0,0,2026-07-09T21:12:54Z
Colorado Rockies @ San Francisco Giants,full,total,under,8.5,+100,8.5,+100,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first1,moneyline,away,,+340,,+340,,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first1,moneyline,home,,+290,,+290,,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first1,spread_away,away,0.5,-400,0.5,-400,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first1,spread_home,home,-0.5,+275,-0.5,+275,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first1,total,over,0.5,+105,0.5,+105,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first1,total,under,0.5,-135,0.5,-135,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first3,moneyline,away,,+100,,+100,,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first3,moneyline,home,,-130,,-130,,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first3,spread_away,away,0.5,-188,0.5,-188,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first3,spread_home,home,-0.5,+145,-0.5,+145,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first3,total,over,2.5,+120,2.5,+120,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first3,total,under,2.5,-154,2.5,-154,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first5,moneyline,away,,+100,,+100,,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first5,moneyline,home,,-130,,-130,,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first5,spread_away,away,0.5,-140,0.5,-140,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first5,spread_home,home,-0.5,+110,-0.5,+110,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first5,total,over,3.5,-130,3.5,-130,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first5,total,under,3.5,+100,3.5,+100,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first7,moneyline,away,,+110,,+110,,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first7,moneyline,home,,-140,,-140,,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first7,spread_away,away,0.5,-125,0.5,-125,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first7,spread_home,home,-0.5,-105,-0.5,-105,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first7,total,over,5.5,-110,5.5,-110,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,first7,total,under,5.5,-120,5.5,-120,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,full,moneyline,away,,+118,,+118,,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,full,moneyline,home,,-143,,-143,,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,full,spread_away,away,1.5,-187,1.5,-187,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,full,spread_home,home,-1.5,+154,-1.5,+154,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,full,total,over,7.0,-123,7.0,-123,0.0,0,2026-07-09T21:12:54Z
Los Angeles Angels @ Texas Rangers,full,total,under,7.0,+102,7.0,+102,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first1,moneyline,away,,+250,,+250,,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first1,moneyline,home,,+320,,+320,,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first1,spread_away,away,-0.5,+240,-0.5,+240,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first1,spread_home,home,0.5,-340,0.5,-340,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first1,total,over,0.5,-110,0.5,-110,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first1,total,under,0.5,-115,0.5,-115,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first3,moneyline,away,,-135,,-135,,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first3,moneyline,home,,+105,,+105,,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first3,spread_away,away,-0.5,+124,-0.5,+124,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first3,spread_home,home,0.5,-160,0.5,-160,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first3,total,over,2.5,-120,2.5,-120,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first3,total,under,2.5,-110,2.5,-110,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first5,moneyline,away,,-140,,-140,,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first5,moneyline,home,,+110,,+110,,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first5,spread_away,away,-0.5,+105,-0.5,+105,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first5,spread_home,home,0.5,-135,0.5,-135,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first5,total,over,4.5,-120,4.5,-120,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first5,total,under,4.5,-110,4.5,-110,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first7,moneyline,away,,-140,,-140,,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first7,moneyline,home,,+110,,+110,,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first7,spread_away,away,-0.5,-110,-0.5,-110,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first7,spread_home,home,0.5,-120,0.5,-120,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first7,total,over,6.5,-110,6.5,-110,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,first7,total,under,6.5,-120,6.5,-120,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,full,moneyline,away,,-136,,-136,,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,full,moneyline,home,,+113,,+113,,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,full,spread_away,away,-1.5,+128,-1.5,+128,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,full,spread_home,home,1.5,-155,1.5,-155,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,full,total,over,8.0,-118,8.0,-118,0.0,0,2026-07-09T21:12:54Z
Milwaukee Brewers @ St. Louis Cardinals,full,total,under,8.0,-102,8.0,-102,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first1,moneyline,away,,+200,,+200,,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first1,moneyline,home,,+330,,+330,,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first1,spread_away,away,-0.5,+195,-0.5,+195,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first1,spread_home,home,0.5,-265,0.5,-265,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first1,total,over,0.5,-140,0.5,-140,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first1,total,under,0.5,+105,0.5,+105,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first3,moneyline,away,,-166,,-166,,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first3,moneyline,home,,+130,,+130,,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first3,spread_away,away,-0.5,+100,-0.5,+100,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first3,spread_home,home,0.5,-130,0.5,-130,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first3,total,over,2.5,-140,2.5,-140,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first3,total,under,2.5,+110,2.5,+110,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first5,moneyline,away,,-175,,-175,,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first5,moneyline,home,,+135,,+135,,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first5,spread_away,away,-0.5,-120,-0.5,-120,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first5,spread_home,home,0.5,-110,0.5,-110,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first5,total,over,4.5,-140,4.5,-140,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first5,total,under,4.5,+110,4.5,+110,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first7,moneyline,away,,-180,,-180,,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first7,moneyline,home,,+140,,+140,,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first7,spread_away,away,-0.5,-140,-0.5,-140,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first7,spread_home,home,0.5,+110,0.5,+110,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first7,total,over,7.5,+100,7.5,+100,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,first7,total,under,7.5,-130,7.5,-130,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,full,moneyline,away,,-168,,-168,,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,full,moneyline,home,,+139,,+139,,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,full,spread_away,away,-1.5,-105,-1.5,-105,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,full,spread_home,home,1.5,-114,1.5,-114,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,full,total,over,9.5,-101,9.5,-101,0.0,0,2026-07-09T21:12:54Z
Philadelphia Phillies @ Cincinnati Reds,full,total,under,9.5,-119,9.5,-119,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first1,moneyline,away,,+260,,+260,,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first1,moneyline,home,,+340,,+340,,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first1,spread_away,away,-0.5,+250,-0.5,+250,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first1,spread_home,home,0.5,-360,0.5,-360,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first1,total,over,0.5,-105,0.5,-105,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first1,total,under,0.5,-120,0.5,-120,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first3,moneyline,away,,-145,,-145,,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first3,moneyline,home,,+114,,+114,,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first3,spread_away,away,-0.5,+120,-0.5,+120,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first3,spread_home,home,0.5,-154,0.5,-154,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first3,total,over,2.5,-110,2.5,-110,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first3,total,under,2.5,-120,2.5,-120,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first5,moneyline,away,,-154,,-154,,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first5,moneyline,home,,+120,,+120,,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first5,spread_away,away,-0.5,-105,-0.5,-105,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first5,spread_home,home,0.5,-125,0.5,-125,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first5,total,over,4.5,-105,4.5,-105,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first5,total,under,4.5,-125,4.5,-125,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first7,moneyline,away,,-140,,-140,,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first7,moneyline,home,,+110,,+110,,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first7,spread_away,away,-0.5,-110,-0.5,-110,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first7,spread_home,home,0.5,-120,0.5,-120,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first7,total,over,6.5,+100,6.5,+100,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,first7,total,under,6.5,-130,6.5,-130,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,full,moneyline,away,,-126,,-126,,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,full,moneyline,home,,+105,,+105,,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,full,spread_away,away,-1.5,+134,-1.5,+134,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,full,spread_home,home,1.5,-162,1.5,-162,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,full,total,over,8.0,-109,8.0,-109,0.0,0,2026-07-09T21:12:54Z
Seattle Mariners @ Miami Marlins,full,total,under,8.0,-110,8.0,-110,0.0,0,2026-07-09T21:12:54Z
