player_name,market,selection,current_line,current_price,open_line,open_price,line_move,price_move,latest_snapshot_ts
alec bohm,batter_hits,over,0.5,-250,0.5,-250,0.0,0,2026-07-09T21:12:57Z
alec bohm,batter_hits,under,0.5,+180,0.5,+180,0.0,0,2026-07-09T21:12:57Z
alec bohm,batter_hits_runs_rbis,over,1.5,-165,1.5,-165,0.0,0,2026-07-09T21:12:57Z
alec bohm,batter_hits_runs_rbis,under,1.5,+115,1.5,+115,0.0,0,2026-07-09T21:12:57Z
alec bohm,batter_home_runs,over,0.5,+525,0.5,+525,0.0,0,2026-07-09T21:12:57Z
alec bohm,batter_rbis,over,0.5,+172,0.5,+172,0.0,0,2026-07-09T21:12:57Z
alec bohm,batter_rbis,under,0.5,-242,0.5,-242,0.0,0,2026-07-09T21:12:57Z
alec bohm,batter_runs_scored,over,0.5,+109,0.5,+109,0.0,0,2026-07-09T21:12:57Z
alec bohm,batter_runs_scored,under,0.5,-151,0.5,-151,0.0,0,2026-07-09T21:12:57Z
alec bohm,batter_total_bases,over,1.5,+120,1.5,+120,0.0,0,2026-07-09T21:12:57Z
alec bohm,batter_total_bases,under,1.5,-156,1.5,-156,0.0,0,2026-07-09T21:12:57Z
alec burleson,batter_hits,over,0.5,-233,0.5,-233,0.0,0,2026-07-09T21:12:57Z
alec burleson,batter_hits,under,0.5,+175,0.5,+175,0.0,0,2026-07-09T21:12:57Z
alec burleson,batter_hits_runs_rbis,over,1.5,-120,1.5,-120,0.0,0,2026-07-09T21:12:57Z
alec burleson,batter_hits_runs_rbis,under,1.5,-120,1.5,-120,0.0,0,2026-07-09T21:12:57Z
alec burleson,batter_home_runs,over,0.5,+390,0.5,+390,0.0,0,2026-07-09T21:12:57Z
alec burleson,batter_rbis,over,0.5,+160,0.5,+160,0.0,0,2026-07-09T21:12:57Z
alec burleson,batter_rbis,under,0.5,-225,0.5,-225,0.0,0,2026-07-09T21:12:57Z
alec burleson,batter_runs_scored,over,0.5,+126,0.5,+126,0.0,0,2026-07-09T21:12:57Z
alec burleson,batter_runs_scored,under,0.5,-174,0.5,-174,0.0,0,2026-07-09T21:12:57Z
alec burleson,batter_total_bases,over,1.5,+130,1.5,+130,0.0,0,2026-07-09T21:12:57Z
alec burleson,batter_total_bases,under,1.5,-169,1.5,-169,0.0,0,2026-07-09T21:12:57Z
alejandro osuna,batter_hits,over,0.5,-120,0.5,-120,0.0,0,2026-07-09T21:12:57Z
alejandro osuna,batter_hits,under,0.5,-108,0.5,-108,0.0,0,2026-07-09T21:12:57Z
alejandro osuna,batter_hits_runs_rbis,over,0.5,-144,0.5,-144,0.0,0,2026-07-09T21:12:57Z
alejandro osuna,batter_hits_runs_rbis,under,0.5,+108,0.5,+108,0.0,0,2026-07-09T21:12:57Z
alejandro osuna,batter_home_runs,over,0.5,+1300,0.5,+1300,0.0,0,2026-07-09T21:12:57Z
alejandro osuna,batter_rbis,over,0.5,+360,0.5,+360,0.0,0,2026-07-09T21:12:57Z
alejandro osuna,batter_rbis,under,0.5,-548,0.5,-548,0.0,0,2026-07-09T21:12:57Z
alejandro osuna,batter_runs_scored,over,0.5,+207,0.5,+207,0.0,0,2026-07-09T21:12:57Z
alejandro osuna,batter_runs_scored,under,0.5,-296,0.5,-296,0.0,0,2026-07-09T21:12:57Z
alejandro osuna,batter_total_bases,over,1.5,+270,1.5,+270,0.0,0,2026-07-09T21:12:57Z
alika williams,batter_hits,over,0.5,-154,0.5,-154,0.0,0,2026-07-09T21:12:57Z
alika williams,batter_hits,under,0.5,+118,0.5,+118,0.0,0,2026-07-09T21:12:57Z
alika williams,batter_hits_runs_rbis,over,1.5,+135,1.5,+135,0.0,0,2026-07-09T21:12:57Z
alika williams,batter_hits_runs_rbis,under,1.5,-175,1.5,-175,0.0,0,2026-07-09T21:12:57Z
alika williams,batter_home_runs,over,0.5,+950,0.5,+950,0.0,0,2026-07-09T21:12:57Z
alika williams,batter_rbis,over,0.5,+274,0.5,+274,0.0,0,2026-07-09T21:12:57Z
alika williams,batter_rbis,under,0.5,-403,0.5,-403,0.0,0,2026-07-09T21:12:57Z
alika williams,batter_runs_scored,over,0.5,+183,0.5,+183,0.0,0,2026-07-09T21:12:57Z
alika williams,batter_runs_scored,under,0.5,-259,0.5,-259,0.0,0,2026-07-09T21:12:57Z
alika williams,batter_total_bases,over,1.5,+190,1.5,+190,0.0,0,2026-07-09T21:12:57Z
andrew vaughn,batter_hits,over,0.5,-227,0.5,-227,0.0,0,2026-07-09T21:12:57Z
andrew vaughn,batter_hits,under,0.5,+169,0.5,+169,0.0,0,2026-07-09T21:12:57Z
andrew vaughn,batter_hits_runs_rbis,over,1.5,-105,1.5,-105,0.0,0,2026-07-09T21:12:57Z
andrew vaughn,batter_hits_runs_rbis,under,1.5,-127,1.5,-127,0.0,0,2026-07-09T21:12:57Z
andrew vaughn,batter_home_runs,over,0.5,+850,0.5,+850,0.0,0,2026-07-09T21:12:57Z
andrew vaughn,batter_rbis,over,0.5,+217,0.5,+217,0.0,0,2026-07-09T21:12:57Z
andrew vaughn,batter_rbis,under,0.5,-311,0.5,-311,0.0,0,2026-07-09T21:12:57Z
andrew vaughn,batter_runs_scored,over,0.5,+160,0.5,+160,0.0,0,2026-07-09T21:12:57Z
andrew vaughn,batter_runs_scored,under,0.5,-225,0.5,-225,0.0,0,2026-07-09T21:12:57Z
andrew vaughn,batter_total_bases,over,1.5,+155,1.5,+155,0.0,0,2026-07-09T21:12:57Z
andrew vaughn,batter_total_bases,under,1.5,-204,1.5,-204,0.0,0,2026-07-09T21:12:57Z
brandon marsh,batter_hits,over,0.5,-244,0.5,-244,0.0,0,2026-07-09T21:12:57Z
brandon marsh,batter_hits,under,0.5,+180,0.5,+180,0.0,0,2026-07-09T21:12:57Z
brandon marsh,batter_hits_runs_rbis,over,1.5,-138,1.5,-138,0.0,0,2026-07-09T21:12:57Z
brandon marsh,batter_hits_runs_rbis,under,1.5,+104,1.5,+104,0.0,0,2026-07-09T21:12:57Z
brandon marsh,batter_home_runs,over,0.5,+390,0.5,+390,0.0,0,2026-07-09T21:12:57Z
brandon marsh,batter_rbis,over,0.5,+151,0.5,+151,0.0,0,2026-07-09T21:12:57Z
brandon marsh,batter_rbis,under,0.5,-211,0.5,-211,0.0,0,2026-07-09T21:12:57Z
brandon marsh,batter_runs_scored,over,0.5,-102,0.5,-102,0.0,0,2026-07-09T21:12:57Z
brandon marsh,batter_runs_scored,under,0.5,-136,0.5,-136,0.0,0,2026-07-09T21:12:57Z
brandon marsh,batter_total_bases,over,1.5,+109,1.5,+109,0.0,0,2026-07-09T21:12:57Z
brandon marsh,batter_total_bases,under,1.5,-141,1.5,-141,0.0,0,2026-07-09T21:12:57Z
brandon nimmo,batter_hits,over,0.5,-204,0.5,-204,0.0,0,2026-07-09T21:12:57Z
brandon nimmo,batter_hits,under,0.5,+154,0.5,+154,0.0,0,2026-07-09T21:12:57Z
brandon nimmo,batter_hits_runs_rbis,over,1.5,-110,1.5,-110,0.0,0,2026-07-09T21:12:57Z
brandon nimmo,batter_hits_runs_rbis,under,1.5,-130,1.5,-130,0.0,0,2026-07-09T21:12:57Z
brandon nimmo,batter_home_runs,over,0.5,+525,0.5,+525,0.0,0,2026-07-09T21:12:57Z
brandon nimmo,batter_rbis,over,0.5,+186,0.5,+186,0.0,0,2026-07-09T21:12:57Z
brandon nimmo,batter_rbis,under,0.5,-264,0.5,-264,0.0,0,2026-07-09T21:12:57Z
brandon nimmo,batter_runs_scored,over,0.5,+126,0.5,+126,0.0,0,2026-07-09T21:12:57Z
brandon nimmo,batter_runs_scored,under,0.5,-176,0.5,-176,0.0,0,2026-07-09T21:12:57Z
brandon nimmo,batter_total_bases,over,1.5,+149,1.5,+149,0.0,0,2026-07-09T21:12:57Z
brandon nimmo,batter_total_bases,under,1.5,-196,1.5,-196,0.0,0,2026-07-09T21:12:57Z
braxton fulford,batter_hits,over,0.5,-122,0.5,-122,0.0,0,2026-07-09T21:12:57Z
braxton fulford,batter_hits,under,0.5,-108,0.5,-108,0.0,0,2026-07-09T21:12:57Z
braxton fulford,batter_hits_runs_rbis,over,0.5,-156,0.5,-156,0.0,0,2026-07-09T21:12:57Z
braxton fulford,batter_hits_runs_rbis,under,0.5,+117,0.5,+117,0.0,0,2026-07-09T21:12:57Z
braxton fulford,batter_home_runs,over,0.5,+750,0.5,+750,0.0,0,2026-07-09T21:12:57Z
braxton fulford,batter_rbis,over,0.5,+255,0.5,+255,0.0,0,2026-07-09T21:12:57Z
braxton fulford,batter_rbis,under,0.5,-373,0.5,-373,0.0,0,2026-07-09T21:12:57Z
braxton fulford,batter_total_bases,over,0.5,-123,0.5,-123,0.0,0,2026-07-09T21:12:57Z
