player_name,market,selection,line,price,snapshot_ts
brandon sproat,earned_runs,over,3.5,-140,2026-06-11T00:51:29Z
brandon sproat,earned_runs,under,3.5,+100,2026-06-11T00:51:29Z
brandon sproat,hits_allowed,over,5.5,-110,2026-06-11T00:51:29Z
brandon sproat,hits_allowed,under,5.5,-130,2026-06-11T00:51:29Z
brandon sproat,outs,over,13.5,-115,2026-06-11T00:51:29Z
brandon sproat,outs,under,13.5,-125,2026-06-11T00:51:29Z
brandon sproat,strikeouts,over,4.5,+112,2026-06-11T00:51:29Z
brandon sproat,strikeouts,under,4.5,-148,2026-06-11T00:51:29Z
brandon sproat,walks_allowed,over,2.5,+142,2026-06-11T00:51:29Z
brandon sproat,walks_allowed,under,2.5,-190,2026-06-11T00:51:29Z
chris sale,hits_allowed,over,6.5,+100,2026-06-11T00:51:29Z
chris sale,hits_allowed,under,6.5,-135,2026-06-11T00:51:29Z
chris sale,strikeouts,over,6.5,-135,2026-06-11T00:51:29Z
chris sale,strikeouts,under,6.5,+100,2026-06-11T00:51:29Z
davis martin,hits_allowed,over,6.5,-110,2026-06-11T00:51:29Z
davis martin,hits_allowed,under,6.5,-120,2026-06-11T00:51:29Z
davis martin,outs,over,17.5,+105,2026-06-11T00:51:29Z
davis martin,outs,under,17.5,-135,2026-06-11T00:51:29Z
davis martin,strikeouts,over,5.5,+170,2026-06-11T00:51:29Z
davis martin,strikeouts,under,5.5,-225,2026-06-11T00:51:29Z
davis martin,walks_allowed,over,0.5,+170,2026-06-11T00:51:29Z
davis martin,walks_allowed,under,0.5,-225,2026-06-11T00:51:29Z
framber valdez,hits_allowed,over,5.5,-160,2026-06-11T00:51:29Z
framber valdez,hits_allowed,under,5.5,+120,2026-06-11T00:51:29Z
framber valdez,strikeouts,over,4.5,+105,2026-06-11T00:51:29Z
framber valdez,strikeouts,under,4.5,-145,2026-06-11T00:51:29Z
jack perkins,earned_runs,over,3.5,-115,2026-06-11T00:51:29Z
jack perkins,earned_runs,under,3.5,-115,2026-06-11T00:51:29Z
jack perkins,hits_allowed,over,5.5,+105,2026-06-11T00:51:29Z
jack perkins,hits_allowed,under,5.5,-140,2026-06-11T00:51:29Z
jack perkins,outs,over,12.5,+104,2026-06-11T00:51:29Z
jack perkins,outs,under,12.5,-138,2026-06-11T00:51:29Z
jack perkins,strikeouts,over,4.5,-102,2026-06-11T00:51:29Z
jack perkins,strikeouts,under,4.5,-120,2026-06-11T00:51:29Z
jack perkins,walks_allowed,over,1.5,-196,2026-06-11T00:51:29Z
jack perkins,walks_allowed,under,1.5,+146,2026-06-11T00:51:29Z
mackenzie gore,hits_allowed,over,7.5,+115,2026-06-11T00:51:29Z
mackenzie gore,hits_allowed,under,7.5,-148,2026-06-11T00:51:29Z
mackenzie gore,strikeouts,over,5.5,-198,2026-06-11T00:51:29Z
mackenzie gore,strikeouts,under,5.5,+150,2026-06-11T00:51:29Z
mackenzie gore,walks_allowed,over,2.5,-162,2026-06-11T00:51:29Z
mackenzie gore,walks_allowed,under,2.5,+126,2026-06-11T00:51:29Z
michael lorenzen,earned_runs,over,3.5,-138,2026-06-11T00:51:29Z
michael lorenzen,earned_runs,under,3.5,+104,2026-06-11T00:51:29Z
michael lorenzen,hits_allowed,over,5.5,-130,2026-06-11T00:51:29Z
michael lorenzen,hits_allowed,under,5.5,-105,2026-06-11T00:51:29Z
michael lorenzen,outs,over,15.5,-112,2026-06-11T00:51:29Z
michael lorenzen,outs,under,15.5,-120,2026-06-11T00:51:29Z
michael lorenzen,strikeouts,over,3.5,-105,2026-06-11T00:51:29Z
michael lorenzen,strikeouts,under,3.5,-115,2026-06-11T00:51:29Z
michael lorenzen,walks_allowed,over,1.5,-135,2026-06-11T00:51:29Z
michael lorenzen,walks_allowed,under,1.5,+105,2026-06-11T00:51:29Z
peter lambert,earned_runs,over,2.5,-145,2026-06-11T00:51:29Z
peter lambert,earned_runs,under,2.5,+110,2026-06-11T00:51:29Z
peter lambert,hits_allowed,over,5.5,-110,2026-06-11T00:51:29Z
peter lambert,hits_allowed,under,5.5,-130,2026-06-11T00:51:29Z
peter lambert,outs,over,16.5,-130,2026-06-11T00:51:29Z
peter lambert,outs,under,16.5,-110,2026-06-11T00:51:29Z
peter lambert,strikeouts,over,4.5,-136,2026-06-11T00:51:29Z
peter lambert,strikeouts,under,4.5,+102,2026-06-11T00:51:29Z
peter lambert,walks_allowed,over,1.5,-188,2026-06-11T00:51:29Z
peter lambert,walks_allowed,under,1.5,+141,2026-06-11T00:51:29Z
reid detmers,earned_runs,over,2.5,+100,2026-06-11T00:51:29Z
reid detmers,earned_runs,under,2.5,-140,2026-06-11T00:51:29Z
reid detmers,hits_allowed,over,4.5,-135,2026-06-11T00:51:29Z
reid detmers,hits_allowed,under,4.5,+102,2026-06-11T00:51:29Z
reid detmers,outs,over,17.5,-138,2026-06-11T00:51:29Z
reid detmers,outs,under,17.5,+102,2026-06-11T00:51:29Z
reid detmers,strikeouts,over,6.5,+104,2026-06-11T00:51:29Z
reid detmers,strikeouts,under,6.5,-128,2026-06-11T00:51:29Z
reid detmers,walks_allowed,over,2.5,+137,2026-06-11T00:51:29Z
reid detmers,walks_allowed,under,2.5,-182,2026-06-11T00:51:29Z
shota imanaga,earned_runs,over,3.5,+105,2026-06-11T00:51:29Z
shota imanaga,earned_runs,under,3.5,-150,2026-06-11T00:51:29Z
shota imanaga,hits_allowed,over,6.5,-130,2026-06-11T00:51:29Z
shota imanaga,hits_allowed,under,6.5,-120,2026-06-11T00:51:29Z
shota imanaga,outs,over,17.5,-160,2026-06-11T00:51:29Z
shota imanaga,outs,under,17.5,+120,2026-06-11T00:51:29Z
shota imanaga,strikeouts,over,5.5,+120,2026-06-11T00:51:29Z
shota imanaga,strikeouts,under,5.5,-160,2026-06-11T00:51:29Z
shota imanaga,walks_allowed,over,1.5,+160,2026-06-11T00:51:29Z
